Lot_color	dist	percent	value	order
R	skew	0	0	2
R	skew	10	0	2
R	skew	20	1	2
R	skew	30	1	2
R	skew	40	1	2
R	skew	50	3	2
R	skew	60	2	2
R	skew	70	2	2
R	skew	80	2	2
R	skew	90	4	2
R	skew	100	2	2
G	wide	0	2	3
G	wide	10	2	3
G	wide	20	0	3
G	wide	30	1	3
G	wide	40	0	3
G	wide	50	3	3
G	wide	60	0	3
G	wide	70	1	3
G	wide	80	1	3
G	wide	90	1	3
G	wide	100	1	3
B	narrow	0	0	1
B	narrow	10	2	1
B	narrow	20	1	1
B	narrow	30	3	1
B	narrow	40	1	1
B	narrow	50	4	1
B	narrow	60	5	1
B	narrow	70	0	1
B	narrow	80	1	1
B	narrow	90	0	1
B	narrow	100	0	1
