Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	3362	green	0.5	[0,1]	win	Amb	norm	left	j
Learning	2	NA	green	0.57	[0,1]	win	Amb	norm	right	
Learning	3	2000	green	0.72	[0,1]	win	risk	norm	left	f
Learning	4	1612	green	0.64	[0,1]	win	risk	norm	left	f
Learning	5	2038	green	0.53	[0,1]	win	Amb	norm	right	f
Learning	6	2838	green	0.58	[0,1]	win	Amb	norm	left	j
Learning	7	932	green	0.65	[0,1]	win	risk	norm	left	f
Learning	8	860	green	0.6	[0,1]	win	risk	norm	right	j
Learning	9	1633	green	0.53	[0,1]	win	Amb	norm	right	f
Learning	10	1028	green	0.58	[0,1]	win	risk	norm	right	j
Learning	11	1105	green	0.57	[0,1]	win	risk	norm	left	f
Learning	12	892	green	0.56	[0,1]	win	risk	norm	right	j
Learning	13	1654	green	0.5	[0,1]	win	Amb	norm	left	j
Learning	14	915	green	0.53	[0,1]	win	risk	norm	left	f
Learning	15	1182	green	0.52	[0,1]	win	Amb	norm	left	j
Learning	1	1468	red	0.5	[0,1]	lose	Amb	norm	left	j
Learning	2	1201	red	0.57	[0,1]	lose	Amb	norm	right	f
Learning	3	1004	red	0.69	[0,1]	lose	risk	norm	right	j
Learning	4	1113	red	0.59	[0,1]	lose	risk	norm	right	j
Learning	5	987	red	0.47	[0,1]	lose	Amb	norm	left	j
Learning	6	1195	red	0.55	[0,1]	lose	risk	norm	left	f
Learning	7	914	red	0.5	[0,1]	lose	Amb	norm	right	f
Learning	8	848	red	0.53	[0,1]	lose	Amb	norm	right	f
Learning	9	962	red	0.53	[0,1]	lose	Amb	norm	right	f
Learning	10	1406	red	0.57	[0,1]	lose	Amb	norm	right	f
Learning	11	1084	red	0.6	[0,1]	lose	risk	norm	left	f
Learning	12	1133	red	0.58	[0,1]	lose	Amb	norm	right	f
Learning	13	1242	red	0.57	[0,1]	lose	risk	norm	left	f
Learning	14	1357	red	0.57	[0,1]	lose	Amb	norm	right	f
Learning	15	1024	red	0.57	[0,1]	lose	Amb	norm	right	f
Learning	1	997	red	0.5	[0,1]	win	Amb	norm	left	j
Learning	2	1168	red	0.62	[0,1]	win	Amb	norm	right	f
Learning	3	737	red	0.79	[0,1]	win	risk	norm	right	j
Learning	4	708	red	0.73	[0,1]	win	risk	norm	right	j
Learning	5	1376	red	0.61	[0,1]	win	Amb	norm	left	j
Learning	6	1287	red	0.66	[0,1]	win	risk	norm	right	j
Learning	7	897	red	0.62	[0,1]	win	Amb	norm	right	f
Learning	8	1204	red	0.65	[0,1]	win	Amb	norm	left	j
Learning	9	745	red	0.68	[0,1]	win	risk	norm	left	f
Learning	10	707	red	0.68	[0,1]	win	risk	norm	left	f
Learning	11	1226	red	0.66	[0,1]	win	risk	norm	right	j
Learning	12	894	red	0.64	[0,1]	win	Amb	norm	right	f
Learning	13	1407	red	0.66	[0,1]	win	Amb	norm	right	f
Learning	14	896	red	0.68	[0,1]	win	risk	norm	right	j
Learning	15	936	red	0.65	[0,1]	win	Amb	norm	right	f
Learning	1	2407	green	0.5	[0,1]	lose	risk	norm	right	j
Learning	2	942	green	0.38	[0,1]	lose	Amb	norm	right	f
Learning	3	1045	green	0.41	[0,1]	lose	Amb	norm	left	j
Learning	4	1197	green	0.51	[0,1]	lose	Amb	norm	left	j
Learning	5	894	green	0.61	[0,1]	lose	risk	norm	right	j
Learning	6	990	green	0.56	[0,1]	lose	risk	norm	right	j
Learning	7	1041	green	0.49	[0,1]	lose	Amb	norm	left	j
Learning	8	1091	green	0.51	[0,1]	lose	risk	norm	right	j
Learning	9	1256	green	0.48	[0,1]	lose	Amb	norm	left	j
Learning	10	847	green	0.46	[0,1]	lose	Amb	norm	left	j
Learning	11	969	green	0.47	[0,1]	lose	Amb	norm	right	f
Learning	12	1003	green	0.51	[0,1]	lose	Amb	norm	left	j
