Lot_color	dist	percent	value	order
R	wide	0	0	2
R	wide	10	0	2
R	wide	20	3	2
R	wide	30	2	2
R	wide	40	4	2
R	wide	50	9	2
R	wide	60	4	2
R	wide	70	2	2
R	wide	80	1	2
R	wide	90	0	2
R	wide	100	0	2
G	narrow	0	4	1
G	narrow	10	5	1
G	narrow	20	6	1
G	narrow	30	2	1
G	narrow	40	1	1
G	narrow	50	1	1
G	narrow	60	1	1
G	narrow	70	4	1
G	narrow	80	5	1
G	narrow	90	5	1
G	narrow	100	5	1
B	skew	0	0	3
B	skew	10	1	3
B	skew	20	1	3
B	skew	30	0	3
B	skew	40	0	3
B	skew	50	1	3
B	skew	60	2	3
B	skew	70	6	3
B	skew	80	4	3
B	skew	90	3	3
B	skew	100	1	3
