Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	2362	red	0.5	left	narrow	[""left""]	f
Risk	1	2132	red	0.6	left	narrow	[""left""]	f
Risk	2	4047	red	0.4	right	narrow	[""right""]	j
Risk	3	2453	red	0.2	left	narrow	[""left""]	f
Risk	4	1152	red	0.5	left	narrow	[""left""]	f
Risk	5	2165	red	0.5	right	narrow	[""right""]	j
Risk	6	1219	red	0.5	right	narrow	[""right""]	j
Risk	7	1562	red	0.5	right	narrow	[""right""]	j
Risk	8	1335	red	0.6	left	narrow	[""left""]	f
Risk	9	1152	red	0.5	right	narrow	[""right""]	j
Risk	10	1484	red	0.5	right	narrow	[""right""]	j
Risk	11	187	red	0.3	right	narrow	[""left""]	j
Risk	12	1882	red	0.7	right	narrow	[""right""]	j
Risk	13	1104	red	0.5	left	narrow	[""left""]	f
Risk	14	1193	red	0.4	right	narrow	[""right""]	j
Risk	15	893	red	0.6	left	narrow	[""left""]	f
Risk	16	1415	red	0.4	left	narrow	[""left""]	f
Risk	17	1689	red	0.3	right	narrow	[""right""]	j
Risk	18	1017	red	0.5	right	narrow	[""right""]	j
Risk	19	844	red	0.5	right	narrow	[""right""]	j
Risk	20	1181	blue	0.6000000000000001	right	skew	[""right""]	j
Risk	21	996	blue	0.7	right	skew	[""right""]	j
Risk	22	1250	blue	0.6000000000000001	right	skew	[""right""]	j
Risk	23	1032	blue	0.7	left	skew	[""left""]	f
Risk	24	1239	blue	0.8	right	skew	[""left""]	j
Risk	25	1465	blue	0.5	right	skew	[""right""]	j
Risk	26	1160	blue	0.7	right	skew	[""right""]	j
Risk	27	941	blue	0.7	right	skew	[""right""]	j
Risk	28	1439	blue	0.7	right	skew	[""right""]	j
Risk	29	1248	blue	0.7	left	skew	[""left""]	f
Risk	30	1140	blue	0.7	right	skew	[""right""]	j
Risk	31	1031	blue	0.5	right	skew	[""right""]	j
Risk	32	775	blue	0.7	right	skew	[""right""]	j
Risk	33	1324	blue	0.4	left	skew	[""left""]	f
Risk	34	1046	blue	0.7	right	skew	[""right""]	j
Risk	35	956	blue	0.6000000000000001	left	skew	[""left""]	f
Risk	36	1021	blue	0.8	right	skew	[""right""]	j
Risk	37	1044	blue	0.8	left	skew	[""left""]	f
Risk	38	1195	blue	0.8999999999999999	right	skew	[""right""]	j
Risk	39	1038	blue	0.7	right	skew	[""right""]	j
Risk	40	1821	green	0	left	wide	[""right""]	f
Risk	41	1690	green	0.9	left	wide	[""left""]	f
Risk	42	1231	green	0.1	right	wide	[""left""]	j
Risk	43	1707	green	0.2	right	wide	[""left""]	j
Risk	44	1391	green	1	left	wide	[""left""]	f
Risk	45	1265	green	1	right	wide	[""right""]	j
Risk	46	1301	green	0	left	wide	[""left""]	f
Risk	47	1473	green	0.9	left	wide	[""left""]	f
Risk	48	1651	green	0	left	wide	[""right""]	f
Risk	49	1283	green	1	right	wide	[""right""]	j
Risk	50	1412	green	0	right	wide	[""left""]	j
Risk	51	1426	green	0.9	right	wide	[""right""]	j
Risk	52	1472	green	0.7	right	wide	[""right""]	j
Risk	53	1769	green	0.1	right	wide	[""left""]	j
Risk	54	2101	green	0.2	right	wide	[""right""]	j
Risk	55	1470	green	0.8	left	wide	[""left""]	f
Risk	56	1403	green	0.3	left	wide	[""left""]	f
Risk	57	1206	green	0	left	wide	[""right""]	f
Risk	58	1434	green	0.8	left	wide	[""left""]	f
Risk	59	1341	green	0.1	left	wide	[""right""]	f
