Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	2464	blue	0	left	wide	[""right""]	f
Risk	1	631	blue	0	left	wide	[""right""]	f
Risk	2	1307	blue	0.2	left	wide	[""right""]	f
Risk	3	2047	blue	0.8	left	wide	[""left""]	f
Risk	4	1214	blue	0.9	left	wide	[""left""]	f
Risk	5	779	blue	1	left	wide	[""left""]	f
Risk	6	779	blue	0.9	left	wide	[""left""]	f
Risk	7	1349	blue	0.1	left	wide	[""right""]	f
Risk	8	1096	blue	0	left	wide	[""right""]	f
Risk	9	1136	blue	1	right	wide	[""right""]	j
Risk	10	883	blue	0	left	wide	[""right""]	f
Risk	11	940	blue	0.8	right	wide	[""right""]	j
Risk	12	1111	blue	1	left	wide	[""left""]	f
Risk	13	1090	blue	0.1	left	wide	[""right""]	f
Risk	14	1690	blue	0.2	right	wide	[""left""]	j
Risk	15	1240	blue	0.1	right	wide	[""left""]	j
Risk	16	1195	blue	0.7	left	wide	[""left""]	f
Risk	17	956	blue	0.9	right	wide	[""right""]	j
Risk	18	984	blue	0	right	wide	[""left""]	j
Risk	19	1255	blue	0.3	left	wide	[""right""]	f
Risk	20	1342	red	0.2	left	narrow	[""right""]	f
Risk	21	1222	red	0.4	right	narrow	[""right""]	j
Risk	22	1571	red	0.5	left	narrow	[""left""]	f
Risk	23	1553	red	0.5	right	narrow	[""right""]	j
Risk	24	1207	red	0.7	left	narrow	[""left""]	f
Risk	25	878	red	0.5	right	narrow	[""right""]	j
Risk	26	579	red	0.6	left	narrow	[""left""]	f
Risk	27	792	red	0.5	left	narrow	[""left""]	f
Risk	28	759	red	0.5	right	narrow	[""right""]	j
Risk	29	562	red	0.5	right	narrow	[""right""]	j
Risk	30	803	red	0.3	left	narrow	[""right""]	f
Risk	31	551	red	0.5	right	narrow	[""right""]	j
Risk	32	579	red	0.6	right	narrow	[""right""]	j
Risk	33	753	red	0.3	left	narrow	[""right""]	f
Risk	34	1010	red	0.4	right	narrow	[""left""]	j
Risk	35	1094	red	0.5	right	narrow	[""right""]	j
Risk	36	548	red	0.5	right	narrow	[""right""]	j
Risk	37	695	red	0.6	right	narrow	[""right""]	j
Risk	38	963	red	0.4	right	narrow	[""left""]	j
Risk	39	817	red	0.5	left	narrow	[""left""]	f
Risk	40	1192	green	0.7	left	skew	[""left""]	f
Risk	41	409	green	0.8	left	skew	[""left""]	f
Risk	42	758	green	0.5	left	skew	[""left""]	f
Risk	43	830	green	0.7	right	skew	[""right""]	j
Risk	44	786	green	0.7	left	skew	[""left""]	f
Risk	45	1398	green	0.4	right	skew	[""right""]	j
Risk	46	1023	green	0.7	left	skew	[""left""]	f
Risk	47	578	green	0.8999999999999999	left	skew	[""left""]	f
Risk	48	752	green	0.6000000000000001	right	skew	[""right""]	j
Risk	49	712	green	0.5	right	skew	[""right""]	j
Risk	50	543	green	0.7	right	skew	[""right""]	j
Risk	51	423	green	0.6000000000000001	right	skew	[""right""]	j
Risk	52	557	green	0.7	right	skew	[""left""]	j
Risk	53	1111	green	0.7	right	skew	[""right""]	j
Risk	54	543	green	0.8	right	skew	[""right""]	j
Risk	55	358	green	0.8	right	skew	[""right""]	j
Risk	56	915	green	0.6000000000000001	left	skew	[""left""]	f
Risk	57	542	green	0.7	right	skew	[""right""]	j
Risk	58	490	green	0.7	right	skew	[""right""]	j
Risk	59	842	green	0.7	left	skew	[""left""]	f
