Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	3087	green	0.5	left	narrow	[""left""]	f
Risk	1	2103	green	0.5	right	narrow	[""right""]	j
Risk	2	1325	green	0.5	left	narrow	[""left""]	f
Risk	3	1447	green	0.4	left	narrow	[""right""]	f
Risk	4	1023	green	0.3	left	narrow	[""right""]	f
Risk	5	2044	green	0.5	right	narrow	[""right""]	j
Risk	6	786	green	0.5	left	narrow	[""left""]	f
Risk	7	921	green	0.5	right	narrow	[""right""]	j
Risk	8	757	green	0.6	right	narrow	[""right""]	j
Risk	9	1148	green	0.2	right	narrow	[""left""]	j
Risk	10	956	green	0.4	left	narrow	[""right""]	f
Risk	11	745	green	0.5	right	narrow	[""right""]	j
Risk	12	653	green	0.3	left	narrow	[""right""]	f
Risk	13	789	green	0.6	right	narrow	[""right""]	j
Risk	14	574	green	0.7	right	narrow	[""right""]	j
Risk	15	693	green	0.6	right	narrow	[""right""]	j
Risk	16	1127	green	0.5	left	narrow	[""left""]	f
Risk	17	618	green	0.5	left	narrow	[""left""]	f
Risk	18	827	green	0.5	right	narrow	[""right""]	j
Risk	19	604	green	0.4	left	narrow	[""right""]	f
Risk	20	1404	blue	0.7	left	skew	[""left""]	f
Risk	21	544	blue	0.7	left	skew	[""left""]	f
Risk	22	708	blue	0.6000000000000001	right	skew	[""right""]	j
Risk	23	488	blue	0.6000000000000001	right	skew	[""right""]	j
Risk	24	634	blue	0.8999999999999999	left	skew	[""left""]	f
Risk	25	579	blue	0.7	right	skew	[""right""]	j
Risk	26	431	blue	0.7	right	skew	[""right""]	j
Risk	27	1153	blue	0.5	left	skew	[""left""]	f
Risk	28	612	blue	0.7	left	skew	[""left""]	f
Risk	29	639	blue	0.8	right	skew	[""right""]	j
Risk	30	776	blue	0.7	left	skew	[""left""]	f
Risk	31	576	blue	0.7	right	skew	[""right""]	j
Risk	32	473	blue	0.7	left	skew	[""left""]	f
Risk	33	809	blue	0.4	right	skew	[""left""]	j
Risk	34	736	blue	0.8	right	skew	[""right""]	j
Risk	35	561	blue	0.8	right	skew	[""right""]	j
Risk	36	594	blue	0.7	right	skew	[""right""]	j
Risk	37	1086	blue	0.5	left	skew	[""left""]	f
Risk	38	512	blue	0.7	right	skew	[""right""]	j
Risk	39	639	blue	0.6000000000000001	right	skew	[""right""]	j
Risk	40	683	red	0.3	right	wide	[""left""]	j
Risk	41	704	red	0.9	left	wide	[""left""]	f
Risk	42	623	red	0	right	wide	[""left""]	j
Risk	43	577	red	0.2	right	wide	[""left""]	j
Risk	44	597	red	1	left	wide	[""left""]	f
Risk	45	663	red	0.8	left	wide	[""left""]	f
Risk	46	814	red	0.2	right	wide	[""left""]	j
Risk	47	811	red	0	left	wide	[""right""]	f
Risk	48	597	red	0	left	wide	[""right""]	f
Risk	49	622	red	1	right	wide	[""right""]	j
Risk	50	685	red	0	right	wide	[""left""]	j
Risk	51	616	red	0	right	wide	[""left""]	j
Risk	52	692	red	0.1	right	wide	[""left""]	j
Risk	53	599	red	1	right	wide	[""right""]	j
Risk	54	597	red	0.1	left	wide	[""right""]	f
Risk	55	614	red	0.9	right	wide	[""right""]	j
Risk	56	563	red	0.1	left	wide	[""right""]	f
Risk	57	889	red	0.7	left	wide	[""left""]	f
Risk	58	574	red	0.8	left	wide	[""left""]	f
Risk	59	599	red	0.9	left	wide	[""left""]	f
