Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	3302	green	0.5	[0,1]	win	Amb	norm	left	j
Learning	2	1795	green	0.58	[0,1]	win	risk	norm	left	f
Learning	3	842	green	0.54	[0,1]	win	Amb	norm	right	f
Learning	4	922	green	0.57	[0,1]	win	risk	norm	right	j
Learning	5	1092	green	0.55	[0,1]	win	Amb	norm	left	j
Learning	6	1284	green	0.56	[0,1]	win	risk	norm	right	j
Learning	7	1065	green	0.56	[0,1]	win	risk	norm	right	j
Learning	8	619	green	0.56	[0,1]	win	risk	norm	left	f
Learning	9	2241	green	0.55	[0,1]	win	Amb	norm	right	f
Learning	10	761	green	0.57	[0,1]	win	risk	norm	right	j
Learning	11	1035	green	0.55	[0,1]	win	Amb	norm	right	f
Learning	12	925	green	0.56	[0,1]	win	risk	norm	left	f
Learning	13	838	green	0.54	[0,1]	win	Amb	norm	left	j
Learning	14	768	green	0.56	[0,1]	win	risk	norm	left	f
Learning	15	986	green	0.57	[0,1]	win	risk	norm	right	j
Learning	1	2199	blue	0.5	[0,1]	win	Amb	norm	right	f
Learning	2	978	blue	0.59	[0,1]	win	Amb	norm	left	j
Learning	3	832	blue	0.74	[0,1]	win	risk	norm	left	f
Learning	4	835	blue	0.68	[0,1]	win	risk	norm	right	j
Learning	5	969	blue	0.56	[0,1]	win	Amb	norm	right	f
Learning	6	737	blue	0.61	[0,1]	win	risk	norm	right	j
Learning	7	982	blue	0.59	[0,1]	win	Amb	norm	left	j
Learning	8	558	blue	0.6	[0,1]	win	risk	norm	left	f
Learning	9	1079	blue	0.57	[0,1]	win	Amb	norm	right	f
Learning	10	955	blue	0.59	[0,1]	win	Amb	norm	left	j
Learning	11	876	blue	0.61	[0,1]	win	risk	norm	right	j
Learning	12	742	blue	0.61	[0,1]	win	risk	norm	right	j
Learning	13	658	blue	0.61	[0,1]	win	risk	norm	left	f
Learning	14	648	blue	0.61	[0,1]	win	risk	norm	right	j
Learning	15	795	blue	0.59	[0,1]	win	Amb	norm	right	f
Learning	1	1484	red	0.5	[0,1]	win	Amb	norm	left	j
Learning	2	624	red	0.58	[0,1]	win	Amb	norm	right	f
Learning	3	810	red	0.71	[0,1]	win	risk	norm	left	f
Learning	4	872	red	0.63	[0,1]	win	Amb	norm	left	j
Learning	5	883	red	0.68	[0,1]	win	Amb	norm	right	f
Learning	6	656	red	0.75	[0,1]	win	risk	norm	right	j
Learning	7	505	red	0.73	[0,1]	win	risk	norm	right	j
Learning	8	780	red	0.69	[0,1]	win	Amb	norm	right	f
Learning	9	1007	red	0.69	[0,1]	win	Amb	norm	left	j
Learning	10	576	red	0.72	[0,1]	win	risk	norm	left	f
Learning	11	790	red	0.68	[0,1]	win	Amb	norm	right	f
Learning	12	700	red	0.66	[0,1]	win	Amb	norm	right	f
Learning	13	1021	red	0.65	[0,1]	win	Amb	norm	left	j
Learning	14	1059	red	0.68	[0,1]	win	Amb	norm	right	f
Learning	15	907	red	0.68	[0,1]	win	Amb	norm	left	j
Learning	1	3053	green	0.5	[0,1]	lose	Amb	norm	left	j
Learning	2	820	green	0.57	[0,1]	lose	risk	norm	left	f
Learning	3	701	green	0.51	[0,1]	lose	Amb	norm	left	j
Learning	4	848	green	0.55	[0,1]	lose	risk	norm	right	j
Learning	5	892	green	0.54	[0,1]	lose	Amb	norm	left	j
Learning	6	729	green	0.55	[0,1]	lose	risk	norm	left	f
Learning	7	609	green	0.55	[0,1]	lose	risk	norm	left	f
Learning	8	650	green	0.53	[0,1]	lose	Amb	norm	left	j
Learning	9	688	green	0.5	[0,1]	lose	Amb	norm	right	f
Learning	10	578	green	0.51	[0,1]	lose	Amb	norm	right	f
Learning	11	701	green	0.53	[0,1]	lose	Amb	norm	right	f
Learning	12	490	green	0.51	[0,1]	lose	Amb	norm	right	f
Learning	13	769	green	0.53	[0,1]	lose	Amb	norm	left	j
Learning	14	649	green	0.54	[0,1]	lose	Amb	norm	right	f
Learning	15	676	green	0.57	[0,1]	lose	risk	norm	right	j
Learning	1	742	blue	0.5	[0,1]	lose	Amb	norm	right	f
Learning	2	575	blue	0.62	[0,1]	lose	risk	norm	right	j
Learning	3	598	blue	0.55	[0,1]	lose	Amb	norm	right	f
Learning	4	1391	blue	0.58	[0,1]	lose	Amb	norm	left	j
Learning	5	895	blue	0.64	[0,1]	lose	risk	norm	right	j
Learning	6	813	blue	0.61	[0,1]	lose	risk	norm	right	j
Learning	7	780	blue	0.58	[0,1]	lose	Amb	norm	left	j
Learning	8	811	blue	0.56	[0,1]	lose	Amb	norm	left	j
Learning	9	970	blue	0.59	[0,1]	lose	Amb	norm	left	j
Learning	10	745	blue	0.61	[0,1]	lose	risk	norm	right	j
Learning	11	878	blue	0.58	[0,1]	lose	Amb	norm	left	j
Learning	12	613	blue	0.57	[0,1]	lose	Amb	norm	left	j
Learning	13	717	blue	0.57	[0,1]	lose	Amb	norm	left	j
Learning	14	1136	blue	0.59	[0,1]	lose	Amb	norm	left	j
Learning	15	1322	blue	0.59	[0,1]	lose	Amb	norm	right	f
Learning	1	1735	red	0.5	[0,1]	lose	risk	norm	left	f
Learning	2	990	red	0.41	[0,1]	lose	Amb	norm	right	f
Learning	3	729	red	0.43	[0,1]	lose	Amb	norm	right	f
Learning	4	809	red	0.53	[0,1]	lose	Amb	norm	right	f
Learning	5	517	red	0.66	[0,1]	lose	risk	norm	right	j
Learning	6	635	red	0.61	[0,1]	lose	risk	norm	left	f
Learning	7	905	red	0.54	[0,1]	lose	risk	norm	right	j
Learning	8	767	red	0.41	[0,1]	lose	Amb	norm	left	j
Learning	9	969	red	0.48	[0,1]	lose	Amb	norm	right	f
Learning	10	700	red	0.55	[0,1]	lose	risk	norm	left	f
Learning	11	749	red	0.49	[0,1]	lose	Amb	norm	right	f
Learning	12	750	red	0.52	[0,1]	lose	risk	norm	left	f
Learning	13	1048	red	0.5	[0,1]	lose	risk	norm	left	f
Learning	14	625	red	0.48	[0,1]	lose	Amb	norm	left	j
Learning	15	537	red	0.49	[0,1]	lose	Amb	norm	left	j
