Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	3950	blue	0.5	[0,1]	win	Amb	norm	left	j
Learning	2	2802	blue	0.57	[0,1]	win	Amb	norm	left	j
Learning	3	1745	blue	0.73	[0,1]	win	Amb	norm	right	f
Learning	4	927	blue	0.97	[0,1]	win	risk	norm	left	f
Learning	5	759	blue	0.86	[0,1]	win	risk	norm	right	j
Learning	6	738	blue	0.68	[0,1]	win	risk	norm	right	j
Learning	7	1131	blue	0.42	[0,1]	win	Amb	norm	right	f
Learning	8	632	blue	0.55	[0,1]	win	risk	norm	right	j
Learning	9	929	blue	0.47	[0,1]	win	risk	norm	left	f
Learning	10	886	blue	0.37	[0,1]	win	Amb	norm	left	j
Learning	11	926	blue	0.4	[0,1]	win	risk	norm	right	j
Learning	12	989	blue	0.38	[0,1]	win	Amb	norm	left	j
Learning	13	804	blue	0.39	[0,1]	win	Amb	norm	left	j
Learning	14	1059	blue	0.42	[0,1]	win	risk	norm	right	j
Learning	15	819	blue	0.42	[0,1]	win	risk	norm	right	j
Learning	1	1518	red	0.5	[0,1]	win	risk	norm	right	j
Learning	2	743	red	0.38	[0,1]	win	Amb	norm	right	f
Learning	3	1007	red	0.41	[0,1]	win	Amb	norm	left	j
Learning	4	976	red	0.47	[0,1]	win	risk	norm	right	j
Learning	5	1079	red	0.42	[0,1]	win	Amb	norm	left	j
Learning	6	1281	red	0.44	[0,1]	win	Amb	norm	right	f
Learning	7	744	red	0.46	[0,1]	win	risk	norm	right	j
Learning	8	872	red	0.45	[0,1]	win	risk	norm	right	j
Learning	9	661	red	0.44	[0,1]	win	Amb	norm	right	f
Learning	10	1020	red	0.46	[0,1]	win	risk	norm	left	f
Learning	11	746	red	0.44	[0,1]	win	Amb	norm	right	f
Learning	12	1054	red	0.42	[0,1]	win	Amb	norm	left	j
Learning	13	923	red	0.42	[0,1]	win	Amb	norm	right	f
Learning	14	973	red	0.4	[0,1]	win	Amb	norm	left	j
Learning	15	736	red	0.43	[0,1]	win	Amb	norm	right	f
Learning	1	1275	blue	0.5	[0,1]	lose	risk	norm	right	j
Learning	2	920	blue	0.39	[0,1]	lose	risk	norm	right	j
Learning	3	454	blue	0.22	[0,1]	lose	risk	norm	right	j
Learning	4	723	blue	0	[0,1]	lose	Amb	norm	right	f
Learning	5	884	blue	0.09	[0,1]	lose	Amb	norm	left	j
Learning	6	870	blue	0.25	[0,1]	lose	Amb	norm	left	j
Learning	7	978	blue	0.52	[0,1]	lose	risk	norm	right	j
Learning	8	990	blue	0.37	[0,1]	lose	Amb	norm	right	f
