Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	2381	green	0.9	right	wide	[""right""]	j
Risk	1	1534	green	0	left	wide	[""right""]	f
Risk	2	2369	green	0.9	right	wide	[""right""]	j
Risk	3	2722	green	0.1	left	wide	[""right""]	f
Risk	4	1563	green	0.8	right	wide	[""right""]	j
Risk	5	3321	green	0.2	right	wide	[""left""]	j
Risk	6	2145	green	1	right	wide	[""right""]	j
Risk	7	1184	green	0.1	left	wide	[""right""]	f
Risk	8	2441	green	0.7	right	wide	[""left""]	j
Risk	9	1752	green	0.8	left	wide	[""left""]	f
Risk	10	1502	green	0.1	left	wide	[""right""]	f
Risk	11	1183	green	0.2	left	wide	[""right""]	f
Risk	12	1683	green	0.9	left	wide	[""left""]	f
Risk	13	1165	green	1	left	wide	[""left""]	f
Risk	14	1075	green	0	right	wide	[""left""]	j
Risk	15	1052	green	1	left	wide	[""left""]	f
Risk	16	1174	green	0	right	wide	[""left""]	j
Risk	17	903	green	0	right	wide	[""left""]	j
Risk	18	1189	green	0.3	right	wide	[""left""]	j
Risk	19	1454	green	0	left	wide	[""right""]	f
Risk	20	1447	red	0.5	left	narrow	[""right""]	f
Risk	21	1509	red	0.5	left	narrow	[""right""]	f
Risk	22	1861	red	0.4	left	narrow	[""right""]	f
Risk	23	1740	red	0.5	right	narrow	[""left""]	j
Risk	24	1012	red	0.5	left	narrow	[""right""]	f
Risk	25	1099	red	0.5	left	narrow	[""right""]	f
Risk	26	2676	red	0.6	right	narrow	[""left""]	j
Risk	27	1235	red	0.4	right	narrow	[""left""]	j
Risk	28	1124	red	0.5	left	narrow	[""right""]	f
Risk	29	1170	red	0.2	left	narrow	[""right""]	f
Risk	30	938	red	0.3	right	narrow	[""left""]	j
Risk	31	1043	red	0.5	left	narrow	[""right""]	f
Risk	32	1265	red	0.6	right	narrow	[""left""]	j
Risk	33	1706	red	0.3	right	narrow	[""left""]	j
Risk	34	1012	red	0.5	right	narrow	[""left""]	j
Risk	35	666	red	0.5	right	narrow	[""left""]	j
Risk	36	718	red	0.6	right	narrow	[""left""]	j
Risk	37	649	red	0.5	right	narrow	[""left""]	j
Risk	38	2268	red	0.7	right	narrow	[""left""]	j
Risk	39	936	red	0.4	left	narrow	[""right""]	f
Risk	40	2149	blue	0.8	right	skew	[""right""]	j
Risk	41	1333	blue	0.6000000000000001	right	skew	[""left""]	j
Risk	42	707	blue	0.6000000000000001	right	skew	[""left""]	j
Risk	43	1865	blue	0.7	left	skew	[""right""]	f
Risk	44	992	blue	0.7	right	skew	[""left""]	j
Risk	45	777	blue	0.8	left	skew	[""left""]	f
Risk	46	1249	blue	0.7	left	skew	[""right""]	f
Risk	47	1262	blue	0.7	left	skew	[""right""]	f
Risk	48	593	blue	0.7	left	skew	[""right""]	f
Risk	49	485	blue	0.7	left	skew	[""right""]	f
Risk	50	1175	blue	0.8	right	skew	[""right""]	j
Risk	51	648	blue	0.6000000000000001	left	skew	[""right""]	f
Risk	52	1161	blue	0.5	right	skew	[""left""]	j
Risk	53	728	blue	0.4	right	skew	[""left""]	j
Risk	54	796	blue	0.8999999999999999	left	skew	[""right""]	f
Risk	55	1323	blue	0.7	right	skew	[""left""]	j
Risk	56	1129	blue	0.7	left	skew	[""right""]	f
Risk	57	703	blue	0.7	left	skew	[""right""]	f
Risk	58	537	blue	0.7	left	skew	[""right""]	f
Risk	59	883	blue	0.5	left	skew	[""right""]	f
