Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	1958	blue	0.5	[0,1]	win	Amb	norm	right	f
Learning	2	2344	blue	0.6	[0,1]	win	Amb	norm	right	f
Learning	3	1205	blue	0.72	[0,1]	win	risk	norm	left	f
Learning	4	863	blue	0.66	[0,1]	win	Amb	norm	left	j
Learning	5	1690	blue	0.68	[0,1]	win	Amb	norm	left	j
Learning	6	728	blue	0.75	[0,1]	win	risk	norm	left	f
Learning	7	662	blue	0.73	[0,1]	win	risk	norm	left	f
Learning	8	1041	blue	0.69	[0,1]	win	Amb	norm	right	f
Learning	9	928	blue	0.7	[0,1]	win	risk	norm	right	j
Learning	10	750	blue	0.69	[0,1]	win	Amb	norm	right	f
Learning	11	879	blue	0.7	[0,1]	win	risk	norm	left	f
Learning	12	906	blue	0.68	[0,1]	win	Amb	norm	left	j
Learning	13	1569	blue	0.69	[0,1]	win	Amb	norm	right	f
Learning	14	2518	blue	0.68	[0,1]	win	Amb	norm	right	f
Learning	15	1160	blue	0.65	[0,1]	win	Amb	norm	left	j
Learning	1	2896	red	0.5	[0,1]	lose	risk	norm	left	f
Learning	2	1777	red	0.39	[0,1]	lose	Amb	norm	left	j
Learning	3	4357	red	0.44	[0,1]	lose	Amb	norm	right	f
Learning	4	1614	red	0.53	[0,1]	lose	risk	norm	right	j
Learning	5	1599	red	0.49	[0,1]	lose	risk	norm	left	f
Learning	6	737	red	0.44	[0,1]	lose	risk	norm	left	f
Learning	7	797	red	0.34	[0,1]	lose	Amb	norm	left	j
Learning	8	752	red	0.38	[0,1]	lose	Amb	norm	left	j
Learning	9	1278	red	0.44	[0,1]	lose	risk	norm	right	j
Learning	10	1468	red	0.4	[0,1]	lose	risk	norm	left	f
Learning	11	1365	red	0.34	[0,1]	lose	Amb	norm	right	f
Learning	12	765	red	0.36	[0,1]	lose	Amb	norm	right	f
Learning	13	656	red	0.39	[0,1]	lose	Amb	norm	right	f
Learning	14	740	red	0.44	[0,1]	lose	risk	norm	right	j
Learning	15	668	red	0.41	[0,1]	lose	risk	norm	right	j
Learning	1	NA	green	0.5	[0,1]	lose	Amb	norm	right	
Learning	2	1837	green	0.61	[0,1]	lose	risk	norm	left	f
Learning	3	1979	green	0.55	[0,1]	lose	risk	norm	right	j
Learning	4	1887	green	0.46	[0,1]	lose	Amb	norm	right	f
Learning	5	1436	green	0.47	[0,1]	lose	Amb	norm	left	j
Learning	6	850	green	0.5	[0,1]	lose	risk	norm	left	f
Learning	7	862	green	0.47	[0,1]	lose	Amb	norm	left	j
Learning	8	1721	green	0.5	[0,1]	lose	Amb	norm	right	f
Learning	9	819	green	0.5	[0,1]	lose	Amb	norm	right	f
Learning	10	1515	green	0.51	[0,1]	lose	risk	norm	right	j
Learning	11	848	green	0.48	[0,1]	lose	Amb	norm	right	f
Learning	12	1065	green	0.5	[0,1]	lose	risk	norm	left	f
Learning	13	968	green	0.49	[0,1]	lose	Amb	norm	right	f
Learning	14	890	green	0.46	[0,1]	lose	Amb	norm	left	j
Learning	15	818	green	0.44	[0,1]	lose	Amb	norm	left	j
Learning	1	1607	blue	0.5	[0,1]	lose	risk	norm	right	j
Learning	2	2052	blue	0.38	[0,1]	lose	Amb	norm	left	j
Learning	3	870	blue	0.4	[0,1]	lose	Amb	norm	left	j
Learning	4	1123	blue	0.49	[0,1]	lose	Amb	norm	right	f
Learning	5	1238	blue	0.59	[0,1]	lose	risk	norm	left	f
Learning	6	665	blue	0.53	[0,1]	lose	risk	norm	left	f
Learning	7	962	blue	0.44	[0,1]	lose	Amb	norm	right	f
Learning	8	1378	blue	0.47	[0,1]	lose	Amb	norm	left	j
Learning	9	1129	blue	0.53	[0,1]	lose	risk	norm	right	j
Learning	10	1634	blue	0.49	[0,1]	lose	Amb	norm	right	f
Learning	11	920	blue	0.51	[0,1]	lose	risk	norm	right	j
Learning	12	926	blue	0.48	[0,1]	lose	Amb	norm	left	j
Learning	13	1087	blue	0.49	[0,1]	lose	risk	norm	right	j
Learning	14	2039	blue	0.49	[0,1]	lose	risk	norm	right	j
Learning	15	1641	blue	0.48	[0,1]	lose	Amb	norm	left	j
Learning	1	2287	green	0.5	[0,1]	win	risk	norm	left	f
Learning	2	1862	green	0.41	[0,1]	win	Amb	norm	right	f
Learning	3	2103	green	0.43	[0,1]	win	Amb	norm	right	f
Learning	4	1144	green	0.51	[0,1]	win	Amb	norm	right	f
Learning	5	1335	green	0.61	[0,1]	win	risk	norm	left	f
Learning	6	1223	green	0.53	[0,1]	win	Amb	norm	left	j
Learning	7	1564	green	0.54	[0,1]	win	Amb	norm	right	f
Learning	8	1149	green	0.58	[0,1]	win	risk	norm	right	j
Learning	9	1181	green	0.54	[0,1]	win	Amb	norm	right	f
Learning	10	1038	green	0.57	[0,1]	win	risk	norm	right	j
Learning	11	1309	green	0.55	[0,1]	win	Amb	norm	left	j
Learning	12	1590	green	0.53	[0,1]	win	Amb	norm	right	f
Learning	13	1035	green	0.55	[0,1]	win	Amb	norm	left	j
Learning	14	1176	green	0.55	[0,1]	win	Amb	norm	right	f
Learning	15	949	green	0.56	[0,1]	win	Amb	norm	left	j
Learning	1	2893	red	0.5	[0,1]	win	risk	norm	right	j
Learning	2	1628	red	0.38	[0,1]	win	Amb	norm	left	j
Learning	3	1356	red	0.4	[0,1]	win	Amb	norm	left	j
Learning	4	830	red	0.5	[0,1]	win	risk	norm	left	f
Learning	5	1111	red	0.47	[0,1]	win	Amb	norm	right	f
Learning	6	956	red	0.5	[0,1]	win	risk	norm	right	j
Learning	7	868	red	0.48	[0,1]	win	Amb	norm	right	f
Learning	8	1060	red	0.46	[0,1]	win	Amb	norm	left	j
Learning	9	1107	red	0.44	[0,1]	win	Amb	norm	left	j
Learning	10	1059	red	0.45	[0,1]	win	Amb	norm	right	f
Learning	11	1377	red	0.49	[0,1]	win	Amb	norm	right	f
Learning	12	784	red	0.49	[0,1]	win	Amb	norm	right	f
Learning	13	985	red	0.52	[0,1]	win	risk	norm	left	f
Learning	14	929	red	0.49	[0,1]	win	Amb	norm	right	f
Learning	15	873	red	0.51	[0,1]	win	risk	norm	left	f
