Lot_color	dist	percent	value	order
R	narrow	0	1	1
R	narrow	10	2	1
R	narrow	20	2	1
R	narrow	30	6	1
R	narrow	40	7	1
R	narrow	50	7	1
R	narrow	60	8	1
R	narrow	70	9	1
R	narrow	80	9	1
R	narrow	90	0	1
R	narrow	100	0	1
G	skew	0	7	2
G	skew	10	9	2
G	skew	20	7	2
G	skew	30	5	2
G	skew	40	7	2
G	skew	50	9	2
G	skew	60	8	2
G	skew	70	7	2
G	skew	80	8	2
G	skew	90	9	2
G	skew	100	8	2
B	wide	0	9	3
B	wide	10	9	3
B	wide	20	7	3
B	wide	30	6	3
B	wide	40	8	3
B	wide	50	8	3
B	wide	60	9	3
B	wide	70	87	3
B	wide	80	67	3
B	wide	90	8	3
B	wide	100	8	3
