Blocktype	tnum	rt	color	winprob	Amb	choice	dist	side	response
Ambiguity	0	2066	red	0.5	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	1	1098	red	0.6	[0.25,0.75]	risk	skew	right	j
Ambiguity	2	1617	red	0.56	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	3	1658	red	0.58	[0.25,0.75]	risk	skew	right	j
Ambiguity	4	1575	red	0.58	[0.25,0.75]	risk	skew	right	j
Ambiguity	5	928	red	0.54	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	6	1561	red	0.54	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	7	1921	red	0.56	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	8	1015	red	0.58	[0.25,0.75]	risk	skew	right	j
Ambiguity	9	1038	red	0.56	[0.25,0.75]	risk	skew	right	j
Ambiguity	10	1153	red	0.54	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	11	994	red	0.57	[0.25,0.75]	risk	skew	right	j
Ambiguity	12	1293	red	0.58	[0.25,0.75]	risk	skew	right	j
Ambiguity	13	929	red	0.58	[0.25,0.75]	risk	skew	left	f
Ambiguity	14	1272	red	0.57	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	15	938	red	0.5	[0,1]	risk	skew	right	j
Ambiguity	16	1413	red	0.4	[0,1]	Ambiguous	skew	right	f
Ambiguity	17	821	red	0.42	[0,1]	Ambiguous	skew	right	f
Ambiguity	18	1380	red	0.51	[0,1]	risk	skew	left	f
Ambiguity	19	1497	red	0.48	[0,1]	Ambiguous	skew	right	f
Ambiguity	20	805	red	0.5	[0,1]	risk	skew	right	j
Ambiguity	21	1001	red	0.48	[0,1]	Ambiguous	skew	right	f
Ambiguity	22	784	red	0.45	[0,1]	Ambiguous	skew	right	f
Ambiguity	23	884	red	0.45	[0,1]	Ambiguous	skew	right	f
Ambiguity	24	638	red	0.44	[0,1]	Ambiguous	skew	right	f
Ambiguity	25	630	red	0.47	[0,1]	risk	skew	right	j
Ambiguity	26	1383	red	0.46	[0,1]	Ambiguous	skew	left	j
Ambiguity	27	1345	red	0.43	[0,1]	Ambiguous	skew	right	f
Ambiguity	28	913	red	0.45	[0,1]	Ambiguous	skew	left	j
Ambiguity	29	1246	red	0.46	[0,1]	Ambiguous	skew	left	j
Ambiguity	30	1602	green	0.5	[0.25,0.75]	risk	narrow	right	j
Ambiguity	31	976	green	0.38	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	32	1287	green	0.41	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	33	1080	green	0.51	[0.25,0.75]	risk	narrow	left	f
Ambiguity	34	925	green	0.45	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	35	1053	green	0.49	[0.25,0.75]	risk	narrow	right	j
Ambiguity	36	1042	green	0.47	[0.25,0.75]	risk	narrow	left	f
Ambiguity	37	772	green	0.45	[0.25,0.75]	risk	narrow	left	f
Ambiguity	38	889	green	0.42	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	39	1132	green	0.4	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	40	1110	green	0.41	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	41	816	green	0.44	[0.25,0.75]	risk	narrow	right	j
Ambiguity	42	1191	green	0.44	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	43	1120	green	0.46	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	44	1043	green	0.48	[0.25,0.75]	risk	narrow	right	j
Ambiguity	45	1132	green	0.5	[0,1]	risk	narrow	left	f
Ambiguity	46	743	green	0.4	[0,1]	Ambiguous	narrow	left	j
Ambiguity	47	906	green	0.42	[0,1]	Ambiguous	narrow	right	f
Ambiguity	48	1013	green	0.46	[0,1]	Ambiguous	narrow	left	j
Ambiguity	49	660	green	0.54	[0,1]	risk	narrow	right	j
Ambiguity	50	641	green	0.47	[0,1]	risk	narrow	right	j
Ambiguity	51	840	green	0.37	[0,1]	Ambiguous	narrow	left	j
Ambiguity	52	984	green	0.42	[0,1]	Ambiguous	narrow	left	j
Ambiguity	53	812	green	0.48	[0,1]	risk	narrow	left	f
Ambiguity	54	1029	green	0.45	[0,1]	risk	narrow	right	j
Ambiguity	55	871	green	0.39	[0,1]	Ambiguous	narrow	left	j
Ambiguity	56	848	green	0.39	[0,1]	risk	narrow	right	j
Ambiguity	57	745	green	0.37	[0,1]	Ambiguous	narrow	right	f
Ambiguity	58	977	green	0.35	[0,1]	Ambiguous	narrow	left	j
Ambiguity	59	740	green	0.36	[0,1]	Ambiguous	narrow	left	j
Ambiguity	60	1386	blue	0.5	[0.25,0.75]	risk	wide	left	f
Ambiguity	61	1026	blue	0.38	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	62	2266	blue	0.4	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	63	1784	blue	0.47	[0.25,0.75]	risk	wide	left	f
Ambiguity	64	997	blue	0.43	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	65	1766	blue	0.47	[0.25,0.75]	risk	wide	right	j
Ambiguity	66	1714	blue	0.44	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	67	1729	blue	0.42	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	68	860	blue	0.44	[0.25,0.75]	risk	wide	right	j
Ambiguity	69	1444	blue	0.45	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	70	1305	blue	0.47	[0.25,0.75]	risk	wide	left	f
Ambiguity	71	671	blue	0.47	[0.25,0.75]	risk	wide	left	f
Ambiguity	72	545	blue	0.48	[0.25,0.75]	risk	wide	left	f
Ambiguity	73	800	blue	0.47	[0.25,0.75]	risk	wide	right	j
Ambiguity	74	1187	blue	0.45	[0.25,0.75]	risk	wide	right	j
Ambiguity	75	761	blue	0.5	[0,1]	risk	wide	left	f
Ambiguity	76	1688	blue	0.41	[0,1]	Ambiguous	wide	right	f
Ambiguity	77	875	blue	0.48	[0,1]	Ambiguous	wide	left	j
Ambiguity	78	1100	blue	0.54	[0,1]	risk	wide	right	j
Ambiguity	79	875	blue	0.51	[0,1]	Ambiguous	wide	right	f
Ambiguity	80	734	blue	0.53	[0,1]	risk	wide	right	j
Ambiguity	81	623	blue	0.5	[0,1]	risk	wide	right	j
Ambiguity	82	920	blue	0.49	[0,1]	Ambiguous	wide	right	f
Ambiguity	83	1489	blue	0.5	[0,1]	risk	wide	left	f
Ambiguity	84	747	blue	0.49	[0,1]	Ambiguous	wide	left	j
Ambiguity	85	1160	blue	0.47	[0,1]	Ambiguous	wide	right	f
Ambiguity	86	1120	blue	0.45	[0,1]	risk	wide	right	j
Ambiguity	87	977	blue	0.46	[0,1]	Ambiguous	wide	left	j
Ambiguity	88	1160	blue	0.48	[0,1]	Ambiguous	wide	right	f
Ambiguity	89	473	blue	0.49	[0,1]	risk	wide	right	j
