Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	3469	green	0.5	[0,1]	win	risk	norm	right	j
Learning	2	2236	green	0.41	[0,1]	win	Amb	norm	right	f
Learning	3	1819	green	0.47	[0,1]	win	Amb	norm	right	f
Learning	4	525	green	0.54	[0,1]	win	risk	norm	right	j
Learning	5	998	green	0.48	[0,1]	win	Amb	norm	left	j
Learning	6	1165	green	0.49	[0,1]	win	risk	norm	right	j
Learning	7	1028	green	0.48	[0,1]	win	Amb	norm	left	j
Learning	8	1688	green	0.45	[0,1]	win	Amb	norm	left	j
Learning	9	730	green	0.45	[0,1]	win	Amb	norm	left	j
Learning	10	619	green	0.46	[0,1]	win	Amb	norm	left	j
Learning	11	564	green	0.45	[0,1]	win	Amb	norm	right	f
Learning	12	1196	green	0.47	[0,1]	win	Amb	norm	left	j
Learning	13	508	green	0.52	[0,1]	win	risk	norm	left	f
Learning	14	654	green	0.5	[0,1]	win	risk	norm	left	f
Learning	15	1612	green	0.46	[0,1]	win	Amb	norm	right	f
Learning	1	1240	green	0.5	[0,1]	lose	risk	norm	right	j
Learning	2	1544	green	0.4	[0,1]	lose	Amb	norm	left	j
Learning	3	1281	green	0.47	[0,1]	lose	Amb	norm	right	f
Learning	4	939	green	0.55	[0,1]	lose	risk	norm	right	j
Learning	5	627	green	0.52	[0,1]	lose	risk	norm	left	f
Learning	6	662	green	0.47	[0,1]	lose	Amb	norm	left	j
Learning	7	790	green	0.5	[0,1]	lose	risk	norm	right	j
Learning	8	800	green	0.5	[0,1]	lose	risk	norm	right	j
Learning	9	1623	green	0.48	[0,1]	lose	Amb	norm	right	f
Learning	10	1373	green	0.49	[0,1]	lose	risk	norm	left	f
Learning	11	1826	green	0.47	[0,1]	lose	risk	norm	right	j
Learning	12	1312	green	0.46	[0,1]	lose	risk	norm	left	f
Learning	13	905	green	0.43	[0,1]	lose	Amb	norm	left	j
Learning	14	1325	green	0.44	[0,1]	lose	Amb	norm	right	f
Learning	15	906	green	0.44	[0,1]	lose	Amb	norm	left	j
Learning	1	2399	blue	0.5	[0,1]	win	risk	norm	right	j
Learning	2	853	blue	0.39	[0,1]	win	Amb	norm	left	j
Learning	3	827	blue	0.42	[0,1]	win	Amb	norm	left	j
Learning	4	673	blue	0.48	[0,1]	win	Amb	norm	right	f
Learning	5	832	blue	0.59	[0,1]	win	risk	norm	right	j
Learning	6	1313	blue	0.51	[0,1]	win	Amb	norm	right	f
Learning	7	713	blue	0.56	[0,1]	win	risk	norm	right	j
Learning	8	684	blue	0.55	[0,1]	win	risk	norm	left	f
Learning	9	736	blue	0.53	[0,1]	win	Amb	norm	left	j
Learning	10	811	blue	0.53	[0,1]	win	Amb	norm	left	j
Learning	11	905	blue	0.53	[0,1]	win	Amb	norm	right	f
Learning	12	1225	blue	0.52	[0,1]	win	Amb	norm	right	f
Learning	13	655	blue	0.57	[0,1]	win	risk	norm	right	j
Learning	14	749	blue	0.56	[0,1]	win	risk	norm	left	f
Learning	15	1149	blue	0.54	[0,1]	win	Amb	norm	right	f
Learning	1	985	blue	0.5	[0,1]	lose	risk	norm	left	f
Learning	2	709	blue	0.41	[0,1]	lose	risk	norm	right	j
Learning	3	682	blue	0.24	[0,1]	lose	Amb	norm	left	j
Learning	4	771	blue	0.34	[0,1]	lose	Amb	norm	right	f
Learning	5	769	blue	0.44	[0,1]	lose	Amb	norm	left	j
Learning	6	876	blue	0.62	[0,1]	lose	risk	norm	left	f
