Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	NA	red	1	none	wide	[""left""]	
Risk	1	1549	red	0.9	left	wide	[""left""]	f
Risk	2	2193	red	0	left	wide	[""right""]	f
Risk	3	1956	red	1	right	wide	[""right""]	j
Risk	4	1243	red	0.9	left	wide	[""left""]	f
Risk	5	1707	red	0.7	right	wide	[""right""]	j
Risk	6	1333	red	1	left	wide	[""left""]	f
Risk	7	2395	red	0	left	wide	[""right""]	f
Risk	8	1492	red	0.1	left	wide	[""right""]	f
Risk	9	1275	red	0.3	left	wide	[""right""]	f
Risk	10	1230	red	0.8	right	wide	[""right""]	j
Risk	11	1140	red	0.1	left	wide	[""right""]	f
Risk	12	1077	red	0	left	wide	[""right""]	f
Risk	13	1729	red	0.1	left	wide	[""right""]	f
Risk	14	2194	red	0.2	right	wide	[""left""]	j
Risk	15	1237	red	0.8	left	wide	[""left""]	f
Risk	16	1356	red	0.2	right	wide	[""left""]	j
Risk	17	1105	red	0.9	left	wide	[""right""]	f
Risk	18	1367	red	0	right	wide	[""left""]	j
Risk	19	1278	red	0	left	wide	[""right""]	f
Risk	20	1325	blue	0.3	left	narrow	[""right""]	f
Risk	21	1506	blue	0.5	left	narrow	[""right""]	f
Risk	22	2125	blue	0.5	left	narrow	[""right""]	f
Risk	23	3285	blue	0.5	right	narrow	[""left""]	j
Risk	24	2161	blue	0.5	left	narrow	[""right""]	f
Risk	25	1419	blue	0.7	right	narrow	[""right""]	j
Risk	26	2362	blue	0.5	right	narrow	[""left""]	j
Risk	27	1359	blue	0.3	left	narrow	[""right""]	f
Risk	28	1369	blue	0.4	left	narrow	[""right""]	f
Risk	29	1295	blue	0.6	right	narrow	[""right""]	j
Risk	30	966	blue	0.6	right	narrow	[""right""]	j
Risk	31	1441	blue	0.5	right	narrow	[""left""]	j
Risk	32	1114	blue	0.4	right	narrow	[""left""]	j
Risk	33	1758	blue	0.6	right	narrow	[""right""]	j
Risk	34	1107	blue	0.4	left	narrow	[""left""]	f
Risk	35	1560	blue	0.5	left	narrow	[""right""]	f
Risk	36	1318	blue	0.2	left	narrow	[""left""]	f
Risk	37	2295	blue	0.5	left	narrow	[""right""]	f
Risk	38	1493	blue	0.5	right	narrow	[""left""]	j
Risk	39	1254	blue	0.5	right	narrow	[""left""]	j
Risk	40	1551	green	0.6000000000000001	right	skew	[""right""]	j
Risk	41	1118	green	0.4	left	skew	[""left""]	f
Risk	42	1522	green	0.5	left	skew	[""right""]	f
Risk	43	1207	green	0.7	right	skew	[""left""]	j
Risk	44	1039	green	0.8	right	skew	[""right""]	j
Risk	45	1278	green	0.8	right	skew	[""right""]	j
Risk	46	1117	green	0.8	left	skew	[""left""]	f
Risk	47	1327	green	0.7	left	skew	[""left""]	f
Risk	48	1149	green	0.7	left	skew	[""left""]	f
Risk	49	1018	green	0.7	left	skew	[""left""]	f
Risk	50	1084	green	0.6000000000000001	left	skew	[""left""]	f
Risk	51	1085	green	0.7	right	skew	[""right""]	j
Risk	52	1158	green	0.7	left	skew	[""left""]	f
Risk	53	980	green	0.7	left	skew	[""left""]	f
Risk	54	939	green	0.7	right	skew	[""right""]	j
Risk	55	802	green	0.7	right	skew	[""right""]	j
Risk	56	799	green	0.7	left	skew	[""left""]	f
Risk	57	1219	green	0.5	right	skew	[""left""]	j
Risk	58	931	green	0.6000000000000001	left	skew	[""left""]	f
Risk	59	1137	green	0.8999999999999999	left	skew	[""left""]	f
