Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	2202	red	0.5	[0,1]	win	Amb	norm	left	j
Learning	2	1616	red	0.57	[0,1]	win	Amb	norm	right	f
Learning	3	967	red	0.72	[0,1]	win	risk	norm	left	f
Learning	4	857	red	0.64	[0,1]	win	Amb	norm	left	j
Learning	5	1449	red	0.69	[0,1]	win	Amb	norm	right	f
Learning	6	669	red	0.72	[0,1]	win	risk	norm	left	f
Learning	7	1088	red	0.7	[0,1]	win	risk	norm	right	j
Learning	8	1226	red	0.65	[0,1]	win	Amb	norm	left	j
Learning	9	758	red	0.65	[0,1]	win	Amb	norm	left	j
Learning	10	712	red	0.65	[0,1]	win	Amb	norm	left	j
Learning	11	1206	red	0.67	[0,1]	win	Amb	norm	left	j
Learning	12	634	red	0.76	[0,1]	win	risk	norm	left	f
Learning	13	887	red	0.7	[0,1]	win	risk	norm	left	f
Learning	14	718	red	0.65	[0,1]	win	Amb	norm	left	j
Learning	15	1093	red	0.69	[0,1]	win	Amb	norm	right	f
Learning	1	1121	blue	0.5	[0,1]	lose	risk	norm	right	j
Learning	2	906	blue	0.41	[0,1]	lose	risk	norm	left	f
Learning	3	939	blue	0.26	[0,1]	lose	Amb	norm	right	f
Learning	4	874	blue	0.32	[0,1]	lose	Amb	norm	right	f
Learning	5	938	blue	0.42	[0,1]	lose	risk	norm	right	j
Learning	6	1006	blue	0.36	[0,1]	lose	Amb	norm	left	j
Learning	7	768	blue	0.38	[0,1]	lose	Amb	norm	left	j
Learning	8	932	blue	0.44	[0,1]	lose	risk	norm	right	j
Learning	9	953	blue	0.42	[0,1]	lose	Amb	norm	left	j
Learning	10	1056	blue	0.45	[0,1]	lose	Amb	norm	left	j
Learning	11	769	blue	0.48	[0,1]	lose	risk	norm	right	j
Learning	12	934	blue	0.48	[0,1]	lose	risk	norm	right	j
Learning	13	720	blue	0.48	[0,1]	lose	risk	norm	right	j
Learning	14	988	blue	0.44	[0,1]	lose	Amb	norm	right	f
Learning	15	760	blue	0.44	[0,1]	lose	Amb	norm	right	f
Learning	1	1014	blue	0.5	[0,1]	win	risk	norm	right	j
Learning	2	760	blue	0.41	[0,1]	win	Amb	norm	right	f
Learning	3	690	blue	0.48	[0,1]	win	risk	norm	right	j
Learning	4	915	blue	0.46	[0,1]	win	risk	norm	left	f
Learning	5	815	blue	0.42	[0,1]	win	Amb	norm	left	j
Learning	6	719	blue	0.41	[0,1]	win	Amb	norm	right	f
Learning	7	729	blue	0.41	[0,1]	win	Amb	norm	left	j
Learning	8	1073	blue	0.44	[0,1]	win	Amb	norm	right	f
Learning	9	787	blue	0.47	[0,1]	win	risk	norm	left	f
Learning	10	733	blue	0.42	[0,1]	win	Amb	norm	right	f
Learning	11	813	blue	0.42	[0,1]	win	Amb	norm	right	f
Learning	12	680	blue	0.41	[0,1]	win	Amb	norm	right	f
Learning	13	799	blue	0.42	[0,1]	win	Amb	norm	left	j
Learning	14	907	blue	0.47	[0,1]	win	Amb	norm	left	j
Learning	15	770	blue	0.54	[0,1]	win	risk	norm	right	j
Learning	1	1293	green	0.5	[0,1]	win	Amb	norm	left	j
Learning	2	631	green	0.62	[0,1]	win	risk	norm	right	j
Learning	3	578	green	0.55	[0,1]	win	risk	norm	right	j
Learning	4	951	green	0.49	[0,1]	win	Amb	norm	left	j
Learning	5	578	green	0.55	[0,1]	win	risk	norm	right	j
Learning	6	953	green	0.51	[0,1]	win	Amb	norm	right	f
Learning	7	579	green	0.49	[0,1]	win	Amb	norm	right	f
Learning	8	795	green	0.48	[0,1]	win	Amb	norm	left	j
Learning	9	749	green	0.48	[0,1]	win	Amb	norm	left	j
Learning	10	1230	green	0.5	[0,1]	win	Amb	norm	right	f
Learning	11	639	green	0.56	[0,1]	win	risk	norm	right	j
Learning	12	821	green	0.52	[0,1]	win	risk	norm	left	f
Learning	13	648	green	0.47	[0,1]	win	Amb	norm	left	j
Learning	14	693	green	0.5	[0,1]	win	risk	norm	right	j
Learning	15	870	green	0.5	[0,1]	win	Amb	norm	left	j
Learning	1	1181	red	0.5	[0,1]	lose	risk	norm	right	j
Learning	2	896	red	0.38	[0,1]	lose	Amb	norm	left	j
Learning	3	971	red	0.43	[0,1]	lose	risk	norm	left	f
Learning	4	871	red	0.38	[0,1]	lose	Amb	norm	right	f
Learning	5	998	red	0.41	[0,1]	lose	Amb	norm	right	f
Learning	6	895	red	0.42	[0,1]	lose	Amb	norm	left	j
Learning	7	832	red	0.45	[0,1]	lose	Amb	norm	left	j
Learning	8	723	red	0.47	[0,1]	lose	Amb	norm	left	j
Learning	9	625	red	0.5	[0,1]	lose	risk	norm	right	j
Learning	10	670	red	0.45	[0,1]	lose	Amb	norm	right	f
Learning	11	761	red	0.44	[0,1]	lose	Amb	norm	left	j
Learning	12	612	red	0.46	[0,1]	lose	Amb	norm	right	f
Learning	13	843	red	0.51	[0,1]	lose	risk	norm	right	j
Learning	14	667	red	0.48	[0,1]	lose	Amb	norm	right	f
Learning	15	1001	red	0.49	[0,1]	lose	Amb	norm	left	j
Learning	1	1069	green	0.5	[0,1]	lose	risk	norm	left	f
Learning	2	900	green	0.39	[0,1]	lose	Amb	norm	right	f
Learning	3	1403	green	0.42	[0,1]	lose	risk	norm	left	f
Learning	4	1023	green	0.39	[0,1]	lose	Amb	norm	right	f
Learning	5	988	green	0.41	[0,1]	lose	risk	norm	right	j
Learning	6	770	green	0.41	[0,1]	lose	risk	norm	left	f
Learning	7	828	green	0.39	[0,1]	lose	Amb	norm	left	j
Learning	8	794	green	0.41	[0,1]	lose	risk	norm	right	j
Learning	9	865	green	0.39	[0,1]	lose	Amb	norm	left	j
Learning	10	895	green	0.4	[0,1]	lose	risk	norm	left	f
Learning	11	632	green	0.41	[0,1]	lose	risk	norm	left	f
Learning	12	642	green	0.41	[0,1]	lose	risk	norm	right	j
Learning	13	476	green	0.41	[0,1]	lose	risk	norm	right	j
Learning	14	445	green	0.41	[0,1]	lose	risk	norm	right	j
Learning	15	450	green	0.41	[0,1]	lose	risk	norm	right	j
