Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	1670	blue	0.5	[0,1]	win	risk	norm	right	j
Learning	2	1396	blue	0.39	[0,1]	win	Amb	norm	right	f
Learning	3	1936	blue	0.41	[0,1]	win	Amb	norm	right	f
Learning	4	1257	blue	0.49	[0,1]	win	Amb	norm	left	j
Learning	5	1901	blue	0.6	[0,1]	win	Amb	norm	right	f
Learning	6	1108	blue	0.77	[0,1]	win	risk	norm	right	j
Learning	7	1430	blue	0.7	[0,1]	win	risk	norm	left	f
Learning	8	1086	blue	0.56	[0,1]	win	risk	norm	left	f
Learning	9	872	blue	0.38	[0,1]	win	Amb	norm	left	j
Learning	10	1278	blue	0.48	[0,1]	win	Amb	norm	left	j
Learning	11	1226	blue	0.64	[0,1]	win	risk	norm	left	f
Learning	12	1066	blue	0.57	[0,1]	win	risk	norm	left	f
Learning	13	1042	blue	0.47	[0,1]	win	Amb	norm	left	j
Learning	14	1192	blue	0.52	[0,1]	win	risk	norm	right	j
Learning	15	1440	blue	0.49	[0,1]	win	Amb	norm	left	j
Learning	1	1787	green	0.5	[0,1]	win	Amb	norm	right	f
Learning	2	1468	green	0.57	[0,1]	win	risk	norm	left	f
Learning	3	811	green	0.52	[0,1]	win	risk	norm	right	j
Learning	4	1019	green	0.42	[0,1]	win	Amb	norm	right	f
Learning	5	1485	green	0.48	[0,1]	win	Amb	norm	left	j
Learning	6	1061	green	0.53	[0,1]	win	risk	norm	right	j
Learning	7	876	green	0.5	[0,1]	win	risk	norm	left	f
Learning	8	896	green	0.45	[0,1]	win	Amb	norm	left	j
Learning	9	913	green	0.49	[0,1]	win	Amb	norm	right	f
Learning	10	737	green	0.52	[0,1]	win	risk	norm	left	f
Learning	11	971	green	0.5	[0,1]	win	risk	norm	right	j
Learning	12	900	green	0.49	[0,1]	win	Amb	norm	right	f
Learning	13	628	green	0.52	[0,1]	win	risk	norm	left	f
Learning	14	832	green	0.49	[0,1]	win	Amb	norm	left	j
Learning	15	942	green	0.49	[0,1]	win	Amb	norm	left	j
Learning	1	1286	red	0.5	[0,1]	lose	risk	norm	left	f
Learning	2	1078	red	0.4	[0,1]	lose	Amb	norm	left	j
Learning	3	1692	red	0.42	[0,1]	lose	Amb	norm	left	j
