Blocktype	tnum	rt	color	winprob	Amb	choice	dist	side	response
Ambiguity	0	2328	red	0.5	[0.25,0.75]	risk	skew	right	j
Ambiguity	1	1654	red	0.38	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	2	1174	red	0.43	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	3	858	red	0.48	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	4	843	red	0.59	[0.25,0.75]	risk	skew	right	j
Ambiguity	5	919	red	0.52	[0.25,0.75]	risk	skew	right	j
Ambiguity	6	2688	red	0.43	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	7	1437	red	0.45	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	8	696	red	0.52	[0.25,0.75]	risk	skew	right	j
Ambiguity	9	889	red	0.47	[0.25,0.75]	risk	skew	left	f
Ambiguity	10	1577	red	0.42	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	11	2359	red	0.42	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	12	1130	red	0.44	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	13	1285	red	0.48	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	14	1386	red	0.54	[0.25,0.75]	risk	skew	left	f
Ambiguity	15	1003	red	0.5	[0,1]	risk	skew	right	j
Ambiguity	16	NA	red	0.39	[0,1]	Ambiguous	skew	left	
Ambiguity	17	200	red	0.43	[0,1]	risk	skew	right	j
Ambiguity	18	848	red	0.4	[0,1]	risk	skew	right	j
Ambiguity	19	1590	red	0.34	[0,1]	Ambiguous	skew	left	j
Ambiguity	20	757	red	0.38	[0,1]	risk	skew	right	j
Ambiguity	21	851	red	0.37	[0,1]	risk	skew	right	j
Ambiguity	22	483	red	0.37	[0,1]	risk	skew	right	j
Ambiguity	23	637	red	0.34	[0,1]	risk	skew	right	j
Ambiguity	24	579	red	0.29	[0,1]	risk	skew	left	f
Ambiguity	25	535	red	0.24	[0,1]	risk	skew	left	f
Ambiguity	26	887	red	0.18	[0,1]	risk	skew	left	f
Ambiguity	27	2197	red	0.06	[0,1]	Ambiguous	skew	right	f
Ambiguity	28	573	red	0.13	[0,1]	Ambiguous	skew	right	f
Ambiguity	29	984	red	0.19	[0,1]	risk	skew	left	f
Ambiguity	30	NA	blue	0.5	[0.25,0.75]	Ambiguous	narrow	left	
Ambiguity	31	387	blue	0.59	[0.25,0.75]	risk	narrow	left	f
Ambiguity	32	776	blue	0.55	[0.25,0.75]	risk	narrow	right	j
