Lot_color	dist	percent	value	order
R	wide	0	10	2
R	wide	10	1	2
R	wide	20	0	2
R	wide	30	0	2
R	wide	40	0	2
R	wide	50	3	2
R	wide	60	0	2
R	wide	70	0	2
R	wide	80	10	2
R	wide	90	10	2
R	wide	100	0	2
G	skew	0	0	3
G	skew	10	0	3
G	skew	20	5	3
G	skew	30	5	3
G	skew	40	5	3
G	skew	50	5	3
G	skew	60	0	3
G	skew	70	0	3
G	skew	80	0	3
G	skew	90	0	3
G	skew	100	0	3
B	narrow	0	0	1
B	narrow	10	0	1
B	narrow	20	5	1
B	narrow	30	5	1
B	narrow	40	5	1
B	narrow	50	5	1
B	narrow	60	5	1
B	narrow	70	5	1
B	narrow	80	5	1
B	narrow	90	0	1
B	narrow	100	0	1
