Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	825	green	0.5	[0,1]	win	Amb	norm	left	j
Learning	2	713	green	0.61	[0,1]	win	risk	norm	right	j
Learning	3	463	green	0.56	[0,1]	win	risk	norm	right	j
Learning	4	678	green	0.5	[0,1]	win	risk	norm	left	f
Learning	5	507	green	0.38	[0,1]	win	Amb	norm	left	j
Learning	6	420	green	0.41	[0,1]	win	Amb	norm	right	f
Learning	7	478	green	0.51	[0,1]	win	Amb	norm	right	f
Learning	8	406	green	0.65	[0,1]	win	Amb	norm	right	f
Learning	9	588	green	0.83	[0,1]	win	Amb	norm	right	f
Learning	10	461	green	1	[0,1]	win	risk	norm	right	j
Learning	11	498	green	0.87	[0,1]	win	risk	norm	left	f
Learning	12	403	green	0.66	[0,1]	win	Amb	norm	right	f
Learning	13	427	green	0.74	[0,1]	win	Amb	norm	right	f
Learning	14	499	green	0.91	[0,1]	win	Amb	norm	right	f
Learning	15	523	green	1	[0,1]	win	risk	norm	left	f
Learning	1	1248	red	0.5	[0,1]	lose	risk	norm	left	f
Learning	2	419	red	0.4	[0,1]	lose	Amb	norm	right	f
Learning	3	380	red	0.44	[0,1]	lose	risk	norm	right	j
Learning	4	300	red	0.4	[0,1]	lose	risk	norm	left	f
Learning	5	482	red	0.35	[0,1]	lose	Amb	norm	left	j
Learning	6	779	red	0.36	[0,1]	lose	Amb	norm	left	j
Learning	7	475	red	0.41	[0,1]	lose	Amb	norm	right	f
Learning	8	419	red	0.46	[0,1]	lose	Amb	norm	left	j
Learning	9	513	red	0.49	[0,1]	lose	Amb	norm	left	j
Learning	10	450	red	0.55	[0,1]	lose	Amb	norm	left	j
Learning	11	418	red	0.67	[0,1]	lose	Amb	norm	left	j
Learning	12	441	red	0.86	[0,1]	lose	risk	norm	left	f
Learning	13	410	red	0.75	[0,1]	lose	Amb	norm	left	j
Learning	14	561	red	0.78	[0,1]	lose	Amb	norm	right	f
Learning	15	449	red	0.87	[0,1]	lose	risk	norm	right	j
Learning	1	872	blue	0.5	[0,1]	lose	risk	norm	right	j
Learning	2	767	blue	0.4	[0,1]	lose	Amb	norm	left	j
Learning	3	520	blue	0.44	[0,1]	lose	Amb	norm	left	j
Learning	4	465	blue	0.52	[0,1]	lose	Amb	norm	left	j
Learning	5	398	blue	0.64	[0,1]	lose	Amb	norm	left	j
Learning	6	368	blue	0.78	[0,1]	lose	risk	norm	right	j
Learning	7	633	blue	0.69	[0,1]	lose	risk	norm	right	j
Learning	8	512	blue	0.54	[0,1]	lose	risk	norm	left	f
Learning	9	520	blue	0.35	[0,1]	lose	Amb	norm	right	f
Learning	10	392	blue	0.45	[0,1]	lose	Amb	norm	right	f
