Lot_color	dist	percent	value	order
R	narrow	0	1	2
R	narrow	10	1	2
R	narrow	20	1	2
R	narrow	30	2	2
R	narrow	40	3	2
R	narrow	50	2	2
R	narrow	60	2	2
R	narrow	70	1	2
R	narrow	80	1	2
R	narrow	90	3	2
R	narrow	100	0	2
G	skew	0	2	3
G	skew	10	2	3
G	skew	20	2	3
G	skew	30	3	3
G	skew	40	3	3
G	skew	50	3	3
G	skew	60	2	3
G	skew	70	3	3
G	skew	80	2	3
G	skew	90	2	3
G	skew	100	0	3
B	wide	0	2	1
B	wide	10	3	1
B	wide	20	3	1
B	wide	30	3	1
B	wide	40	2	1
B	wide	50	4	1
B	wide	60	2	1
B	wide	70	3	1
B	wide	80	2	1
B	wide	90	3	1
B	wide	100	0	1
