Blocktype	tnum	rt	color	winprob	Amb	choice	dist	side	response
Ambiguity	0	1016	blue	0.5	[0.25,0.75]	risk	narrow	right	j
Ambiguity	1	1289	blue	0.38	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	2	743	blue	0.44	[0.25,0.75]	risk	narrow	right	j
Ambiguity	3	460	blue	0.4	[0.25,0.75]	risk	narrow	left	f
Ambiguity	4	986	blue	0.35	[0.25,0.75]	risk	narrow	left	f
Ambiguity	5	1140	blue	0.28	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	6	935	blue	0.31	[0.25,0.75]	risk	narrow	right	j
Ambiguity	7	939	blue	0.31	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	8	907	blue	0.33	[0.25,0.75]	risk	narrow	right	j
Ambiguity	9	863	blue	0.33	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	10	1076	blue	0.3	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	11	1092	blue	0.31	[0.25,0.75]	risk	narrow	right	j
Ambiguity	12	814	blue	0.3	[0.25,0.75]	risk	narrow	right	j
Ambiguity	13	738	blue	0.31	[0.25,0.75]	risk	narrow	right	j
Ambiguity	14	644	blue	0.3	[0.25,0.75]	risk	narrow	left	f
Ambiguity	15	695	blue	0.5	[0,1]	risk	narrow	left	f
Ambiguity	16	1104	blue	0.4	[0,1]	risk	narrow	left	f
Ambiguity	17	896	blue	0.24	[0,1]	Ambiguous	narrow	left	j
Ambiguity	18	521	blue	0.29	[0,1]	risk	narrow	left	f
Ambiguity	19	486	blue	0.23	[0,1]	risk	narrow	left	f
Ambiguity	20	725	blue	0.17	[0,1]	risk	narrow	right	j
Ambiguity	21	808	blue	0.1	[0,1]	Ambiguous	narrow	right	f
Ambiguity	22	803	blue	0.11	[0,1]	Ambiguous	narrow	right	f
Ambiguity	23	645	blue	0.18	[0,1]	risk	narrow	left	f
Ambiguity	24	1038	blue	0.15	[0,1]	risk	narrow	left	f
Ambiguity	25	808	blue	0.09	[0,1]	Ambiguous	narrow	left	j
Ambiguity	26	608	blue	0.11	[0,1]	Ambiguous	narrow	left	j
Ambiguity	27	798	blue	0.15	[0,1]	Ambiguous	narrow	left	j
Ambiguity	28	955	blue	0.2	[0,1]	risk	narrow	right	j
Ambiguity	29	842	blue	0.16	[0,1]	Ambiguous	narrow	left	j
Ambiguity	30	1327	red	0.5	[0.25,0.75]	risk	wide	right	j
Ambiguity	31	694	red	0.41	[0.25,0.75]	risk	wide	right	j
