Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	1443	green	0.5	[0,1]	lose	risk	norm	right	j
Learning	2	2142	green	0.41	[0,1]	lose	risk	norm	left	f
Learning	3	1210	green	0.25	[0,1]	lose	Amb	norm	left	j
Learning	4	940	green	0.33	[0,1]	lose	Amb	norm	left	j
Learning	5	1227	green	0.45	[0,1]	lose	risk	norm	right	j
Learning	6	1431	green	0.38	[0,1]	lose	risk	norm	left	f
Learning	7	984	green	0.31	[0,1]	lose	Amb	norm	right	f
Learning	8	801	green	0.33	[0,1]	lose	Amb	norm	left	j
Learning	9	915	green	0.41	[0,1]	lose	Amb	norm	right	f
Learning	10	845	green	0.5	[0,1]	lose	risk	norm	right	j
Learning	11	1113	green	0.44	[0,1]	lose	risk	norm	right	j
Learning	12	1119	green	0.36	[0,1]	lose	Amb	norm	left	j
Learning	13	1957	green	0.38	[0,1]	lose	Amb	norm	right	f
Learning	14	757	green	0.4	[0,1]	lose	risk	norm	left	f
Learning	15	831	green	0.36	[0,1]	lose	Amb	norm	right	f
Learning	1	2958	blue	0.5	[0,1]	win	Amb	norm	left	j
Learning	2	793	blue	0.62	[0,1]	win	risk	norm	left	f
Learning	3	1397	blue	0.55	[0,1]	win	Amb	norm	right	f
Learning	4	664	blue	0.57	[0,1]	win	Amb	norm	right	f
Learning	5	770	blue	0.58	[0,1]	win	Amb	norm	right	f
Learning	6	716	blue	0.62	[0,1]	win	risk	norm	right	j
Learning	7	732	blue	0.6	[0,1]	win	risk	norm	left	f
Learning	8	983	blue	0.56	[0,1]	win	Amb	norm	right	f
Learning	9	763	blue	0.57	[0,1]	win	Amb	norm	right	f
Learning	10	578	blue	0.62	[0,1]	win	risk	norm	right	j
Learning	11	618	blue	0.59	[0,1]	win	Amb	norm	right	f
Learning	12	810	blue	0.59	[0,1]	win	Amb	norm	left	j
Learning	13	947	blue	0.59	[0,1]	win	Amb	norm	right	f
Learning	14	1166	blue	0.63	[0,1]	win	risk	norm	left	f
Learning	15	1016	blue	0.61	[0,1]	win	risk	norm	left	f
Learning	1	3452	red	0.5	[0,1]	win	Amb	norm	right	f
Learning	2	852	red	0.61	[0,1]	win	risk	norm	right	j
Learning	3	1170	red	0.57	[0,1]	win	Amb	norm	left	j
Learning	4	614	red	0.6	[0,1]	win	risk	norm	left	f
