Blocktype	tnum	rt	color	winprob	Amb	choice	dist	side	response
Ambiguity	0	2379	red	0.5	[0.25,0.75]	risk	skew	right	j
Ambiguity	1	2157	red	0.41	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	2	2174	red	0.43	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	3	1426	red	0.48	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	4	1529	red	0.57	[0.25,0.75]	risk	skew	right	j
Ambiguity	5	1437	red	0.51	[0.25,0.75]	risk	skew	right	j
Ambiguity	6	1170	red	0.42	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	7	846	red	0.45	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	8	1215	red	0.48	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	9	817	red	0.57	[0.25,0.75]	risk	skew	left	f
Ambiguity	10	1041	red	0.5	[0.25,0.75]	risk	skew	left	f
Ambiguity	11	849	red	0.44	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	12	576	red	0.46	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	13	926	red	0.51	[0.25,0.75]	risk	skew	right	j
Ambiguity	14	534	red	0.48	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	15	623	red	0.5	[0,1]	risk	skew	left	f
Ambiguity	16	1131	red	0.39	[0,1]	Ambiguous	skew	right	f
Ambiguity	17	1412	red	0.44	[0,1]	Ambiguous	skew	left	j
Ambiguity	18	1056	red	0.48	[0,1]	Ambiguous	skew	right	f
Ambiguity	19	663	red	0.59	[0,1]	risk	skew	right	j
Ambiguity	20	704	red	0.51	[0,1]	risk	skew	left	f
Ambiguity	21	825	red	0.41	[0,1]	Ambiguous	skew	left	j
Ambiguity	22	655	red	0.42	[0,1]	Ambiguous	skew	right	f
Ambiguity	23	1145	red	0.5	[0,1]	risk	skew	left	f
Ambiguity	24	946	red	0.48	[0,1]	Ambiguous	skew	left	j
Ambiguity	25	694	red	0.48	[0,1]	Ambiguous	skew	left	j
Ambiguity	26	1228	red	0.48	[0,1]	Ambiguous	skew	right	f
Ambiguity	27	785	red	0.49	[0,1]	Ambiguous	skew	left	j
Ambiguity	28	915	red	0.54	[0,1]	risk	skew	left	f
Ambiguity	29	795	red	0.52	[0,1]	risk	skew	left	f
Ambiguity	30	2362	green	0.5	[0.25,0.75]	risk	narrow	right	j
