Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	4159	red	1	left	wide	[""right""]	f
Risk	1	3587	red	0.8	left	wide	[""left""]	f
Risk	2	2076	red	0.8	left	wide	[""left""]	f
Risk	3	951	red	0.9	left	wide	[""left""]	f
Risk	4	1012	red	0.2	right	wide	[""left""]	j
Risk	5	902	red	1	left	wide	[""left""]	f
Risk	6	3144	red	0.3	right	wide	[""right""]	j
Risk	7	1191	red	0.7	left	wide	[""left""]	f
Risk	8	949	red	0.9	right	wide	[""right""]	j
Risk	9	1274	red	1	left	wide	[""left""]	f
Risk	10	706	red	0.1	right	wide	[""right""]	j
Risk	11	3059	red	0	right	wide	[""left""]	j
Risk	12	1444	red	0.9	right	wide	[""right""]	j
Risk	13	1849	red	0.2	right	wide	[""left""]	j
Risk	14	961	red	0	left	wide	[""right""]	f
Risk	15	1541	red	0.1	right	wide	[""left""]	j
Risk	16	997	red	0	right	wide	[""left""]	j
Risk	17	929	red	0	left	wide	[""right""]	f
Risk	18	633	red	0	left	wide	[""right""]	f
Risk	19	721	red	0.1	right	wide	[""left""]	j
Risk	20	1428	blue	0.3	right	narrow	[""left""]	j
Risk	21	1448	blue	0.6	left	narrow	[""left""]	f
Risk	22	2205	blue	0.5	left	narrow	[""right""]	f
Risk	23	865	blue	0.7	right	narrow	[""right""]	j
Risk	24	3049	blue	0.5	left	narrow	[""right""]	f
Risk	25	662	blue	0.6	right	narrow	[""right""]	j
Risk	26	1156	blue	0.5	left	narrow	[""right""]	f
Risk	27	859	blue	0.2	left	narrow	[""right""]	f
Risk	28	1215	blue	0.5	right	narrow	[""left""]	j
Risk	29	832	blue	0.5	right	narrow	[""left""]	j
Risk	30	865	blue	0.5	right	narrow	[""left""]	j
Risk	31	750	blue	0.4	right	narrow	[""left""]	j
Risk	32	950	blue	0.5	right	narrow	[""left""]	j
Risk	33	926	blue	0.5	left	narrow	[""right""]	f
Risk	34	795	blue	0.4	right	narrow	[""left""]	j
Risk	35	1407	blue	0.3	left	narrow	[""right""]	f
Risk	36	781	blue	0.5	left	narrow	[""right""]	f
Risk	37	810	blue	0.4	right	narrow	[""left""]	j
Risk	38	1120	blue	0.6	left	narrow	[""left""]	f
Risk	39	878	blue	0.5	left	narrow	[""right""]	f
Risk	40	1109	green	0.6000000000000001	left	skew	[""left""]	f
Risk	41	717	green	0.8	right	skew	[""right""]	j
Risk	42	1245	green	0.4	right	skew	[""left""]	j
Risk	43	590	green	0.7	left	skew	[""left""]	f
Risk	44	697	green	0.6000000000000001	right	skew	[""right""]	j
Risk	45	715	green	0.7	left	skew	[""left""]	f
Risk	46	513	green	0.7	left	skew	[""left""]	f
Risk	47	735	green	0.8999999999999999	right	skew	[""right""]	j
Risk	48	658	green	0.6000000000000001	left	skew	[""left""]	f
Risk	49	680	green	0.8	left	skew	[""left""]	f
Risk	50	692	green	0.7	right	skew	[""right""]	j
Risk	51	1043	green	0.5	left	skew	[""right""]	f
Risk	52	1054	green	0.7	right	skew	[""right""]	j
Risk	53	568	green	0.7	right	skew	[""right""]	j
Risk	54	683	green	0.7	right	skew	[""right""]	j
Risk	55	747	green	0.7	right	skew	[""right""]	j
Risk	56	639	green	0.7	right	skew	[""right""]	j
Risk	57	947	green	0.8	left	skew	[""left""]	f
Risk	58	726	green	0.5	right	skew	[""left""]	j
Risk	59	611	green	0.7	left	skew	[""left""]	f
