Lot_color	dist	percent	value	order
R	wide	0	4	1
R	wide	10	0	1
R	wide	20	0	1
R	wide	30	3	1
R	wide	40	2	1
R	wide	50	0	1
R	wide	60	0	1
R	wide	70	0	1
R	wide	80	0	1
R	wide	90	0	1
R	wide	100	1	1
G	narrow	0	0	2
G	narrow	10	0	2
G	narrow	20	0	2
G	narrow	30	3	2
G	narrow	40	3	2
G	narrow	50	0	2
G	narrow	60	2	2
G	narrow	70	1	2
G	narrow	80	0	2
G	narrow	90	1	2
G	narrow	100	0	2
B	skew	0	0	3
B	skew	10	0	3
B	skew	20	0	3
B	skew	30	2	3
B	skew	40	0	3
B	skew	50	4	3
B	skew	60	1	3
B	skew	70	2	3
B	skew	80	0	3
B	skew	90	0	3
B	skew	100	1	3
