Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	3259	blue	0.5	[0,1]	win	Amb	norm	right	f
Learning	2	2556	blue	0.58	[0,1]	win	Amb	norm	left	j
Learning	3	1946	blue	0.72	[0,1]	win	risk	norm	left	f
Learning	4	1185	blue	0.65	[0,1]	win	Amb	norm	right	f
Learning	5	1075	blue	0.69	[0,1]	win	Amb	norm	right	f
Learning	6	1149	blue	0.74	[0,1]	win	Amb	norm	left	j
Learning	7	1177	blue	0.79	[0,1]	win	Amb	norm	right	f
Learning	8	1010	blue	0.91	[0,1]	win	risk	norm	left	f
Learning	9	1414	blue	0.85	[0,1]	win	risk	norm	right	j
Learning	10	2021	blue	0.77	[0,1]	win	Amb	norm	right	f
Learning	11	1358	blue	0.81	[0,1]	win	Amb	norm	left	j
Learning	12	1975	blue	0.85	[0,1]	win	Amb	norm	right	f
Learning	13	1295	blue	0.94	[0,1]	win	risk	norm	right	j
Learning	14	1220	blue	0.87	[0,1]	win	Amb	norm	right	f
Learning	15	1218	blue	0.88	[0,1]	win	risk	norm	right	j
Learning	1	1911	green	0.5	[0,1]	win	Amb	norm	right	f
Learning	2	1676	green	0.57	[0,1]	win	Amb	norm	right	f
Learning	3	1280	green	0.73	[0,1]	win	Amb	norm	left	j
Learning	4	2224	green	0.95	[0,1]	win	Amb	norm	left	j
Learning	5	1542	green	1	[0,1]	win	risk	norm	left	f
Learning	6	1917	green	0.82	[0,1]	win	Amb	norm	right	f
Learning	7	1651	green	0.88	[0,1]	win	Amb	norm	right	f
Learning	8	1703	green	0.98	[0,1]	win	risk	norm	left	f
Learning	9	1580	green	0.93	[0,1]	win	Amb	norm	right	f
Learning	10	1026	green	0.96	[0,1]	win	risk	norm	left	f
Learning	11	2220	green	0.94	[0,1]	win	risk	norm	right	j
Learning	12	1466	green	0.93	[0,1]	win	risk	norm	right	j
Learning	13	1305	green	0.88	[0,1]	win	risk	norm	left	f
Learning	14	1597	green	0.82	[0,1]	win	Amb	norm	left	j
Learning	15	1003	green	0.87	[0,1]	win	risk	norm	right	j
