Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	2637	red	0.5	[0,1]	win	risk	norm	left	f
Learning	2	1856	red	0.41	[0,1]	win	Amb	norm	left	j
Learning	3	1299	red	0.46	[0,1]	win	risk	norm	right	j
Learning	4	953	red	0.41	[0,1]	win	risk	norm	right	j
Learning	5	574	red	0.36	[0,1]	win	Amb	norm	right	f
Learning	6	977	red	0.4	[0,1]	win	Amb	norm	left	j
Learning	7	909	red	0.45	[0,1]	win	risk	norm	left	f
Learning	8	1407	red	0.43	[0,1]	win	risk	norm	left	f
Learning	9	688	red	0.39	[0,1]	win	Amb	norm	left	j
Learning	10	1528	red	0.41	[0,1]	win	risk	norm	right	j
Learning	11	882	red	0.39	[0,1]	win	Amb	norm	left	j
Learning	12	804	red	0.37	[0,1]	win	Amb	norm	right	f
Learning	13	1208	red	0.38	[0,1]	win	risk	norm	left	f
Learning	14	800	red	0.37	[0,1]	win	risk	norm	right	j
Learning	15	627	red	0.37	[0,1]	win	risk	norm	left	f
Learning	1	1990	blue	0.5	[0,1]	lose	risk	norm	left	f
Learning	2	643	blue	0.39	[0,1]	lose	risk	norm	right	j
Learning	3	502	blue	0.22	[0,1]	lose	risk	norm	left	f
Learning	4	865	blue	0	[0,1]	lose	Amb	norm	left	j
Learning	5	730	blue	0.08	[0,1]	lose	Amb	norm	left	j
Learning	6	1004	blue	0.25	[0,1]	lose	Amb	norm	right	f
Learning	7	1006	blue	0.49	[0,1]	lose	risk	norm	left	f
Learning	8	1142	blue	0.34	[0,1]	lose	Amb	norm	right	f
Learning	9	927	blue	0.39	[0,1]	lose	Amb	norm	right	f
Learning	10	1395	blue	0.5	[0,1]	lose	risk	norm	left	f
Learning	11	510	blue	0.43	[0,1]	lose	risk	norm	left	f
Learning	12	1123	blue	0.36	[0,1]	lose	risk	norm	right	j
Learning	13	1048	blue	0.24	[0,1]	lose	Amb	norm	left	j
Learning	14	1050	blue	0.26	[0,1]	lose	Amb	norm	right	f
Learning	15	908	blue	0.32	[0,1]	lose	risk	norm	left	f
Learning	1	995	green	0.5	[0,1]	lose	risk	norm	right	j
Learning	2	528	green	0.4	[0,1]	lose	risk	norm	left	f
Learning	3	480	green	0.24	[0,1]	lose	risk	norm	right	j
Learning	4	656	green	0.01	[0,1]	lose	Amb	norm	right	f
Learning	5	703	green	0.1	[0,1]	lose	Amb	norm	left	j
Learning	6	491	green	0.29	[0,1]	lose	Amb	norm	left	j
Learning	7	817	green	0.54	[0,1]	lose	risk	norm	right	j
Learning	8	912	green	0.4	[0,1]	lose	risk	norm	left	f
Learning	9	710	green	0.22	[0,1]	lose	Amb	norm	left	j
Learning	10	694	green	0.28	[0,1]	lose	Amb	norm	right	f
Learning	11	1064	green	0.42	[0,1]	lose	risk	norm	left	f
Learning	12	1039	green	0.35	[0,1]	lose	risk	norm	right	j
Learning	13	579	green	0.25	[0,1]	lose	risk	norm	left	f
Learning	14	812	green	0.07	[0,1]	lose	Amb	norm	right	f
Learning	15	642	green	0.12	[0,1]	lose	Amb	norm	left	j
Learning	1	967	blue	0.5	[0,1]	win	risk	norm	right	j
Learning	2	1033	blue	0.4	[0,1]	win	risk	norm	left	f
Learning	3	1233	blue	0.24	[0,1]	win	risk	norm	right	j
Learning	4	699	blue	0.02	[0,1]	win	risk	norm	left	f
Learning	5	666	blue	0	[0,1]	win	Amb	norm	left	j
Learning	6	1346	blue	0.14	[0,1]	win	Amb	norm	left	j
Learning	7	792	blue	0.37	[0,1]	win	risk	norm	right	j
Learning	8	1137	blue	0.25	[0,1]	win	Amb	norm	right	f
Learning	9	635	blue	0.32	[0,1]	win	risk	norm	right	j
Learning	10	695	blue	0.28	[0,1]	win	risk	norm	right	j
Learning	11	1111	blue	0.24	[0,1]	win	risk	norm	left	f
Learning	12	1029	blue	0.15	[0,1]	win	Amb	norm	right	f
Learning	13	945	blue	0.21	[0,1]	win	Amb	norm	right	f
Learning	14	1291	blue	0.23	[0,1]	win	Amb	norm	left	j
Learning	15	899	blue	0.3	[0,1]	win	risk	norm	left	f
Learning	1	943	red	0.5	[0,1]	lose	risk	norm	right	j
Learning	2	565	red	0.41	[0,1]	lose	risk	norm	right	j
Learning	3	377	red	0.27	[0,1]	lose	risk	norm	right	j
Learning	4	1347	red	0.05	[0,1]	lose	Amb	norm	left	j
Learning	5	822	red	0.17	[0,1]	lose	Amb	norm	left	j
Learning	6	932	red	0.33	[0,1]	lose	risk	norm	right	j
Learning	7	1571	red	0.25	[0,1]	lose	Amb	norm	left	j
Learning	8	746	red	0.28	[0,1]	lose	risk	norm	left	f
Learning	9	1317	red	0.27	[0,1]	lose	Amb	norm	right	f
Learning	10	1065	red	0.28	[0,1]	lose	Amb	norm	right	f
Learning	11	2039	red	0.3	[0,1]	lose	risk	norm	left	f
