Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	2919	red	0.5	[0,1]	lose	risk	norm	left	f
Learning	2	2273	red	0.38	[0,1]	lose	Amb	norm	right	f
Learning	3	1038	red	0.43	[0,1]	lose	risk	norm	left	f
Learning	4	793	red	0.38	[0,1]	lose	Amb	norm	left	j
Learning	5	912	red	0.4	[0,1]	lose	risk	norm	right	j
Learning	6	827	red	0.37	[0,1]	lose	Amb	norm	left	j
Learning	7	940	red	0.34	[0,1]	lose	Amb	norm	left	j
Learning	8	608	red	0.34	[0,1]	lose	Amb	norm	left	j
Learning	9	903	red	0.32	[0,1]	lose	Amb	norm	right	f
Learning	10	1127	red	0.33	[0,1]	lose	Amb	norm	right	f
Learning	11	791	red	0.34	[0,1]	lose	Amb	norm	right	f
Learning	12	605	red	0.37	[0,1]	lose	Amb	norm	left	j
Learning	13	974	red	0.39	[0,1]	lose	Amb	norm	right	f
Learning	14	1020	red	0.46	[0,1]	lose	risk	norm	left	f
Learning	15	990	red	0.41	[0,1]	lose	risk	norm	right	j
Learning	1	2919	red	0.5	[0,1]	win	risk	norm	right	j
Learning	2	616	red	0.4	[0,1]	win	risk	norm	left	f
Learning	3	992	red	0.23	[0,1]	win	Amb	norm	right	f
Learning	4	745	red	0.29	[0,1]	win	Amb	norm	left	j
Learning	5	653	red	0.42	[0,1]	win	risk	norm	left	f
Learning	6	610	red	0.34	[0,1]	win	Amb	norm	left	j
Learning	7	657	red	0.37	[0,1]	win	Amb	norm	left	j
Learning	8	626	red	0.43	[0,1]	win	risk	norm	left	f
Learning	9	1109	red	0.39	[0,1]	win	risk	norm	right	j
Learning	10	746	red	0.34	[0,1]	win	Amb	norm	left	j
Learning	11	653	red	0.36	[0,1]	win	Amb	norm	left	j
Learning	12	558	red	0.4	[0,1]	win	risk	norm	left	f
Learning	13	668	red	0.4	[0,1]	win	risk	norm	left	f
Learning	14	793	red	0.39	[0,1]	win	Amb	norm	right	f
Learning	15	726	red	0.4	[0,1]	win	risk	norm	left	f
Learning	1	1065	green	0.5	[0,1]	lose	risk	norm	left	f
Learning	2	1206	green	0.4	[0,1]	lose	risk	norm	right	j
Learning	3	1254	green	0.25	[0,1]	lose	Amb	norm	right	f
Learning	4	710	green	0.32	[0,1]	lose	Amb	norm	left	j
Learning	5	693	green	0.44	[0,1]	lose	risk	norm	left	f
Learning	6	710	green	0.36	[0,1]	lose	Amb	norm	left	j
Learning	7	628	green	0.36	[0,1]	lose	Amb	norm	left	j
Learning	8	886	green	0.37	[0,1]	lose	Amb	norm	right	f
Learning	9	775	green	0.44	[0,1]	lose	risk	norm	left	f
Learning	10	663	green	0.41	[0,1]	lose	risk	norm	left	f
Learning	11	585	green	0.37	[0,1]	lose	Amb	norm	left	j
Learning	12	581	green	0.36	[0,1]	lose	Amb	norm	left	j
Learning	13	727	green	0.39	[0,1]	lose	Amb	norm	right	f
Learning	14	635	green	0.44	[0,1]	lose	risk	norm	left	f
Learning	15	1053	green	0.41	[0,1]	lose	risk	norm	right	j
Learning	1	933	blue	0.5	[0,1]	lose	risk	norm	left	f
Learning	2	1201	blue	0.41	[0,1]	lose	risk	norm	right	j
Learning	3	1111	blue	0.27	[0,1]	lose	Amb	norm	right	f
Learning	4	780	blue	0.32	[0,1]	lose	Amb	norm	left	j
Learning	5	740	blue	0.44	[0,1]	lose	risk	norm	left	f
Learning	6	854	blue	0.39	[0,1]	lose	Amb	norm	left	j
Learning	7	646	blue	0.41	[0,1]	lose	risk	norm	left	f
Learning	8	627	blue	0.38	[0,1]	lose	Amb	norm	left	j
Learning	9	865	blue	0.39	[0,1]	lose	Amb	norm	right	f
Learning	10	566	blue	0.4	[0,1]	lose	risk	norm	left	f
Learning	11	917	blue	0.39	[0,1]	lose	Amb	norm	right	f
Learning	12	623	blue	0.38	[0,1]	lose	Amb	norm	left	j
Learning	13	736	blue	0.39	[0,1]	lose	Amb	norm	right	f
Learning	14	846	blue	0.38	[0,1]	lose	Amb	norm	right	f
Learning	15	1238	blue	0.39	[0,1]	lose	Amb	norm	left	j
Learning	1	1067	green	0.5	[0,1]	win	risk	norm	right	j
Learning	2	793	green	0.39	[0,1]	win	Amb	norm	left	j
Learning	3	538	green	0.46	[0,1]	win	risk	norm	left	f
Learning	4	598	green	0.42	[0,1]	win	risk	norm	left	f
Learning	5	966	green	0.36	[0,1]	win	Amb	norm	right	f
Learning	6	673	green	0.38	[0,1]	win	Amb	norm	right	f
Learning	7	591	green	0.38	[0,1]	win	Amb	norm	left	j
Learning	8	580	green	0.43	[0,1]	win	risk	norm	left	f
Learning	9	598	green	0.41	[0,1]	win	risk	norm	left	f
Learning	10	529	green	0.36	[0,1]	win	Amb	norm	left	j
Learning	11	690	green	0.38	[0,1]	win	Amb	norm	left	j
Learning	12	582	green	0.39	[0,1]	win	Amb	norm	left	j
Learning	13	556	green	0.4	[0,1]	win	risk	norm	left	f
Learning	14	619	green	0.38	[0,1]	win	Amb	norm	left	j
Learning	15	565	green	0.37	[0,1]	win	Amb	norm	left	j
Learning	1	697	blue	0.5	[0,1]	win	risk	norm	left	f
Learning	2	629	blue	0.41	[0,1]	win	risk	norm	left	f
Learning	3	881	blue	0.26	[0,1]	win	Amb	norm	right	f
Learning	4	616	blue	0.31	[0,1]	win	Amb	norm	left	j
Learning	5	677	blue	0.44	[0,1]	win	risk	norm	left	f
Learning	6	633	blue	0.38	[0,1]	win	Amb	norm	left	j
Learning	7	789	blue	0.39	[0,1]	win	Amb	norm	right	f
Learning	8	877	blue	0.4	[0,1]	win	risk	norm	right	j
Learning	9	759	blue	0.39	[0,1]	win	Amb	norm	right	f
Learning	10	854	blue	0.41	[0,1]	win	risk	norm	right	j
Learning	11	810	blue	0.38	[0,1]	win	Amb	norm	left	j
Learning	12	757	blue	0.39	[0,1]	win	Amb	norm	left	j
Learning	13	813	blue	0.39	[0,1]	win	Amb	norm	right	f
Learning	14	575	blue	0.42	[0,1]	win	risk	norm	left	f
Learning	15	874	blue	0.4	[0,1]	win	risk	norm	right	j
