Lot_color	dist	percent	value	order
R	narrow	0	0	2
R	narrow	10	0	2
R	narrow	20	1	2
R	narrow	30	2	2
R	narrow	40	3	2
R	narrow	50	5	2
R	narrow	60	5	2
R	narrow	70	3	2
R	narrow	80	1	2
R	narrow	90	1	2
R	narrow	100	2	2
G	skew	0	0	3
G	skew	10	0	3
G	skew	20	0	3
G	skew	30	0	3
G	skew	40	1	3
G	skew	50	3	3
G	skew	60	5	3
G	skew	70	5	3
G	skew	80	4	3
G	skew	90	2	3
G	skew	100	2	3
B	wide	0	3	1
B	wide	10	0	1
B	wide	20	2	1
B	wide	30	2	1
B	wide	40	2	1
B	wide	50	5	1
B	wide	60	2	1
B	wide	70	2	1
B	wide	80	2	1
B	wide	90	0	1
B	wide	100	3	1
