Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	2610	green	0.1	left	wide	[""right""]	f
Risk	1	2618	green	0.2	left	wide	[""right""]	f
Risk	2	2476	green	0	right	wide	[""left""]	j
Risk	3	1908	green	0.1	left	wide	[""right""]	f
Risk	4	1552	green	0	right	wide	[""left""]	j
Risk	5	1705	green	0	right	wide	[""left""]	j
Risk	6	1823	green	1	left	wide	[""left""]	f
Risk	7	1778	green	0.8	left	wide	[""left""]	f
Risk	8	1613	green	0.9	right	wide	[""right""]	j
Risk	9	1627	green	0.9	left	wide	[""left""]	f
Risk	10	1438	green	0.8	right	wide	[""right""]	j
Risk	11	1829	green	0	left	wide	[""right""]	f
Risk	12	1440	green	0.9	left	wide	[""left""]	f
Risk	13	1453	green	0.1	right	wide	[""left""]	j
Risk	14	2068	green	0.3	left	wide	[""right""]	f
Risk	15	1282	green	0	right	wide	[""left""]	j
Risk	16	1377	green	0.7	right	wide	[""right""]	j
Risk	17	1056	green	0.2	left	wide	[""right""]	f
Risk	18	1268	green	1	left	wide	[""left""]	f
Risk	19	1034	green	1	left	wide	[""left""]	f
Risk	20	2003	blue	0.3	left	narrow	[""right""]	f
Risk	21	1818	blue	0.5	right	narrow	[""left""]	j
Risk	22	1356	blue	0.6	left	narrow	[""right""]	f
Risk	23	1287	blue	0.6	left	narrow	[""right""]	f
Risk	24	1907	blue	0.5	left	narrow	[""right""]	f
Risk	25	1474	blue	0.5	left	narrow	[""right""]	f
Risk	26	1458	blue	0.5	left	narrow	[""right""]	f
Risk	27	768	blue	0.5	left	narrow	[""right""]	f
Risk	28	857	blue	0.5	left	narrow	[""right""]	f
Risk	29	1280	blue	0.4	right	narrow	[""left""]	j
Risk	30	1092	blue	0.4	left	narrow	[""right""]	f
Risk	31	1902	blue	0.7	right	narrow	[""right""]	j
Risk	32	1368	blue	0.5	right	narrow	[""left""]	j
Risk	33	1304	blue	0.5	left	narrow	[""right""]	f
Risk	34	1308	blue	0.4	right	narrow	[""left""]	j
Risk	35	1204	blue	0.3	left	narrow	[""right""]	f
Risk	36	801	blue	0.6	right	narrow	[""left""]	j
Risk	37	1184	blue	0.5	right	narrow	[""left""]	j
Risk	38	1289	blue	0.2	left	narrow	[""right""]	f
Risk	39	1405	blue	0.5	left	narrow	[""right""]	f
Risk	40	1608	red	0.8999999999999999	left	skew	[""left""]	f
Risk	41	1624	red	0.6000000000000001	right	skew	[""left""]	j
Risk	42	1129	red	0.4	right	skew	[""left""]	j
Risk	43	1605	red	0.7	right	skew	[""right""]	j
Risk	44	1505	red	0.7	left	skew	[""left""]	f
Risk	45	801	red	0.7	left	skew	[""left""]	f
Risk	46	909	red	0.7	left	skew	[""left""]	f
Risk	47	1183	red	0.8	right	skew	[""right""]	j
Risk	48	970	red	0.7	right	skew	[""right""]	j
Risk	49	1394	red	0.6000000000000001	right	skew	[""left""]	j
Risk	50	1154	red	0.7	left	skew	[""left""]	f
Risk	51	1102	red	0.8	right	skew	[""right""]	j
Risk	52	879	red	0.7	right	skew	[""right""]	j
Risk	53	749	red	0.8	left	skew	[""left""]	f
Risk	54	1016	red	0.5	right	skew	[""right""]	j
Risk	55	1378	red	0.5	right	skew	[""left""]	j
Risk	56	1040	red	0.6000000000000001	right	skew	[""left""]	j
Risk	57	1404	red	0.7	left	skew	[""left""]	f
Risk	58	1004	red	0.7	right	skew	[""right""]	j
Risk	59	690	red	0.7	left	skew	[""left""]	f
