Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	3426	green	0.7	left	skew	[""left""]	f
Risk	1	2292	green	0.8999999999999999	right	skew	[""right""]	j
Risk	2	2369	green	0.7	right	skew	[""right""]	j
Risk	3	1788	green	0.7	left	skew	[""left""]	f
Risk	4	2337	green	0.6000000000000001	left	skew	[""left""]	f
Risk	5	1915	green	0.5	right	skew	[""right""]	j
Risk	6	2034	green	0.8	right	skew	[""right""]	j
Risk	7	3225	green	0.4	right	skew	[""right""]	j
Risk	8	1830	green	0.7	left	skew	[""left""]	f
Risk	9	1222	green	0.7	right	skew	[""right""]	j
Risk	10	1898	green	0.5	left	skew	[""left""]	f
Risk	11	1035	green	0.8	left	skew	[""left""]	f
Risk	12	800	green	0.7	left	skew	[""left""]	f
Risk	13	1276	green	0.6000000000000001	right	skew	[""right""]	j
Risk	14	1062	green	0.8	left	skew	[""left""]	f
Risk	15	774	green	0.7	left	skew	[""left""]	f
Risk	16	1294	green	0.7	left	skew	[""left""]	f
Risk	17	2534	green	0.6000000000000001	left	skew	[""left""]	f
Risk	18	1104	green	0.7	right	skew	[""right""]	j
Risk	19	870	green	0.7	left	skew	[""left""]	f
Risk	20	2927	red	0.2	left	narrow	[""right""]	f
Risk	21	3448	red	0.3	left	narrow	[""right""]	f
Risk	22	2213	red	0.5	right	narrow	[""right""]	j
Risk	23	2880	red	0.6	left	narrow	[""left""]	f
Risk	24	1681	red	0.7	left	narrow	[""left""]	f
Risk	25	1906	red	0.5	right	narrow	[""right""]	j
Risk	26	1859	red	0.4	right	narrow	[""right""]	j
Risk	27	1351	red	0.6	left	narrow	[""left""]	f
Risk	28	922	red	0.5	right	narrow	[""right""]	j
Risk	29	1225	red	0.5	right	narrow	[""right""]	j
Risk	30	1126	red	0.5	left	narrow	[""left""]	f
Risk	31	2106	red	0.4	left	narrow	[""left""]	f
Risk	32	1104	red	0.5	right	narrow	[""right""]	j
Risk	33	832	red	0.5	left	narrow	[""left""]	f
Risk	34	702	red	0.5	right	narrow	[""right""]	j
Risk	35	1363	red	0.3	right	narrow	[""left""]	j
Risk	36	902	red	0.5	left	narrow	[""left""]	f
Risk	37	786	red	0.5	left	narrow	[""left""]	f
Risk	38	1524	red	0.4	right	narrow	[""right""]	j
Risk	39	801	red	0.6	left	narrow	[""left""]	f
Risk	40	2068	blue	0	left	wide	[""right""]	f
Risk	41	2226	blue	0.1	left	wide	[""right""]	f
Risk	42	1488	blue	1	right	wide	[""right""]	j
Risk	43	1209	blue	0.1	left	wide	[""right""]	f
Risk	44	1311	blue	1	right	wide	[""right""]	j
Risk	45	1610	blue	0.8	left	wide	[""left""]	f
Risk	46	1541	blue	0.9	right	wide	[""right""]	j
Risk	47	1599	blue	0	left	wide	[""right""]	f
Risk	48	1196	blue	0.8	right	wide	[""right""]	j
Risk	49	809	blue	0.9	left	wide	[""left""]	f
Risk	50	1508	blue	0.2	left	wide	[""right""]	f
Risk	51	1547	blue	0	left	wide	[""right""]	f
Risk	52	907	blue	0.7	left	wide	[""left""]	f
Risk	53	1429	blue	0.3	left	wide	[""right""]	f
Risk	54	1867	blue	0	left	wide	[""right""]	f
Risk	55	1235	blue	0.1	left	wide	[""right""]	f
Risk	56	1600	blue	0.2	left	wide	[""right""]	f
Risk	57	1301	blue	1	left	wide	[""left""]	f
Risk	58	1355	blue	0	left	wide	[""right""]	f
Risk	59	1076	blue	0.9	right	wide	[""right""]	j
