Lot_color	dist	percent	value	order
R	wide	0	10	2
R	wide	10	3	2
R	wide	20	15	2
R	wide	30	20	2
R	wide	40	5	2
R	wide	50	25	2
R	wide	60	8	2
R	wide	70	6	2
R	wide	80	3	2
R	wide	90	0	2
R	wide	100	9	2
G	skew	0	3	3
G	skew	10	4	3
G	skew	20	7	3
G	skew	30	9	3
G	skew	40	6	3
G	skew	50	20	3
G	skew	60	7	3
G	skew	70	0	3
G	skew	80	3	3
G	skew	90	3	3
G	skew	100	7	3
B	narrow	0	5	1
B	narrow	10	3	1
B	narrow	20	5	1
B	narrow	30	5	1
B	narrow	40	7	1
B	narrow	50	10	1
B	narrow	60	4	1
B	narrow	70	4	1
B	narrow	80	3	1
B	narrow	90	0	1
B	narrow	100	6	1
