Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	1240	red	0.5	[0,1]	lose	risk	norm	right	j
Learning	2	3035	red	0.4	[0,1]	lose	risk	norm	right	j
Learning	3	2163	red	0.24	[0,1]	lose	risk	norm	right	j
Learning	4	2844	red	0.01	[0,1]	lose	Amb	norm	left	j
Learning	5	1587	red	0.1	[0,1]	lose	risk	norm	right	j
Learning	6	3447	red	0.02	[0,1]	lose	Amb	norm	right	f
Learning	7	1885	red	0.03	[0,1]	lose	Amb	norm	right	f
Learning	8	1464	red	0.09	[0,1]	lose	Amb	norm	right	f
Learning	9	1035	red	0.17	[0,1]	lose	Amb	norm	left	j
Learning	10	982	red	0.24	[0,1]	lose	risk	norm	left	f
Learning	11	1819	red	0.18	[0,1]	lose	risk	norm	right	j
Learning	12	2132	red	0.1	[0,1]	lose	risk	norm	left	f
Learning	13	1931	red	0	[0,1]	lose	Amb	norm	right	f
Learning	14	2621	red	0.06	[0,1]	lose	Amb	norm	right	f
Learning	15	1425	red	0.12	[0,1]	lose	risk	norm	left	f
Learning	1	2068	red	0.5	[0,1]	win	Amb	norm	right	f
Learning	2	1496	red	0.58	[0,1]	win	risk	norm	left	f
Learning	3	1278	red	0.54	[0,1]	win	risk	norm	right	j
Learning	4	1378	red	0.47	[0,1]	win	Amb	norm	left	j
Learning	5	1099	red	0.52	[0,1]	win	risk	norm	left	f
Learning	6	1235	red	0.48	[0,1]	win	Amb	norm	right	f
Learning	7	989	red	0.47	[0,1]	win	Amb	norm	right	f
Learning	8	1278	red	0.5	[0,1]	win	risk	norm	left	f
Learning	9	1512	red	0.49	[0,1]	win	Amb	norm	right	f
Learning	10	2698	red	0.49	[0,1]	win	risk	norm	right	j
Learning	11	1268	red	0.5	[0,1]	win	risk	norm	left	f
Learning	12	1225	red	0.51	[0,1]	win	risk	norm	left	f
Learning	13	1801	red	0.5	[0,1]	win	risk	norm	right	j
Learning	14	1540	red	0.5	[0,1]	win	risk	norm	left	f
Learning	15	1400	red	0.48	[0,1]	win	Amb	norm	left	j
Learning	1	1746	blue	0.5	[0,1]	win	risk	norm	left	f
Learning	2	1465	blue	0.41	[0,1]	win	risk	norm	left	f
Learning	3	981	blue	0.25	[0,1]	win	Amb	norm	left	j
Learning	4	1218	blue	0.3	[0,1]	win	Amb	norm	left	j
Learning	5	1085	blue	0.39	[0,1]	win	Amb	norm	left	j
Learning	6	775	blue	0.55	[0,1]	win	risk	norm	left	f
Learning	7	1110	blue	0.46	[0,1]	win	Amb	norm	left	j
Learning	8	701	blue	0.52	[0,1]	win	risk	norm	left	f
Learning	9	1086	blue	0.49	[0,1]	win	Amb	norm	right	f
Learning	10	841	blue	0.48	[0,1]	win	risk	norm	left	f
Learning	11	891	blue	0.47	[0,1]	win	Amb	norm	right	f
Learning	12	931	blue	0.45	[0,1]	win	Amb	norm	left	j
Learning	13	1409	blue	0.45	[0,1]	win	Amb	norm	left	j
Learning	14	1221	blue	0.44	[0,1]	win	Amb	norm	right	f
Learning	15	1386	blue	0.46	[0,1]	win	Amb	norm	right	f
Learning	1	926	blue	0.5	[0,1]	lose	risk	norm	left	f
Learning	2	1103	blue	0.41	[0,1]	lose	risk	norm	left	f
Learning	3	2011	blue	0.26	[0,1]	lose	risk	norm	left	f
Learning	4	981	blue	0.02	[0,1]	lose	Amb	norm	left	j
Learning	5	1981	blue	0.13	[0,1]	lose	Amb	norm	right	f
Learning	6	1810	blue	0.32	[0,1]	lose	Amb	norm	left	j
Learning	7	754	blue	0.54	[0,1]	lose	risk	norm	left	f
Learning	8	1061	blue	0.4	[0,1]	lose	risk	norm	right	j
Learning	9	1153	blue	0.22	[0,1]	lose	Amb	norm	right	f
Learning	10	1503	blue	0.33	[0,1]	lose	Amb	norm	right	f
Learning	11	1591	blue	0.46	[0,1]	lose	risk	norm	left	f
Learning	12	800	blue	0.4	[0,1]	lose	risk	norm	left	f
Learning	13	1601	blue	0.28	[0,1]	lose	Amb	norm	right	f
Learning	14	1612	blue	0.32	[0,1]	lose	Amb	norm	left	j
Learning	15	1165	blue	0.4	[0,1]	lose	risk	norm	left	f
Learning	1	940	green	0.5	[0,1]	win	risk	norm	left	f
Learning	2	1060	green	0.39	[0,1]	win	risk	norm	left	f
Learning	3	1159	green	0.24	[0,1]	win	Amb	norm	right	f
Learning	4	1197	green	0.29	[0,1]	win	Amb	norm	left	j
Learning	5	1191	green	0.38	[0,1]	win	risk	norm	left	f
Learning	6	1180	green	0.31	[0,1]	win	Amb	norm	right	f
Learning	7	1579	green	0.35	[0,1]	win	Amb	norm	right	f
Learning	8	1235	green	0.41	[0,1]	win	Amb	norm	right	f
Learning	9	1018	green	0.48	[0,1]	win	risk	norm	left	f
Learning	10	1725	green	0.46	[0,1]	win	risk	norm	left	f
Learning	11	1713	green	0.42	[0,1]	win	risk	norm	left	f
Learning	12	1087	green	0.34	[0,1]	win	Amb	norm	right	f
Learning	13	818	green	0.4	[0,1]	win	Amb	norm	right	f
Learning	14	1558	green	0.43	[0,1]	win	risk	norm	left	f
Learning	15	1438	green	0.38	[0,1]	win	Amb	norm	right	f
Learning	1	1054	green	0.5	[0,1]	lose	risk	norm	right	j
Learning	2	1165	green	0.38	[0,1]	lose	risk	norm	left	f
Learning	3	1127	green	0.23	[0,1]	lose	Amb	norm	right	f
Learning	4	1337	green	0.32	[0,1]	lose	Amb	norm	left	j
Learning	5	1208	green	0.44	[0,1]	lose	risk	norm	right	j
Learning	6	1428	green	0.36	[0,1]	lose	risk	norm	left	f
Learning	7	1034	green	0.29	[0,1]	lose	Amb	norm	right	f
Learning	8	2574	green	0.31	[0,1]	lose	Amb	norm	left	j
Learning	9	1392	green	0.36	[0,1]	lose	Amb	norm	right	f
Learning	10	972	green	0.42	[0,1]	lose	risk	norm	right	j
Learning	11	1120	green	0.38	[0,1]	lose	risk	norm	left	f
Learning	12	1194	green	0.32	[0,1]	lose	Amb	norm	left	j
Learning	13	1157	green	0.36	[0,1]	lose	risk	norm	right	j
Learning	14	822	green	0.33	[0,1]	lose	risk	norm	right	j
Learning	15	1252	green	0.31	[0,1]	lose	Amb	norm	left	j
