Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	2124	blue	0.7	right	skew	[""right""]	j
Risk	1	2432	blue	0.5	left	skew	[""left""]	f
Risk	2	1619	blue	0.8	right	skew	[""right""]	j
Risk	3	1426	blue	0.6000000000000001	right	skew	[""right""]	j
Risk	4	2200	blue	0.4	right	skew	[""left""]	j
Risk	5	1123	blue	0.6000000000000001	left	skew	[""left""]	f
Risk	6	1176	blue	0.7	right	skew	[""right""]	j
Risk	7	896	blue	0.7	left	skew	[""left""]	f
Risk	8	856	blue	0.7	left	skew	[""left""]	f
Risk	9	1214	blue	0.7	right	skew	[""right""]	j
Risk	10	1156	blue	0.8999999999999999	left	skew	[""left""]	f
Risk	11	853	blue	0.7	left	skew	[""left""]	f
Risk	12	1076	blue	0.7	right	skew	[""right""]	j
Risk	13	811	blue	0.8	left	skew	[""left""]	f
Risk	14	946	blue	0.7	right	skew	[""right""]	j
Risk	15	1079	blue	0.8	right	skew	[""right""]	j
Risk	16	960	blue	0.7	left	skew	[""left""]	f
Risk	17	1236	blue	0.6000000000000001	left	skew	[""left""]	f
Risk	18	1405	blue	0.5	right	skew	[""right""]	j
Risk	19	1071	blue	0.7	right	skew	[""right""]	j
Risk	20	2742	green	0.5	left	narrow	[""left""]	f
Risk	21	1058	green	0.7	right	narrow	[""right""]	j
Risk	22	1491	green	0.6	right	narrow	[""right""]	j
Risk	23	1835	green	0.5	right	narrow	[""right""]	j
Risk	24	1711	green	0.3	right	narrow	[""left""]	j
Risk	25	941	green	0.6	left	narrow	[""left""]	f
Risk	26	914	green	0.5	right	narrow	[""right""]	j
Risk	27	959	green	0.5	right	narrow	[""right""]	j
Risk	28	1037	green	0.3	left	narrow	[""right""]	f
Risk	29	1149	green	0.5	left	narrow	[""left""]	f
Risk	30	2149	green	0.4	left	narrow	[""right""]	f
Risk	31	1019	green	0.5	right	narrow	[""right""]	j
Risk	32	933	green	0.5	right	narrow	[""right""]	j
Risk	33	803	green	0.5	left	narrow	[""left""]	f
Risk	34	862	green	0.6	left	narrow	[""left""]	f
Risk	35	1526	green	0.4	left	narrow	[""right""]	f
Risk	36	1107	green	0.2	left	narrow	[""right""]	f
Risk	37	1443	green	0.5	right	narrow	[""right""]	j
Risk	38	806	green	0.5	left	narrow	[""left""]	f
Risk	39	858	green	0.4	left	narrow	[""right""]	f
Risk	40	1890	red	0.2	right	wide	[""left""]	j
Risk	41	832	red	0.9	left	wide	[""left""]	f
Risk	42	898	red	0.9	right	wide	[""right""]	j
Risk	43	1003	red	0.2	right	wide	[""left""]	j
Risk	44	1179	red	0.3	left	wide	[""right""]	f
Risk	45	1116	red	0.1	right	wide	[""left""]	j
Risk	46	1098	red	0	right	wide	[""left""]	j
Risk	47	1202	red	0.1	right	wide	[""left""]	j
Risk	48	1618	red	1	right	wide	[""right""]	j
Risk	49	856	red	0.8	left	wide	[""left""]	f
Risk	50	1041	red	0	right	wide	[""left""]	j
Risk	51	875	red	0.8	right	wide	[""right""]	j
Risk	52	938	red	1	right	wide	[""right""]	j
Risk	53	1044	red	0.9	left	wide	[""left""]	f
Risk	54	754	red	0	right	wide	[""left""]	j
Risk	55	914	red	0.1	left	wide	[""right""]	f
Risk	56	859	red	1	left	wide	[""left""]	f
Risk	57	1660	red	0	left	wide	[""right""]	f
Risk	58	978	red	0.7	right	wide	[""right""]	j
Risk	59	1002	red	0	left	wide	[""right""]	f
