Lot_color	dist	percent	value	order
R	skew	0	2	1
R	skew	10	2	1
R	skew	20	2	1
R	skew	30	2	1
R	skew	40	2	1
R	skew	50	2	1
R	skew	60	2	1
R	skew	70	2	1
R	skew	80	2	1
R	skew	90	2	1
R	skew	100	22	1
G	narrow	0	2	2
G	narrow	10	2	2
G	narrow	20	2	2
G	narrow	30	2	2
G	narrow	40	2	2
G	narrow	50	2	2
G	narrow	60	2	2
G	narrow	70	2	2
G	narrow	80	2	2
G	narrow	90	2	2
G	narrow	100	22	2
B	wide	0	2	3
B	wide	10	2	3
B	wide	20	2	3
B	wide	30	2	3
B	wide	40	2	3
B	wide	50	2	3
B	wide	60	2	3
B	wide	70	2	3
B	wide	80	2	3
B	wide	90	2	3
B	wide	100	22	3
