Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	3090	red	0.5	[0,1]	win	risk	norm	right	j
Learning	2	571	red	0.4	[0,1]	win	risk	norm	left	f
Learning	3	657	red	0.24	[0,1]	win	risk	norm	right	j
Learning	4	2933	red	0	[0,1]	win	risk	norm	left	f
Learning	5	NA	red	0	[0,1]	win	Amb	norm	right	
Learning	6	NA	red	0.18	[0,1]	win	Amb	norm	left	
Learning	7	667	red	0.44	[0,1]	win	risk	norm	right	j
Learning	8	2167	red	0.32	[0,1]	win	Amb	norm	right	f
Learning	9	843	red	0.37	[0,1]	win	risk	norm	right	j
Learning	10	584	red	0.34	[0,1]	win	risk	norm	left	f
Learning	11	1111	red	0.27	[0,1]	win	risk	norm	right	j
Learning	12	902	red	0.18	[0,1]	win	risk	norm	right	j
Learning	13	2113	red	0.05	[0,1]	win	risk	norm	right	j
Learning	14	1151	red	0	[0,1]	win	risk	norm	left	f
Learning	15	NA	red	0	[0,1]	win	Amb	norm	right	
Learning	1	1251	green	0.5	[0,1]	lose	risk	norm	right	j
Learning	2	2343	green	0.38	[0,1]	lose	risk	norm	left	f
Learning	3	2069	green	0.24	[0,1]	lose	risk	norm	left	f
Learning	4	2116	green	0.02	[0,1]	lose	risk	norm	right	j
Learning	5	3340	green	0	[0,1]	lose	risk	norm	right	j
Learning	6	2291	green	0	[0,1]	lose	risk	norm	right	j
Learning	7	1060	green	0	[0,1]	lose	risk	norm	right	j
Learning	8	592	green	0	[0,1]	lose	risk	norm	left	f
Learning	9	940	green	0	[0,1]	lose	risk	norm	right	j
Learning	10	644	green	0	[0,1]	lose	risk	norm	left	f
Learning	11	510	green	0	[0,1]	lose	risk	norm	left	f
Learning	12	540	green	0	[0,1]	lose	risk	norm	right	j
Learning	13	430	green	0	[0,1]	lose	risk	norm	left	f
Learning	14	546	green	0	[0,1]	lose	risk	norm	right	j
Learning	15	488	green	0	[0,1]	lose	risk	norm	right	j
Learning	1	1255	blue	0.5	[0,1]	lose	risk	norm	right	j
Learning	2	1120	blue	0.41	[0,1]	lose	risk	norm	left	f
Learning	3	1274	blue	0.25	[0,1]	lose	risk	norm	left	f
Learning	4	714	blue	0.01	[0,1]	lose	risk	norm	left	f
Learning	5	1509	blue	0	[0,1]	lose	risk	norm	right	j
Learning	6	921	blue	0	[0,1]	lose	risk	norm	right	j
Learning	7	788	blue	0	[0,1]	lose	risk	norm	right	j
Learning	8	519	blue	0	[0,1]	lose	risk	norm	left	f
Learning	9	569	blue	0	[0,1]	lose	risk	norm	right	j
