Blocktype	tnum	rt	color	winprob	Amb	choice	dist	side	response
Ambiguity	0	1722	red	0.5	[0.25,0.75]	risk	wide	left	f
Ambiguity	1	2078	red	0.41	[0.25,0.75]	risk	wide	left	f
Ambiguity	2	1807	red	0.24	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	3	1394	red	0.33	[0.25,0.75]	risk	wide	left	f
Ambiguity	4	3133	red	0.3	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	5	1114	red	0.33	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	6	1619	red	0.37	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	7	1527	red	0.42	[0.25,0.75]	risk	wide	right	j
Ambiguity	8	1363	red	0.4	[0.25,0.75]	risk	wide	left	f
Ambiguity	9	1368	red	0.37	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	10	951	red	0.37	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	11	1393	red	0.36	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	12	1887	red	0.37	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	13	945	red	0.43	[0.25,0.75]	risk	wide	right	j
Ambiguity	14	781	red	0.41	[0.25,0.75]	risk	wide	left	f
Ambiguity	15	1002	red	0.5	[0,1]	risk	wide	right	j
Ambiguity	16	2082	red	0.38	[0,1]	risk	wide	right	j
Ambiguity	17	1718	red	0.24	[0,1]	Ambiguous	wide	right	f
Ambiguity	18	3576	red	0.29	[0,1]	risk	wide	left	f
Ambiguity	19	1232	red	0.25	[0,1]	Ambiguous	wide	right	f
Ambiguity	20	1432	red	0.27	[0,1]	risk	wide	right	j
Ambiguity	21	1686	red	0.25	[0,1]	Ambiguous	wide	left	j
Ambiguity	22	849	red	0.26	[0,1]	Ambiguous	wide	left	j
Ambiguity	23	1034	red	0.25	[0,1]	Ambiguous	wide	right	f
Ambiguity	24	965	red	0.23	[0,1]	Ambiguous	wide	left	j
Ambiguity	25	792	red	0.27	[0,1]	Ambiguous	wide	left	j
Ambiguity	26	1062	red	0.29	[0,1]	Ambiguous	wide	left	j
Ambiguity	27	773	red	0.3	[0,1]	risk	wide	left	f
Ambiguity	28	944	red	0.29	[0,1]	Ambiguous	wide	right	f
Ambiguity	29	897	red	0.28	[0,1]	Ambiguous	wide	right	f
Ambiguity	30	2738	blue	0.5	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	31	2135	blue	0.61	[0.25,0.75]	risk	narrow	left	f
Ambiguity	32	2162	blue	0.56	[0.25,0.75]	risk	narrow	left	f
Ambiguity	33	1270	blue	0.47	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	34	1661	blue	0.5	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	35	1641	blue	0.56	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	36	1203	blue	0.64	[0.25,0.75]	risk	narrow	right	j
Ambiguity	37	1273	blue	0.58	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	38	911	blue	0.58	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	39	1180	blue	0.58	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	40	739	blue	0.61	[0.25,0.75]	risk	narrow	left	f
Ambiguity	41	1250	blue	0.58	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	42	1134	blue	0.56	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	43	1044	blue	0.56	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	44	1202	blue	0.59	[0.25,0.75]	risk	narrow	left	f
Ambiguity	45	1067	blue	0.5	[0,1]	Ambiguous	narrow	right	f
Ambiguity	46	1287	blue	0.6	[0,1]	risk	narrow	left	f
Ambiguity	47	1410	blue	0.54	[0,1]	Ambiguous	narrow	left	j
Ambiguity	48	928	blue	0.56	[0,1]	Ambiguous	narrow	right	f
Ambiguity	49	741	blue	0.6	[0,1]	risk	narrow	right	j
Ambiguity	50	730	blue	0.56	[0,1]	Ambiguous	narrow	right	f
Ambiguity	51	858	blue	0.59	[0,1]	risk	narrow	right	j
Ambiguity	52	625	blue	0.57	[0,1]	Ambiguous	narrow	right	f
Ambiguity	53	606	blue	0.56	[0,1]	Ambiguous	narrow	right	f
Ambiguity	54	582	blue	0.53	[0,1]	Ambiguous	narrow	right	f
Ambiguity	55	820	blue	0.53	[0,1]	Ambiguous	narrow	left	j
Ambiguity	56	706	blue	0.55	[0,1]	Ambiguous	narrow	left	j
Ambiguity	57	748	blue	0.53	[0,1]	Ambiguous	narrow	right	f
Ambiguity	58	859	blue	0.52	[0,1]	Ambiguous	narrow	left	j
Ambiguity	59	739	blue	0.56	[0,1]	Ambiguous	narrow	right	f
Ambiguity	60	2678	green	0.5	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	61	1819	green	0.57	[0.25,0.75]	risk	skew	left	f
Ambiguity	62	1551	green	0.5	[0.25,0.75]	risk	skew	right	j
Ambiguity	63	894	green	0.42	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	64	968	green	0.46	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	65	865	green	0.49	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	66	722	green	0.57	[0.25,0.75]	risk	skew	right	j
Ambiguity	67	1141	green	0.52	[0.25,0.75]	risk	skew	left	f
Ambiguity	68	834	green	0.44	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	69	1315	green	0.48	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	70	819	green	0.55	[0.25,0.75]	risk	skew	left	f
Ambiguity	71	1176	green	0.53	[0.25,0.75]	risk	skew	right	j
