Lot_color	dist	percent	value	order
R	skew	0	0	3
R	skew	10	2	3
R	skew	20	3	3
R	skew	30	3	3
R	skew	40	4	3
R	skew	50	4	3
R	skew	60	3	3
R	skew	70	6	3
R	skew	80	5	3
R	skew	90	0	3
R	skew	100	0	3
G	wide	0	3	1
G	wide	10	2	1
G	wide	20	1	1
G	wide	30	3	1
G	wide	40	2	1
G	wide	50	7	1
G	wide	60	3	1
G	wide	70	2	1
G	wide	80	3	1
G	wide	90	5	1
G	wide	100	3	1
B	narrow	0	2	2
B	narrow	10	4	2
B	narrow	20	2	2
B	narrow	30	3	2
B	narrow	40	6	2
B	narrow	50	2	2
B	narrow	60	4	2
B	narrow	70	7	2
B	narrow	80	4	2
B	narrow	90	2	2
B	narrow	100	0	2
