Lot_color	dist	percent	value	order
R	wide	0	0	2
R	wide	10	0	2
R	wide	20	0	2
R	wide	30	0	2
R	wide	40	2	2
R	wide	50	2	2
R	wide	60	0	2
R	wide	70	2	2
R	wide	80	0	2
R	wide	90	0	2
R	wide	100	4	2
G	narrow	0	2	1
G	narrow	10	0	1
G	narrow	20	0	1
G	narrow	30	0	1
G	narrow	40	0	1
G	narrow	50	4	1
G	narrow	60	0	1
G	narrow	70	2	1
G	narrow	80	0	1
G	narrow	90	0	1
G	narrow	100	2	1
B	skew	0	1	3
B	skew	10	0	3
B	skew	20	0	3
B	skew	30	0	3
B	skew	40	0	3
B	skew	50	4	3
B	skew	60	0	3
B	skew	70	4	3
B	skew	80	0	3
B	skew	90	0	3
B	skew	100	1	3
