Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	NA	green	0.6	none	narrow	[""right""]	
Risk	1	2384	green	0.3	right	narrow	[""right""]	j
Risk	2	3325	green	0.4	right	narrow	[""left""]	j
Risk	3	1924	green	0.5	left	narrow	[""right""]	f
Risk	4	2538	green	0.2	left	narrow	[""right""]	f
Risk	5	1581	green	0.5	right	narrow	[""right""]	j
Risk	6	1422	green	0.5	right	narrow	[""right""]	j
Risk	7	2220	green	0.6	right	narrow	[""right""]	j
Risk	8	977	green	0.5	right	narrow	[""right""]	j
Risk	9	1875	green	0.5	left	narrow	[""left""]	f
Risk	10	970	green	0.7	right	narrow	[""right""]	j
Risk	11	815	green	0.5	right	narrow	[""right""]	j
Risk	12	2444	green	0.5	left	narrow	[""left""]	f
Risk	13	1846	green	0.5	left	narrow	[""left""]	f
Risk	14	2031	green	0.5	right	narrow	[""right""]	j
Risk	15	2278	green	0.4	right	narrow	[""right""]	j
Risk	16	2722	green	0.5	right	narrow	[""right""]	j
Risk	17	3669	green	0.4	right	narrow	[""left""]	j
Risk	18	3199	green	0.3	right	narrow	[""left""]	j
Risk	19	1795	green	0.6	right	narrow	[""right""]	j
Risk	20	2570	red	0	right	wide	[""left""]	j
Risk	21	2144	red	0.3	right	wide	[""left""]	j
Risk	22	1936	red	0	right	wide	[""left""]	j
Risk	23	1406	red	0.1	right	wide	[""left""]	j
Risk	24	1379	red	0	left	wide	[""right""]	f
Risk	25	1508	red	0.9	left	wide	[""left""]	f
Risk	26	1173	red	0.9	right	wide	[""right""]	j
Risk	27	1006	red	0.8	right	wide	[""right""]	j
Risk	28	1098	red	1	right	wide	[""right""]	j
Risk	29	868	red	0.8	left	wide	[""left""]	f
Risk	30	1701	red	0.1	left	wide	[""right""]	f
Risk	31	951	red	1	right	wide	[""right""]	j
Risk	32	2170	red	0.2	left	wide	[""right""]	f
Risk	33	904	red	0.9	right	wide	[""right""]	j
Risk	34	1134	red	0.7	left	wide	[""left""]	f
Risk	35	980	red	1	right	wide	[""right""]	j
Risk	36	1027	red	0	right	wide	[""left""]	j
Risk	37	872	red	0.1	left	wide	[""right""]	f
Risk	38	952	red	0.2	left	wide	[""right""]	f
Risk	39	1757	red	0	left	wide	[""right""]	f
Risk	40	2047	blue	0.7	left	skew	[""left""]	f
Risk	41	780	blue	0.8	right	skew	[""right""]	j
Risk	42	536	blue	0.7	right	skew	[""right""]	j
Risk	43	753	blue	0.5	left	skew	[""left""]	f
Risk	44	797	blue	0.8	right	skew	[""right""]	j
Risk	45	1580	blue	0.5	left	skew	[""right""]	f
Risk	46	944	blue	0.7	left	skew	[""left""]	f
Risk	47	1462	blue	0.4	left	skew	[""right""]	f
Risk	48	1468	blue	0.8	right	skew	[""right""]	j
Risk	49	877	blue	0.7	left	skew	[""left""]	f
Risk	50	773	blue	0.7	right	skew	[""right""]	j
Risk	51	860	blue	0.7	left	skew	[""left""]	f
Risk	52	1314	blue	0.6000000000000001	left	skew	[""left""]	f
Risk	53	777	blue	0.7	right	skew	[""right""]	j
Risk	54	900	blue	0.8999999999999999	right	skew	[""right""]	j
Risk	55	719	blue	0.7	left	skew	[""left""]	f
Risk	56	501	blue	0.7	left	skew	[""left""]	f
Risk	57	618	blue	0.7	left	skew	[""left""]	f
Risk	58	2152	blue	0.6000000000000001	right	skew	[""right""]	j
Risk	59	1276	blue	0.6000000000000001	left	skew	[""left""]	f
