Lot_color	dist	percent	value	order
R	skew	0	0	3
R	skew	10	0	3
R	skew	20	1	3
R	skew	30	1	3
R	skew	40	0	3
R	skew	50	2	3
R	skew	60	3	3
R	skew	70	2	3
R	skew	80	2	3
R	skew	90	3	3
R	skew	100	0	3
G	narrow	0	2	2
G	narrow	10	1	2
G	narrow	20	3	2
G	narrow	30	3	2
G	narrow	40	2	2
G	narrow	50	5	2
G	narrow	60	2	2
G	narrow	70	1	2
G	narrow	80	0	2
G	narrow	90	0	2
G	narrow	100	0	2
B	wide	0	3	1
B	wide	10	3	1
B	wide	20	2	1
B	wide	30	2	1
B	wide	40	2	1
B	wide	50	2	1
B	wide	60	1	1
B	wide	70	2	1
B	wide	80	2	1
B	wide	90	1	1
B	wide	100	4	1
