Blocktype	tnum	rt	color	winprob	Amb	choice	dist	side	response
Ambiguity	0	1948	red	0.5	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	1	1960	red	0.6	[0.25,0.75]	risk	wide	right	j
Ambiguity	2	2039	red	0.56	[0.25,0.75]	risk	wide	left	f
Ambiguity	3	2912	red	0.48	[0.25,0.75]	risk	wide	right	j
Ambiguity	4	NA	red	0.37	[0.25,0.75]	Ambiguous	wide	left	
Ambiguity	5	3221	red	0.43	[0.25,0.75]	risk	wide	left	f
Ambiguity	6	2027	red	0.39	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	7	4090	red	0.39	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	8	3499	red	0.42	[0.25,0.75]	risk	wide	left	f
Ambiguity	9	2149	red	0.39	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	10	1831	red	0.38	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	11	4391	red	0.39	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	12	2439	red	0.37	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	13	1739	red	0.37	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	14	1203	red	0.37	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	15	3794	red	0.5	[0,1]	Ambiguous	wide	right	f
Ambiguity	16	3228	red	0.59	[0,1]	risk	wide	left	f
Ambiguity	17	3238	red	0.55	[0,1]	risk	wide	right	j
Ambiguity	18	3601	red	0.47	[0,1]	Ambiguous	wide	left	j
Ambiguity	19	2055	red	0.51	[0,1]	risk	wide	right	j
Ambiguity	20	3582	red	0.48	[0,1]	Ambiguous	wide	left	j
Ambiguity	21	3256	red	0.5	[0,1]	Ambiguous	wide	left	j
Ambiguity	22	1718	red	0.48	[0,1]	Ambiguous	wide	left	j
Ambiguity	23	2105	red	0.51	[0,1]	risk	wide	right	j
Ambiguity	24	2158	red	0.49	[0,1]	Ambiguous	wide	left	j
Ambiguity	25	4109	red	0.51	[0,1]	risk	wide	left	f
Ambiguity	26	1793	red	0.52	[0,1]	risk	wide	right	j
Ambiguity	27	1966	red	0.51	[0,1]	risk	wide	left	f
Ambiguity	28	2493	red	0.49	[0,1]	Ambiguous	wide	right	f
Ambiguity	29	1955	red	0.51	[0,1]	risk	wide	right	j
Ambiguity	30	2946	blue	0.5	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	31	1887	blue	0.61	[0.25,0.75]	risk	narrow	right	j
Ambiguity	32	1343	blue	0.54	[0.25,0.75]	risk	narrow	left	f
Ambiguity	33	1082	blue	0.48	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	34	1661	blue	0.53	[0.25,0.75]	risk	narrow	left	f
Ambiguity	35	2191	blue	0.5	[0.25,0.75]	risk	narrow	right	j
Ambiguity	36	1612	blue	0.45	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	37	1964	blue	0.45	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	38	NA	blue	0.49	[0.25,0.75]	Ambiguous	narrow	left	
Ambiguity	39	1721	blue	0.51	[0.25,0.75]	risk	narrow	right	j
Ambiguity	40	2086	blue	0.48	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	41	1191	blue	0.47	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	42	1333	blue	0.49	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	43	1122	blue	0.48	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	44	1180	blue	0.48	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	45	2090	blue	0.5	[0,1]	risk	narrow	right	j
Ambiguity	46	2457	blue	0.39	[0,1]	Ambiguous	narrow	left	j
Ambiguity	47	1817	blue	0.45	[0,1]	Ambiguous	narrow	right	f
Ambiguity	48	1354	blue	0.53	[0,1]	risk	narrow	right	j
Ambiguity	49	2169	blue	0.48	[0,1]	Ambiguous	narrow	left	j
Ambiguity	50	1983	blue	0.47	[0,1]	Ambiguous	narrow	right	f
Ambiguity	51	1821	blue	0.5	[0,1]	risk	narrow	right	j
Ambiguity	52	2126	blue	0.5	[0,1]	risk	narrow	left	f
Ambiguity	53	4300	blue	0.49	[0,1]	Ambiguous	narrow	right	f
Ambiguity	54	1470	blue	0.48	[0,1]	Ambiguous	narrow	left	j
Ambiguity	55	1135	blue	0.48	[0,1]	Ambiguous	narrow	right	f
Ambiguity	56	913	blue	0.47	[0,1]	Ambiguous	narrow	right	f
Ambiguity	57	1183	blue	0.5	[0,1]	Ambiguous	narrow	left	j
Ambiguity	58	1139	blue	0.54	[0,1]	risk	narrow	left	f
Ambiguity	59	1182	blue	0.5	[0,1]	Ambiguous	narrow	left	j
Ambiguity	60	3739	green	0.5	[0.25,0.75]	risk	skew	left	f
Ambiguity	61	1747	green	0.41	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	62	1796	green	0.48	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	63	1457	green	0.54	[0.25,0.75]	risk	skew	right	j
Ambiguity	64	1354	green	0.5	[0.25,0.75]	risk	skew	left	f
Ambiguity	65	1866	green	0.44	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	66	1515	green	0.47	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	67	1442	green	0.51	[0.25,0.75]	risk	skew	right	j
Ambiguity	68	1143	green	0.5	[0.25,0.75]	risk	skew	right	j
Ambiguity	69	1357	green	0.46	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	70	1290	green	0.45	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	71	929	green	0.44	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	72	1446	green	0.5	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	73	1966	green	0.52	[0.25,0.75]	risk	skew	right	j
Ambiguity	74	1637	green	0.47	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	75	1717	green	0.5	[0,1]	risk	skew	left	f
Ambiguity	76	2430	green	0.38	[0,1]	Ambiguous	skew	left	j
Ambiguity	77	947	green	0.42	[0,1]	Ambiguous	skew	left	j
Ambiguity	78	1532	green	0.48	[0,1]	Ambiguous	skew	right	f
Ambiguity	79	1120	green	0.57	[0,1]	risk	skew	right	j
Ambiguity	80	1311	green	0.5	[0,1]	risk	skew	right	j
Ambiguity	81	1429	green	0.42	[0,1]	Ambiguous	skew	right	f
Ambiguity	82	1417	green	0.44	[0,1]	Ambiguous	skew	right	f
Ambiguity	83	882	green	0.48	[0,1]	Ambiguous	skew	right	f
Ambiguity	84	865	green	0.59	[0,1]	risk	skew	right	j
Ambiguity	85	1294	green	0.54	[0,1]	risk	skew	left	f
