Blocktype	tnum	rt	color	winprob	Amb	choice	dist	side	response
Ambiguity	0	3147	red	0.5	[0.25,0.75]	risk	narrow	left	f
Ambiguity	1	2733	red	0.4	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	2	2670	red	0.45	[0.25,0.75]	risk	narrow	right	j
Ambiguity	3	3025	red	0.43	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	4	2030	red	0.42	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	5	1984	red	0.45	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	6	1986	red	0.45	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	7	3446	red	0.49	[0.25,0.75]	risk	narrow	left	f
Ambiguity	8	2672	red	0.47	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	9	1280	red	0.5	[0.25,0.75]	risk	narrow	right	j
Ambiguity	10	1106	red	0.5	[0.25,0.75]	risk	narrow	left	f
Ambiguity	11	1238	red	0.48	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	12	1041	red	0.5	[0.25,0.75]	risk	narrow	left	f
Ambiguity	13	1056	red	0.49	[0.25,0.75]	risk	narrow	right	j
Ambiguity	14	1418	red	0.48	[0.25,0.75]	risk	narrow	right	j
Ambiguity	15	812	red	0.5	[0,1]	risk	narrow	right	j
Ambiguity	16	3104	red	0.38	[0,1]	Ambiguous	narrow	right	f
Ambiguity	17	3444	red	0.44	[0,1]	Ambiguous	narrow	left	j
Ambiguity	18	2228	red	0.49	[0,1]	Ambiguous	narrow	left	j
Ambiguity	19	3702	red	0.59	[0,1]	risk	narrow	right	j
Ambiguity	20	1283	red	0.53	[0,1]	risk	narrow	left	f
Ambiguity	21	NA	red	0.45	[0,1]	Ambiguous	narrow	left	
Ambiguity	22	1577	red	0.47	[0,1]	risk	narrow	left	f
Ambiguity	23	1585	red	0.45	[0,1]	risk	narrow	left	f
Ambiguity	24	909	red	0.43	[0,1]	risk	narrow	left	f
Ambiguity	25	1101	red	0.38	[0,1]	Ambiguous	narrow	left	j
Ambiguity	26	1552	red	0.4	[0,1]	Ambiguous	narrow	left	j
Ambiguity	27	1801	red	0.41	[0,1]	Ambiguous	narrow	left	j
Ambiguity	28	2175	red	0.45	[0,1]	Ambiguous	narrow	left	j
Ambiguity	29	1264	red	0.54	[0,1]	Ambiguous	narrow	left	j
Ambiguity	30	3302	blue	0.5	[0.25,0.75]	risk	skew	left	f
Ambiguity	31	1970	blue	0.39	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	32	1711	blue	0.46	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	33	1882	blue	0.51	[0.25,0.75]	risk	skew	right	j
Ambiguity	34	1114	blue	0.46	[0.25,0.75]	risk	skew	right	j
Ambiguity	35	1671	blue	0.41	[0.25,0.75]	risk	skew	left	f
Ambiguity	36	1037	blue	0.31	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	37	2433	blue	0.34	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	38	1092	blue	0.37	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	39	3026	blue	0.45	[0.25,0.75]	risk	skew	left	f
Ambiguity	40	1137	blue	0.38	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	41	1028	blue	0.4	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	42	1148	blue	0.42	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	43	1148	blue	0.48	[0.25,0.75]	risk	skew	right	j
Ambiguity	44	1478	blue	0.46	[0.25,0.75]	risk	skew	left	f
Ambiguity	45	607	blue	0.5	[0,1]	risk	skew	left	f
Ambiguity	46	1060	blue	0.39	[0,1]	Ambiguous	skew	right	f
Ambiguity	47	1084	blue	0.41	[0,1]	Ambiguous	skew	right	f
Ambiguity	48	1139	blue	0.47	[0,1]	Ambiguous	skew	left	j
Ambiguity	49	1054	blue	0.55	[0,1]	risk	skew	right	j
Ambiguity	50	1231	blue	0.48	[0,1]	risk	skew	right	j
Ambiguity	51	NA	blue	0.4	[0,1]	Ambiguous	skew	right	
Ambiguity	52	1492	blue	0.41	[0,1]	risk	skew	left	f
Ambiguity	53	2297	blue	0.4	[0,1]	Ambiguous	skew	right	f
Ambiguity	54	898	blue	0.4	[0,1]	Ambiguous	skew	right	f
Ambiguity	55	4445	blue	0.44	[0,1]	Ambiguous	skew	left	j
Ambiguity	56	2749	blue	0.46	[0,1]	risk	skew	right	j
Ambiguity	57	1516	blue	0.44	[0,1]	Ambiguous	skew	left	j
Ambiguity	58	941	blue	0.45	[0,1]	risk	skew	right	j
Ambiguity	59	2299	blue	0.43	[0,1]	Ambiguous	skew	right	f
Ambiguity	60	NA	green	0.5	[0.25,0.75]	Ambiguous	wide	left	
Ambiguity	61	1041	green	0.57	[0.25,0.75]	risk	wide	right	j
Ambiguity	62	2263	green	0.52	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	63	471	green	0.52	[0.25,0.75]	risk	wide	left	f
Ambiguity	64	861	green	0.49	[0.25,0.75]	risk	wide	left	f
Ambiguity	65	545	green	0.47	[0.25,0.75]	risk	wide	left	f
Ambiguity	66	1225	green	0.44	[0.25,0.75]	risk	wide	right	j
Ambiguity	67	979	green	0.38	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	68	813	green	0.37	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	69	1742	green	0.38	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	70	928	green	0.4	[0.25,0.75]	risk	wide	left	f
Ambiguity	71	1081	green	0.36	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	72	1757	green	0.37	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	73	NA	green	0.39	[0.25,0.75]	Ambiguous	wide	left	
Ambiguity	74	1112	green	0.39	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	75	1194	green	0.5	[0,1]	risk	wide	right	j
Ambiguity	76	1702	green	0.38	[0,1]	risk	wide	left	f
Ambiguity	77	1926	green	0.24	[0,1]	Ambiguous	wide	left	j
Ambiguity	78	1481	green	0.33	[0,1]	Ambiguous	wide	right	f
Ambiguity	79	1502	green	0.46	[0,1]	Ambiguous	wide	right	f
Ambiguity	80	1021	green	0.61	[0,1]	risk	wide	right	j
Ambiguity	81	1176	green	0.54	[0,1]	risk	wide	left	f
Ambiguity	82	1567	green	0.41	[0,1]	Ambiguous	wide	right	f
Ambiguity	83	2167	green	0.48	[0,1]	risk	wide	left	f
Ambiguity	84	899	green	0.43	[0,1]	Ambiguous	wide	left	j
Ambiguity	85	749	green	0.45	[0,1]	risk	wide	left	f
Ambiguity	86	809	green	0.45	[0,1]	risk	wide	left	f
Ambiguity	87	1794	green	0.42	[0,1]	risk	wide	left	f
Ambiguity	88	1277	green	0.41	[0,1]	risk	wide	right	j
Ambiguity	89	679	green	0.38	[0,1]	risk	wide	left	f
