Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	1105	green	0.5	right	narrow	[""left""]	j
Risk	1	1127	green	0.5	left	narrow	[""right""]	f
Risk	2	1591	green	0.3	left	narrow	[""left""]	f
Risk	3	913	green	0.6	left	narrow	[""left""]	f
Risk	4	1084	green	0.4	right	narrow	[""left""]	j
Risk	5	907	green	0.5	right	narrow	[""left""]	j
Risk	6	896	green	0.5	left	narrow	[""right""]	f
Risk	7	826	green	0.6	left	narrow	[""left""]	f
Risk	8	716	green	0.6	left	narrow	[""left""]	f
Risk	9	1271	green	0.4	left	narrow	[""right""]	f
Risk	10	976	green	0.2	left	narrow	[""right""]	f
Risk	11	1111	green	0.7	right	narrow	[""right""]	j
Risk	12	826	green	0.5	right	narrow	[""left""]	j
Risk	13	1119	green	0.3	right	narrow	[""left""]	j
Risk	14	779	green	0.5	right	narrow	[""left""]	j
Risk	15	804	green	0.5	right	narrow	[""left""]	j
Risk	16	815	green	0.4	left	narrow	[""right""]	f
Risk	17	805	green	0.5	left	narrow	[""right""]	f
Risk	18	779	green	0.5	right	narrow	[""left""]	j
Risk	19	728	green	0.5	left	narrow	[""right""]	f
Risk	20	1143	blue	0.7	left	wide	[""left""]	f
Risk	21	779	blue	0.1	right	wide	[""left""]	j
Risk	22	1100	blue	1	right	wide	[""right""]	j
Risk	23	916	blue	0	right	wide	[""left""]	j
Risk	24	765	blue	0	left	wide	[""right""]	f
Risk	25	853	blue	0.9	right	wide	[""right""]	j
Risk	26	777	blue	0.2	right	wide	[""left""]	j
Risk	27	1057	blue	0	left	wide	[""right""]	f
Risk	28	839	blue	0	right	wide	[""left""]	j
Risk	29	805	blue	1	right	wide	[""right""]	j
Risk	30	666	blue	0.1	left	wide	[""right""]	f
Risk	31	735	blue	0.1	right	wide	[""left""]	j
Risk	32	680	blue	0.8	right	wide	[""right""]	j
Risk	33	645	blue	0.3	right	wide	[""left""]	j
Risk	34	814	blue	0.8	left	wide	[""left""]	f
Risk	35	646	blue	0.2	left	wide	[""right""]	f
Risk	36	629	blue	1	right	wide	[""right""]	j
Risk	37	834	blue	0.9	left	wide	[""left""]	f
Risk	38	620	blue	0.9	right	wide	[""right""]	j
Risk	39	634	blue	0	left	wide	[""right""]	f
Risk	40	932	red	0.6000000000000001	right	skew	[""right""]	j
Risk	41	717	red	0.6000000000000001	left	skew	[""left""]	f
Risk	42	717	red	0.5	right	skew	[""left""]	j
Risk	43	684	red	0.7	left	skew	[""left""]	f
Risk	44	763	red	0.8	right	skew	[""right""]	j
Risk	45	640	red	0.5	right	skew	[""left""]	j
Risk	46	663	red	0.7	left	skew	[""left""]	f
Risk	47	639	red	0.7	left	skew	[""left""]	f
Risk	48	633	red	0.8	left	skew	[""left""]	f
Risk	49	500	red	0.7	left	skew	[""left""]	f
Risk	50	594	red	0.8	left	skew	[""left""]	f
Risk	51	530	red	0.7	left	skew	[""left""]	f
Risk	52	630	red	0.7	left	skew	[""left""]	f
Risk	53	806	red	0.7	right	skew	[""right""]	j
Risk	54	661	red	0.7	left	skew	[""left""]	f
Risk	55	598	red	0.4	right	skew	[""left""]	j
Risk	56	566	red	0.7	left	skew	[""left""]	f
Risk	57	728	red	0.8999999999999999	right	skew	[""right""]	j
Risk	58	658	red	0.6000000000000001	right	skew	[""right""]	j
Risk	59	474	red	0.7	right	skew	[""right""]	j
