Lot_color	dist	percent	value	order
R	skew	0	0	2
R	skew	10	1	2
R	skew	20	1	2
R	skew	30	8	2
R	skew	40	6	2
R	skew	50	5	2
R	skew	60	-1	2
R	skew	70	1	2
R	skew	80	1	2
R	skew	90	1	2
R	skew	100	-1	2
G	narrow	0	1	1
G	narrow	10	2	1
G	narrow	20	2	1
G	narrow	30	6	1
G	narrow	40	6	1
G	narrow	50	6	1
G	narrow	60	5	1
G	narrow	70	4	1
G	narrow	80	1	1
G	narrow	90	1	1
G	narrow	100	1	1
B	wide	0	2	3
B	wide	10	2	3
B	wide	20	2	3
B	wide	30	3	3
B	wide	40	1	3
B	wide	50	2	3
B	wide	60	3	3
B	wide	70	3	3
B	wide	80	3	3
B	wide	90	4	3
B	wide	100	4	3
