Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	1947	red	0.1	right	wide	[""right""]	j
Risk	1	2423	red	1	left	wide	[""right""]	f
Risk	2	2424	red	0.9	left	wide	[""left""]	f
Risk	3	1073	red	0.7	left	wide	[""left""]	f
Risk	4	1032	red	0.8	left	wide	[""left""]	f
Risk	5	1902	red	0	left	wide	[""right""]	f
Risk	6	3228	red	0.3	left	wide	[""right""]	f
Risk	7	2277	red	0.9	right	wide	[""right""]	j
Risk	8	1881	red	0.2	right	wide	[""left""]	j
Risk	9	1325	red	0.2	right	wide	[""left""]	j
Risk	10	1324	red	0	left	wide	[""right""]	f
Risk	11	950	red	0	left	wide	[""right""]	f
Risk	12	970	red	0.9	right	wide	[""right""]	j
Risk	13	766	red	1	right	wide	[""right""]	j
Risk	14	1562	red	0	left	wide	[""right""]	f
Risk	15	1266	red	1	left	wide	[""left""]	f
Risk	16	1086	red	0.8	right	wide	[""right""]	j
Risk	17	799	red	0	left	wide	[""right""]	f
Risk	18	1122	red	0.1	left	wide	[""right""]	f
Risk	19	753	red	0.1	left	wide	[""right""]	f
Risk	20	2509	green	0.3	left	narrow	[""right""]	f
Risk	21	1082	green	0.5	left	narrow	[""right""]	f
Risk	22	965	green	0.6	left	narrow	[""right""]	f
Risk	23	858	green	0.5	left	narrow	[""right""]	f
Risk	24	872	green	0.5	left	narrow	[""right""]	f
Risk	25	862	green	0.2	right	narrow	[""left""]	j
Risk	26	882	green	0.6	left	narrow	[""right""]	f
Risk	27	839	green	0.4	right	narrow	[""left""]	j
Risk	28	736	green	0.5	left	narrow	[""right""]	f
Risk	29	742	green	0.5	right	narrow	[""left""]	j
Risk	30	752	green	0.3	left	narrow	[""right""]	f
Risk	31	689	green	0.4	right	narrow	[""left""]	j
Risk	32	651	green	0.5	left	narrow	[""right""]	f
Risk	33	650	green	0.5	right	narrow	[""left""]	j
Risk	34	984	green	0.7	left	narrow	[""right""]	f
Risk	35	622	green	0.5	left	narrow	[""right""]	f
Risk	36	624	green	0.5	left	narrow	[""right""]	f
Risk	37	691	green	0.5	right	narrow	[""left""]	j
Risk	38	615	green	0.4	left	narrow	[""right""]	f
Risk	39	650	green	0.6	left	narrow	[""right""]	f
Risk	40	1211	blue	0.7	right	skew	[""right""]	j
Risk	41	1103	blue	0.7	right	skew	[""left""]	j
Risk	42	976	blue	0.7	left	skew	[""left""]	f
Risk	43	832	blue	0.6000000000000001	right	skew	[""left""]	j
Risk	44	724	blue	0.6000000000000001	left	skew	[""right""]	f
Risk	45	1358	blue	0.7	left	skew	[""left""]	f
Risk	46	647	blue	0.7	left	skew	[""left""]	f
Risk	47	788	blue	0.8	right	skew	[""right""]	j
Risk	48	970	blue	0.7	right	skew	[""right""]	j
Risk	49	631	blue	0.8	right	skew	[""right""]	j
Risk	50	750	blue	0.4	right	skew	[""left""]	j
Risk	51	1344	blue	0.7	right	skew	[""right""]	j
Risk	52	521	blue	0.7	right	skew	[""right""]	j
Risk	53	698	blue	0.6000000000000001	left	skew	[""right""]	f
Risk	54	1197	blue	0.5	left	skew	[""right""]	f
Risk	55	2078	blue	0.8	left	skew	[""left""]	f
Risk	56	NA	blue	0.7	none	skew	[""left""]	
Risk	57	1703	blue	0.8999999999999999	right	skew	[""right""]	j
Risk	58	944	blue	0.7	right	skew	[""right""]	j
Risk	59	659	blue	0.5	left	skew	[""right""]	f
