Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	1198	green	0.5	[0,1]	win	risk	norm	left	f
Learning	2	1127	green	0.39	[0,1]	win	Amb	norm	right	f
Learning	3	1707	green	0.43	[0,1]	win	Amb	norm	left	j
Learning	4	944	green	0.53	[0,1]	win	risk	norm	right	j
Learning	5	583	green	0.49	[0,1]	win	risk	norm	right	j
Learning	6	1131	green	0.41	[0,1]	win	Amb	norm	left	j
Learning	7	730	green	0.44	[0,1]	win	Amb	norm	left	j
Learning	8	750	green	0.46	[0,1]	win	risk	norm	left	f
Learning	9	763	green	0.45	[0,1]	win	Amb	norm	left	j
Learning	10	677	green	0.43	[0,1]	win	Amb	norm	left	j
Learning	11	1005	green	0.47	[0,1]	win	Amb	norm	left	j
Learning	12	975	green	0.47	[0,1]	win	Amb	norm	left	j
Learning	13	790	green	0.53	[0,1]	win	risk	norm	right	j
Learning	14	527	green	0.5	[0,1]	win	risk	norm	right	j
Learning	15	623	green	0.46	[0,1]	win	risk	norm	right	j
Learning	1	1250	blue	0.5	[0,1]	win	Amb	norm	right	f
Learning	2	1614	blue	0.6	[0,1]	win	risk	norm	right	j
Learning	3	1780	blue	0.55	[0,1]	win	risk	norm	left	f
Learning	4	1019	blue	0.48	[0,1]	win	Amb	norm	right	f
Learning	5	759	blue	0.52	[0,1]	win	risk	norm	left	f
Learning	6	1277	blue	0.49	[0,1]	win	risk	norm	left	f
Learning	7	1087	blue	0.46	[0,1]	win	risk	norm	left	f
Learning	8	734	blue	0.4	[0,1]	win	Amb	norm	right	f
Learning	9	741	blue	0.41	[0,1]	win	Amb	norm	left	j
Learning	10	715	blue	0.44	[0,1]	win	Amb	norm	left	j
Learning	11	676	blue	0.5	[0,1]	win	Amb	norm	left	j
Learning	12	825	blue	0.59	[0,1]	win	risk	norm	left	f
Learning	13	738	blue	0.54	[0,1]	win	risk	norm	left	f
Learning	14	1526	blue	0.49	[0,1]	win	Amb	norm	right	f
Learning	15	663	blue	0.52	[0,1]	win	risk	norm	left	f
Learning	1	1726	red	0.5	[0,1]	lose	Amb	norm	left	j
Learning	2	544	red	0.59	[0,1]	lose	risk	norm	left	f
Learning	3	611	red	0.53	[0,1]	lose	risk	norm	right	j
Learning	4	1056	red	0.47	[0,1]	lose	Amb	norm	left	j
Learning	5	897	red	0.51	[0,1]	lose	risk	norm	left	f
Learning	6	1027	red	0.48	[0,1]	lose	risk	norm	left	f
Learning	7	1256	red	0.45	[0,1]	lose	risk	norm	left	f
Learning	8	1289	red	0.39	[0,1]	lose	Amb	norm	right	f
Learning	9	1307	red	0.4	[0,1]	lose	risk	norm	left	f
Learning	10	834	red	0.39	[0,1]	lose	Amb	norm	left	j
Learning	11	1133	red	0.37	[0,1]	lose	Amb	norm	left	j
Learning	12	702	red	0.35	[0,1]	lose	Amb	norm	left	j
Learning	13	1115	red	0.38	[0,1]	lose	risk	norm	right	j
Learning	14	776	red	0.38	[0,1]	lose	risk	norm	left	f
Learning	15	791	red	0.38	[0,1]	lose	Amb	norm	left	j
Learning	1	913	blue	0.5	[0,1]	lose	risk	norm	left	f
Learning	2	1145	blue	0.38	[0,1]	lose	Amb	norm	left	j
Learning	3	877	blue	0.45	[0,1]	lose	Amb	norm	left	j
Learning	4	647	blue	0.52	[0,1]	lose	risk	norm	right	j
Learning	5	977	blue	0.46	[0,1]	lose	risk	norm	left	f
Learning	6	890	blue	0.38	[0,1]	lose	Amb	norm	right	f
Learning	7	761	blue	0.43	[0,1]	lose	Amb	norm	right	f
Learning	8	549	blue	0.46	[0,1]	lose	Amb	norm	right	f
Learning	9	912	blue	0.51	[0,1]	lose	risk	norm	left	f
Learning	10	1514	blue	0.46	[0,1]	lose	Amb	norm	right	f
Learning	11	1539	blue	0.5	[0,1]	lose	Amb	norm	left	j
Learning	12	640	blue	0.5	[0,1]	lose	risk	norm	right	j
Learning	13	935	blue	0.49	[0,1]	lose	Amb	norm	left	j
Learning	14	601	blue	0.52	[0,1]	lose	risk	norm	right	j
Learning	15	614	blue	0.51	[0,1]	lose	risk	norm	left	f
Learning	1	1292	red	0.5	[0,1]	win	risk	norm	right	j
Learning	2	727	red	0.41	[0,1]	win	Amb	norm	left	j
Learning	3	534	red	0.47	[0,1]	win	risk	norm	left	f
Learning	4	646	red	0.45	[0,1]	win	risk	norm	left	f
Learning	5	829	red	0.42	[0,1]	win	Amb	norm	right	f
Learning	6	643	red	0.46	[0,1]	win	Amb	norm	right	f
Learning	7	937	red	0.48	[0,1]	win	Amb	norm	right	f
Learning	8	1082	red	0.5	[0,1]	win	risk	norm	left	f
Learning	9	872	red	0.49	[0,1]	win	risk	norm	left	f
Learning	10	614	red	0.47	[0,1]	win	Amb	norm	right	f
Learning	11	558	red	0.5	[0,1]	win	Amb	norm	left	j
Learning	12	1020	red	0.54	[0,1]	win	risk	norm	right	j
Learning	13	862	red	0.53	[0,1]	win	risk	norm	left	f
Learning	14	901	red	0.5	[0,1]	win	Amb	norm	left	j
Learning	15	841	red	0.5	[0,1]	win	risk	norm	right	j
Learning	1	812	green	0.5	[0,1]	lose	Amb	norm	right	f
Learning	2	263	green	0.57	[0,1]	lose	Amb	norm	right	f
