Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	NA	green	0.5	[0,1]	lose	Amb	norm	right	
Learning	2	NA	green	0.61	[0,1]	lose	Amb	norm	left	
Learning	3	NA	green	0.76	[0,1]	lose	Amb	norm	right	
Learning	4	899	green	0.98	[0,1]	lose	Amb	norm	left	j
Learning	5	2139	green	1	[0,1]	lose	risk	norm	right	j
Learning	6	1192	green	0.81	[0,1]	lose	risk	norm	left	f
Learning	7	1162	green	0.54	[0,1]	lose	risk	norm	left	f
Learning	8	1443	green	0.17	[0,1]	lose	Amb	norm	right	f
Learning	9	1117	green	0.37	[0,1]	lose	Amb	norm	left	j
Learning	10	927	green	0.62	[0,1]	lose	risk	norm	left	f
Learning	11	981	green	0.49	[0,1]	lose	Amb	norm	left	j
Learning	12	1239	green	0.57	[0,1]	lose	risk	norm	right	j
Learning	13	1443	green	0.51	[0,1]	lose	risk	norm	right	j
Learning	14	978	green	0.44	[0,1]	lose	Amb	norm	left	j
Learning	15	1257	green	0.44	[0,1]	lose	Amb	norm	left	j
Learning	1	1431	blue	0.5	[0,1]	win	risk	norm	right	j
Learning	2	1200	blue	0.4	[0,1]	win	Amb	norm	right	f
Learning	3	976	blue	0.44	[0,1]	win	Amb	norm	right	f
Learning	4	834	blue	0.51	[0,1]	win	risk	norm	right	j
Learning	5	823	blue	0.47	[0,1]	win	Amb	norm	left	j
Learning	6	1203	blue	0.49	[0,1]	win	Amb	norm	left	j
Learning	7	777	blue	0.49	[0,1]	win	Amb	norm	left	j
Learning	8	723	blue	0.51	[0,1]	win	risk	norm	left	f
Learning	9	905	blue	0.47	[0,1]	win	Amb	norm	left	j
Learning	10	964	blue	0.49	[0,1]	win	Amb	norm	right	f
Learning	11	938	blue	0.49	[0,1]	win	Amb	norm	left	j
Learning	12	781	blue	0.51	[0,1]	win	risk	norm	right	j
Learning	13	652	blue	0.51	[0,1]	win	risk	norm	left	f
Learning	14	684	blue	0.5	[0,1]	win	risk	norm	left	f
Learning	15	962	blue	0.46	[0,1]	win	Amb	norm	right	f
Learning	1	972	green	0.5	[0,1]	win	risk	norm	left	f
Learning	2	753	green	0.39	[0,1]	win	Amb	norm	left	j
Learning	3	1258	green	0.43	[0,1]	win	Amb	norm	right	f
Learning	4	1059	green	0.49	[0,1]	win	Amb	norm	left	j
Learning	5	630	green	0.59	[0,1]	win	risk	norm	left	f
Learning	6	1038	green	0.54	[0,1]	win	risk	norm	right	j
Learning	7	894	green	0.45	[0,1]	win	Amb	norm	right	f
Learning	8	945	green	0.49	[0,1]	win	Amb	norm	left	j
Learning	9	737	green	0.56	[0,1]	win	risk	norm	right	j
Learning	10	742	green	0.54	[0,1]	win	risk	norm	right	j
Learning	11	1097	green	0.48	[0,1]	win	Amb	norm	right	f
Learning	12	1219	green	0.48	[0,1]	win	Amb	norm	left	j
Learning	13	742	green	0.51	[0,1]	win	risk	norm	right	j
Learning	14	941	green	0.49	[0,1]	win	Amb	norm	left	j
Learning	15	1003	green	0.49	[0,1]	win	Amb	norm	left	j
Learning	1	1185	blue	0.5	[0,1]	lose	risk	norm	right	j
Learning	2	972	blue	0.39	[0,1]	lose	Amb	norm	left	j
Learning	3	1346	blue	0.42	[0,1]	lose	Amb	norm	right	f
