Lot_color	dist	percent	value	order
R	wide	0	2	1
R	wide	10	0	1
R	wide	20	1	1
R	wide	30	3	1
R	wide	40	1	1
R	wide	50	4	1
R	wide	60	2	1
R	wide	70	1	1
R	wide	80	1	1
R	wide	90	1	1
R	wide	100	2	1
G	skew	0	1	3
G	skew	10	0	3
G	skew	20	0	3
G	skew	30	1	3
G	skew	40	1	3
G	skew	50	2	3
G	skew	60	3	3
G	skew	70	4	3
G	skew	80	3	3
G	skew	90	1	3
G	skew	100	0	3
B	narrow	0	2	2
B	narrow	10	0	2
B	narrow	20	2	2
B	narrow	30	3	2
B	narrow	40	2	2
B	narrow	50	1	2
B	narrow	60	0	2
B	narrow	70	1	2
B	narrow	80	0	2
B	narrow	90	1	2
B	narrow	100	1	2
