Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	3272	blue	0.5	left	narrow	[""left""]	f
Risk	1	3260	blue	0.7	right	narrow	[""right""]	j
Risk	2	1503	blue	0.6	left	narrow	[""left""]	f
Risk	3	1550	blue	0.5	right	narrow	[""left""]	j
Risk	4	1004	blue	0.6	left	narrow	[""left""]	f
Risk	5	1011	blue	0.2	right	narrow	[""left""]	j
Risk	6	1360	blue	0.5	left	narrow	[""right""]	f
Risk	7	1290	blue	0.5	right	narrow	[""left""]	j
Risk	8	984	blue	0.4	right	narrow	[""left""]	j
Risk	9	1056	blue	0.5	right	narrow	[""left""]	j
Risk	10	1082	blue	0.6	right	narrow	[""right""]	j
Risk	11	1062	blue	0.5	right	narrow	[""left""]	j
Risk	12	2132	blue	0.4	left	narrow	[""left""]	f
Risk	13	816	blue	0.3	right	narrow	[""left""]	j
Risk	14	946	blue	0.4	left	narrow	[""right""]	f
Risk	15	1189	blue	0.5	right	narrow	[""left""]	j
Risk	16	1393	blue	0.5	left	narrow	[""right""]	f
Risk	17	1048	blue	0.5	right	narrow	[""left""]	j
Risk	18	1039	blue	0.5	right	narrow	[""left""]	j
Risk	19	1153	blue	0.3	right	narrow	[""right""]	j
Risk	20	1402	green	0.9	left	wide	[""left""]	f
Risk	21	1050	green	0.9	right	wide	[""right""]	j
Risk	22	1182	green	1	left	wide	[""left""]	f
Risk	23	755	green	1	left	wide	[""left""]	f
Risk	24	894	green	0.8	right	wide	[""right""]	j
Risk	25	1145	green	0	right	wide	[""left""]	j
Risk	26	801	green	1	left	wide	[""left""]	f
Risk	27	1133	green	0.1	left	wide	[""right""]	f
Risk	28	1291	green	0	left	wide	[""right""]	f
Risk	29	1017	green	0.2	left	wide	[""right""]	f
Risk	30	899	green	0.8	right	wide	[""right""]	j
Risk	31	829	green	0	left	wide	[""right""]	f
Risk	32	1295	green	0.3	left	wide	[""right""]	f
Risk	33	1032	green	0.1	right	wide	[""left""]	j
Risk	34	875	green	0	right	wide	[""left""]	j
Risk	35	840	green	0.2	right	wide	[""left""]	j
Risk	36	907	green	0	right	wide	[""right""]	j
Risk	37	999	green	0.9	right	wide	[""right""]	j
Risk	38	1213	green	0.7	left	wide	[""left""]	f
Risk	39	792	green	0.1	right	wide	[""left""]	j
Risk	40	1302	red	0.7	left	skew	[""left""]	f
Risk	41	913	red	0.8	left	skew	[""left""]	f
Risk	42	1849	red	0.5	right	skew	[""right""]	j
Risk	43	812	red	0.6000000000000001	right	skew	[""right""]	j
Risk	44	927	red	0.6000000000000001	left	skew	[""left""]	f
Risk	45	668	red	0.7	left	skew	[""left""]	f
Risk	46	730	red	0.7	right	skew	[""right""]	j
Risk	47	930	red	0.5	left	skew	[""left""]	f
Risk	48	664	red	0.6000000000000001	left	skew	[""left""]	f
Risk	49	710	red	0.7	left	skew	[""left""]	f
Risk	50	649	red	0.8	left	skew	[""left""]	f
Risk	51	834	red	0.7	right	skew	[""right""]	j
Risk	52	688	red	0.7	left	skew	[""left""]	f
Risk	53	968	red	0.4	left	skew	[""right""]	f
Risk	54	866	red	0.7	right	skew	[""right""]	j
Risk	55	739	red	0.8999999999999999	left	skew	[""left""]	f
Risk	56	723	red	0.7	right	skew	[""right""]	j
Risk	57	691	red	0.7	left	skew	[""left""]	f
Risk	58	646	red	0.7	left	skew	[""left""]	f
Risk	59	725	red	0.8	right	skew	[""right""]	j
