Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	2974	red	0.5	[0,1]	lose	Amb	norm	right	f
Learning	2	1554	red	0.59	[0,1]	lose	risk	norm	right	j
Learning	3	3021	red	0.55	[0,1]	lose	risk	norm	right	j
Learning	4	1382	red	0.48	[0,1]	lose	Amb	norm	left	j
Learning	5	1077	red	0.54	[0,1]	lose	risk	norm	right	j
Learning	6	2780	red	0.51	[0,1]	lose	Amb	norm	right	f
Learning	7	1234	red	0.51	[0,1]	lose	risk	norm	left	f
Learning	8	1557	red	0.5	[0,1]	lose	risk	norm	right	j
Learning	9	1464	red	0.5	[0,1]	lose	risk	norm	left	f
Learning	10	1215	red	0.49	[0,1]	lose	Amb	norm	left	j
Learning	11	1543	red	0.5	[0,1]	lose	risk	norm	right	j
Learning	12	903	red	0.48	[0,1]	lose	Amb	norm	left	j
Learning	13	1531	red	0.46	[0,1]	lose	Amb	norm	right	f
Learning	14	1444	red	0.44	[0,1]	lose	Amb	norm	left	j
Learning	15	782	red	0.44	[0,1]	lose	Amb	norm	left	j
Learning	1	1270	green	0.5	[0,1]	win	risk	norm	right	j
Learning	2	1317	green	0.4	[0,1]	win	Amb	norm	right	f
Learning	3	1042	green	0.42	[0,1]	win	Amb	norm	left	j
Learning	4	1131	green	0.48	[0,1]	win	Amb	norm	right	f
Learning	5	634	green	0.57	[0,1]	win	risk	norm	right	j
Learning	6	2360	green	0.49	[0,1]	win	risk	norm	right	j
Learning	7	2288	green	0.4	[0,1]	win	risk	norm	left	f
Learning	8	1131	green	0.27	[0,1]	win	Amb	norm	right	f
Learning	9	965	green	0.31	[0,1]	win	Amb	norm	left	j
Learning	10	1224	green	0.38	[0,1]	win	risk	norm	right	j
Learning	11	813	green	0.33	[0,1]	win	Amb	norm	right	f
Learning	12	2085	green	0.33	[0,1]	win	risk	norm	right	j
Learning	13	567	green	0.3	[0,1]	win	Amb	norm	right	f
Learning	14	1527	green	0.33	[0,1]	win	risk	norm	left	f
Learning	15	1223	green	0.34	[0,1]	win	risk	norm	right	j
Learning	1	2597	green	0.5	[0,1]	lose	risk	norm	right	j
