Blocktype	tnum	rt	color	winprob	Amb	choice	dist	side	response
Ambiguity	0	1861	green	0.5	[0.25,0.75]	risk	narrow	left	f
Ambiguity	1	2481	green	0.41	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	2	1527	green	0.46	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	3	1448	green	0.53	[0.25,0.75]	risk	narrow	left	f
Ambiguity	4	1773	green	0.48	[0.25,0.75]	risk	narrow	right	j
Ambiguity	5	1122	green	0.43	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	6	1273	green	0.43	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	7	1339	green	0.47	[0.25,0.75]	risk	narrow	right	j
Ambiguity	8	1740	green	0.46	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	9	1655	green	0.49	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	10	1046	green	0.52	[0.25,0.75]	risk	narrow	left	f
Ambiguity	11	1059	green	0.51	[0.25,0.75]	risk	narrow	right	j
Ambiguity	12	893	green	0.51	[0.25,0.75]	risk	narrow	right	j
Ambiguity	13	1276	green	0.5	[0.25,0.75]	risk	narrow	left	f
Ambiguity	14	1224	green	0.47	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	15	2059	green	0.5	[0,1]	risk	narrow	left	f
Ambiguity	16	1209	green	0.39	[0,1]	Ambiguous	narrow	left	j
Ambiguity	17	1359	green	0.42	[0,1]	risk	narrow	right	j
Ambiguity	18	1218	green	0.37	[0,1]	Ambiguous	narrow	left	j
Ambiguity	19	985	green	0.38	[0,1]	Ambiguous	narrow	left	j
Ambiguity	20	1006	green	0.4	[0,1]	risk	narrow	right	j
Ambiguity	21	1108	green	0.39	[0,1]	Ambiguous	narrow	left	j
Ambiguity	22	928	green	0.37	[0,1]	Ambiguous	narrow	left	j
Ambiguity	23	764	green	0.36	[0,1]	Ambiguous	narrow	left	j
Ambiguity	24	648	green	0.37	[0,1]	Ambiguous	narrow	left	j
Ambiguity	25	748	green	0.41	[0,1]	risk	narrow	right	j
Ambiguity	26	790	green	0.41	[0,1]	risk	narrow	left	f
Ambiguity	27	1033	green	0.39	[0,1]	Ambiguous	narrow	left	j
Ambiguity	28	873	green	0.38	[0,1]	Ambiguous	narrow	right	f
Ambiguity	29	751	green	0.41	[0,1]	risk	narrow	left	f
Ambiguity	30	1363	blue	0.5	[0.25,0.75]	risk	wide	left	f
Ambiguity	31	1815	blue	0.41	[0.25,0.75]	risk	wide	right	j
Ambiguity	32	1019	blue	0.27	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	33	1105	blue	0.33	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	34	2018	blue	0.43	[0.25,0.75]	risk	wide	left	f
Ambiguity	35	1076	blue	0.35	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	36	2437	blue	0.4	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	37	2013	blue	0.41	[0.25,0.75]	risk	wide	left	f
Ambiguity	38	1262	blue	0.38	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	39	1174	blue	0.4	[0.25,0.75]	risk	wide	left	f
Ambiguity	40	1023	blue	0.38	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	41	1217	blue	0.36	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	42	1109	blue	0.38	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	43	1466	blue	0.37	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	44	1297	blue	0.37	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	45	1015	blue	0.5	[0,1]	risk	wide	left	f
Ambiguity	46	1795	blue	0.39	[0,1]	risk	wide	right	j
Ambiguity	47	1760	blue	0.24	[0,1]	Ambiguous	wide	left	j
Ambiguity	48	1781	blue	0.34	[0,1]	risk	wide	right	j
Ambiguity	49	1425	blue	0.28	[0,1]	Ambiguous	wide	left	j
Ambiguity	50	1671	blue	0.29	[0,1]	Ambiguous	wide	left	j
Ambiguity	51	1487	blue	0.29	[0,1]	Ambiguous	wide	left	j
Ambiguity	52	1184	blue	0.35	[0,1]	risk	wide	right	j
Ambiguity	53	1001	blue	0.34	[0,1]	risk	wide	left	f
Ambiguity	54	1808	blue	0.3	[0,1]	risk	wide	left	f
Ambiguity	55	844	blue	0.25	[0,1]	Ambiguous	wide	left	j
Ambiguity	56	915	blue	0.29	[0,1]	Ambiguous	wide	left	j
Ambiguity	57	992	blue	0.35	[0,1]	risk	wide	left	f
Ambiguity	58	1385	blue	0.33	[0,1]	Ambiguous	wide	right	f
Ambiguity	59	1103	blue	0.35	[0,1]	risk	wide	right	j
Ambiguity	60	1813	red	0.5	[0.25,0.75]	risk	skew	right	j
Ambiguity	61	1261	red	0.39	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	62	1303	red	0.46	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	63	1382	red	0.56	[0.25,0.75]	risk	skew	left	f
Ambiguity	64	1102	red	0.51	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	65	983	red	0.54	[0.25,0.75]	risk	skew	left	f
Ambiguity	66	1068	red	0.54	[0.25,0.75]	risk	skew	right	j
Ambiguity	67	1342	red	0.54	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	68	1520	red	0.55	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	69	988	red	0.54	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	70	965	red	0.55	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	71	1055	red	0.57	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	72	1018	red	0.63	[0.25,0.75]	risk	skew	right	j
Ambiguity	73	1667	red	0.6	[0.25,0.75]	risk	skew	right	j
