Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	1878	blue	0.5	[0,1]	win	Amb	norm	right	f
Learning	2	1599	blue	0.6	[0,1]	win	Amb	norm	left	j
Learning	3	1528	blue	0.73	[0,1]	win	risk	norm	right	j
Learning	4	535	blue	0.67	[0,1]	win	risk	norm	right	j
Learning	5	1092	blue	0.54	[0,1]	win	risk	norm	left	f
Learning	6	648	blue	0.38	[0,1]	win	Amb	norm	left	j
Learning	7	884	blue	0.46	[0,1]	win	Amb	norm	left	j
Learning	8	1193	blue	0.57	[0,1]	win	risk	norm	right	j
Learning	9	2714	blue	0.49	[0,1]	win	risk	norm	left	f
Learning	10	1473	blue	0.41	[0,1]	win	Amb	norm	right	f
Learning	11	1483	blue	0.48	[0,1]	win	risk	norm	right	j
Learning	12	1276	blue	0.46	[0,1]	win	Amb	norm	right	f
Learning	13	1070	blue	0.47	[0,1]	win	Amb	norm	right	f
Learning	14	954	blue	0.46	[0,1]	win	Amb	norm	right	f
Learning	15	1132	blue	0.47	[0,1]	win	risk	norm	left	f
Learning	1	829	green	0.5	[0,1]	win	risk	norm	right	j
Learning	2	945	green	0.39	[0,1]	win	Amb	norm	left	j
Learning	3	1170	green	0.45	[0,1]	win	Amb	norm	left	j
Learning	4	900	green	0.52	[0,1]	win	risk	norm	right	j
Learning	5	1001	green	0.47	[0,1]	win	Amb	norm	left	j
Learning	6	1576	green	0.49	[0,1]	win	risk	norm	right	j
Learning	7	996	green	0.47	[0,1]	win	Amb	norm	left	j
Learning	8	1015	green	0.47	[0,1]	win	Amb	norm	left	j
Learning	9	652	green	0.45	[0,1]	win	Amb	norm	left	j
Learning	10	648	green	0.46	[0,1]	win	Amb	norm	left	j
Learning	11	592	green	0.5	[0,1]	win	risk	norm	left	f
Learning	12	810	green	0.5	[0,1]	win	risk	norm	left	f
Learning	13	641	green	0.47	[0,1]	win	Amb	norm	left	j
Learning	14	1324	green	0.47	[0,1]	win	Amb	norm	right	f
Learning	15	496	green	0.5	[0,1]	win	risk	norm	right	j
Learning	1	689	green	0.5	[0,1]	lose	risk	norm	right	j
Learning	2	1395	green	0.4	[0,1]	lose	Amb	norm	right	f
Learning	3	1709	green	0.45	[0,1]	lose	Amb	norm	right	f
Learning	4	511	green	0.53	[0,1]	lose	risk	norm	right	j
Learning	5	792	green	0.48	[0,1]	lose	Amb	norm	right	f
Learning	6	452	green	0.52	[0,1]	lose	risk	norm	right	j
Learning	7	806	green	0.49	[0,1]	lose	Amb	norm	right	f
Learning	8	1240	green	0.49	[0,1]	lose	Amb	norm	left	j
Learning	9	900	green	0.47	[0,1]	lose	Amb	norm	left	j
