Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	NA	red	0.5	[0,1]	win	Amb	norm	left	
Learning	2	1075	red	0.61	[0,1]	win	risk	norm	left	f
Learning	3	1188	red	0.55	[0,1]	win	risk	norm	right	j
Learning	4	1658	red	0.49	[0,1]	win	Amb	norm	left	j
Learning	5	680	red	0.55	[0,1]	win	Amb	norm	right	f
Learning	6	1027	red	0.61	[0,1]	win	Amb	norm	right	f
Learning	7	739	red	0.71	[0,1]	win	risk	norm	right	j
Learning	8	613	red	0.68	[0,1]	win	risk	norm	right	j
Learning	9	718	red	0.62	[0,1]	win	Amb	norm	left	j
Learning	10	1240	red	0.66	[0,1]	win	Amb	norm	right	f
Learning	11	739	red	0.73	[0,1]	win	risk	norm	right	j
Learning	12	724	red	0.69	[0,1]	win	Amb	norm	left	j
Learning	13	650	red	0.72	[0,1]	win	risk	norm	right	j
Learning	14	1020	red	0.7	[0,1]	win	risk	norm	left	f
Learning	15	898	red	0.67	[0,1]	win	Amb	norm	right	f
Learning	1	2220	green	0.5	[0,1]	lose	risk	norm	left	f
Learning	2	1136	green	0.41	[0,1]	lose	Amb	norm	right	f
Learning	3	728	green	0.43	[0,1]	lose	Amb	norm	right	f
Learning	4	1095	green	0.48	[0,1]	lose	risk	norm	left	f
Learning	5	747	green	0.43	[0,1]	lose	Amb	norm	left	j
Learning	6	986	green	0.45	[0,1]	lose	Amb	norm	right	f
Learning	7	557	green	0.46	[0,1]	lose	Amb	norm	right	f
Learning	8	1014	green	0.52	[0,1]	lose	risk	norm	left	f
Learning	9	852	green	0.5	[0,1]	lose	risk	norm	right	j
Learning	10	1129	green	0.48	[0,1]	lose	Amb	norm	left	j
Learning	11	873	green	0.47	[0,1]	lose	Amb	norm	left	j
Learning	12	454	green	0.48	[0,1]	lose	Amb	norm	left	j
Learning	13	981	green	0.52	[0,1]	lose	risk	norm	right	j
Learning	14	1202	green	0.51	[0,1]	lose	risk	norm	left	f
Learning	15	515	green	0.47	[0,1]	lose	Amb	norm	left	j
Learning	1	1338	blue	0.5	[0,1]	lose	risk	norm	right	j
Learning	2	787	blue	0.38	[0,1]	lose	Amb	norm	left	j
Learning	3	1612	blue	0.44	[0,1]	lose	Amb	norm	right	f
Learning	4	1096	blue	0.54	[0,1]	lose	risk	norm	left	f
Learning	5	630	blue	0.5	[0,1]	lose	Amb	norm	left	j
Learning	6	453	blue	0.5	[0,1]	lose	Amb	norm	left	j
Learning	7	1002	blue	0.54	[0,1]	lose	risk	norm	left	f
Learning	8	597	blue	0.51	[0,1]	lose	risk	norm	left	f
Learning	9	747	blue	0.49	[0,1]	lose	Amb	norm	left	j
Learning	10	958	blue	0.48	[0,1]	lose	Amb	norm	right	f
Learning	11	530	blue	0.48	[0,1]	lose	Amb	norm	right	f
Learning	12	580	blue	0.48	[0,1]	lose	Amb	norm	right	f
Learning	13	889	blue	0.52	[0,1]	lose	risk	norm	left	f
Learning	14	397	blue	0.49	[0,1]	lose	risk	norm	right	j
Learning	15	532	blue	0.46	[0,1]	lose	risk	norm	left	f
Learning	1	2584	blue	0.5	[0,1]	win	risk	norm	left	f
Learning	2	702	blue	0.41	[0,1]	win	Amb	norm	left	j
Learning	3	825	blue	0.45	[0,1]	win	Amb	norm	right	f
