Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	2610	blue	0.6	left	narrow	[""left""]	f
Risk	1	1623	blue	0.5	right	narrow	[""right""]	j
Risk	2	1116	blue	0.5	left	narrow	[""left""]	f
Risk	3	1499	blue	0.6	right	narrow	[""right""]	j
Risk	4	2549	blue	0.4	left	narrow	[""right""]	f
Risk	5	1399	blue	0.6	right	narrow	[""right""]	j
Risk	6	NA	blue	0.3	none	narrow	[""left""]	
Risk	7	1319	blue	0.4	right	narrow	[""left""]	j
Risk	8	1085	blue	0.3	left	narrow	[""right""]	f
Risk	9	1180	blue	0.4	right	narrow	[""left""]	j
Risk	10	1223	blue	0.7	left	narrow	[""left""]	f
Risk	11	1349	blue	0.5	right	narrow	[""left""]	j
Risk	12	1269	blue	0.5	right	narrow	[""right""]	j
Risk	13	930	blue	0.5	right	narrow	[""left""]	j
Risk	14	812	blue	0.5	left	narrow	[""left""]	f
Risk	15	1106	blue	0.5	left	narrow	[""left""]	f
Risk	16	1090	blue	0.2	left	narrow	[""right""]	f
Risk	17	1266	blue	0.5	left	narrow	[""right""]	f
Risk	18	916	blue	0.5	right	narrow	[""right""]	j
Risk	19	766	blue	0.5	right	narrow	[""right""]	j
Risk	20	2079	green	0.1	left	wide	[""right""]	f
Risk	21	1129	green	0	left	wide	[""right""]	f
Risk	22	1102	green	1	right	wide	[""right""]	j
Risk	23	770	green	1	left	wide	[""left""]	f
Risk	24	1385	green	0.2	left	wide	[""right""]	f
Risk	25	1282	green	0.9	left	wide	[""left""]	f
Risk	26	1433	green	0.3	left	wide	[""right""]	f
Risk	27	1283	green	0.9	right	wide	[""right""]	j
Risk	28	856	green	1	left	wide	[""left""]	f
Risk	29	1070	green	0	left	wide	[""right""]	f
Risk	30	1090	green	0.8	right	wide	[""right""]	j
Risk	31	976	green	0	left	wide	[""right""]	f
Risk	32	1430	green	0.8	right	wide	[""right""]	j
Risk	33	758	green	0.2	right	wide	[""left""]	j
Risk	34	1174	green	0.1	right	wide	[""left""]	j
Risk	35	825	green	0	left	wide	[""right""]	f
Risk	36	1159	green	0.7	left	wide	[""left""]	f
Risk	37	773	green	0.1	right	wide	[""left""]	j
Risk	38	812	green	0.9	left	wide	[""left""]	f
Risk	39	667	green	0	right	wide	[""left""]	j
Risk	40	1174	red	0.8	right	skew	[""right""]	j
Risk	41	956	red	0.6000000000000001	right	skew	[""right""]	j
Risk	42	629	red	0.8999999999999999	right	skew	[""right""]	j
Risk	43	702	red	0.7	right	skew	[""right""]	j
Risk	44	678	red	0.7	left	skew	[""left""]	f
Risk	45	638	red	0.7	right	skew	[""right""]	j
Risk	46	597	red	0.7	left	skew	[""left""]	f
Risk	47	982	red	0.6000000000000001	right	skew	[""right""]	j
Risk	48	840	red	0.5	left	skew	[""right""]	f
Risk	49	1060	red	0.5	left	skew	[""right""]	f
Risk	50	905	red	0.7	left	skew	[""left""]	f
Risk	51	592	red	0.7	left	skew	[""left""]	f
Risk	52	678	red	0.8	right	skew	[""right""]	j
Risk	53	754	red	0.7	left	skew	[""left""]	f
Risk	54	1101	red	0.4	right	skew	[""left""]	j
Risk	55	991	red	0.7	right	skew	[""right""]	j
Risk	56	688	red	0.7	right	skew	[""right""]	j
Risk	57	793	red	0.7	right	skew	[""right""]	j
Risk	58	902	red	0.8	right	skew	[""right""]	j
Risk	59	954	red	0.6000000000000001	right	skew	[""right""]	j
