Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	995	green	0	left	wide	[""right""]	f
Risk	1	807	green	1	left	wide	[""left""]	f
Risk	2	934	green	0.1	left	wide	[""right""]	f
Risk	3	839	green	1	left	wide	[""left""]	f
Risk	4	1164	green	0.7	left	wide	[""left""]	f
Risk	5	1040	green	0.1	left	wide	[""right""]	f
Risk	6	871	green	0.9	right	wide	[""right""]	j
Risk	7	1526	green	0.8	left	wide	[""left""]	f
Risk	8	1065	green	0.2	right	wide	[""left""]	j
Risk	9	1353	green	0.1	right	wide	[""left""]	j
Risk	10	1076	green	0.9	right	wide	[""right""]	j
Risk	11	970	green	0	left	wide	[""right""]	f
Risk	12	948	green	0.3	left	wide	[""right""]	f
Risk	13	821	green	1	right	wide	[""right""]	j
Risk	14	985	green	0	left	wide	[""right""]	f
Risk	15	1459	green	0	right	wide	[""left""]	j
Risk	16	809	green	0.2	right	wide	[""left""]	j
Risk	17	727	green	0	left	wide	[""right""]	f
Risk	18	864	green	0.8	right	wide	[""right""]	j
Risk	19	547	green	0.9	left	wide	[""left""]	f
Risk	20	1437	red	0.5	left	narrow	[""right""]	f
Risk	21	897	red	0.2	right	narrow	[""left""]	j
Risk	22	700	red	0.3	right	narrow	[""left""]	j
Risk	23	968	red	0.5	right	narrow	[""left""]	j
Risk	24	826	red	0.4	right	narrow	[""left""]	j
Risk	25	1090	red	0.6	right	narrow	[""left""]	j
Risk	26	683	red	0.5	left	narrow	[""right""]	f
Risk	27	585	red	0.5	left	narrow	[""right""]	f
Risk	28	468	red	0.5	left	narrow	[""right""]	f
Risk	29	680	red	0.5	left	narrow	[""right""]	f
Risk	30	1104	red	0.3	left	narrow	[""right""]	f
Risk	31	1127	red	0.7	right	narrow	[""right""]	j
Risk	32	1024	red	0.4	right	narrow	[""left""]	j
Risk	33	1227	red	0.6	left	narrow	[""right""]	f
Risk	34	1114	red	0.6	right	narrow	[""left""]	j
Risk	35	722	red	0.4	left	narrow	[""right""]	f
Risk	36	862	red	0.5	left	narrow	[""right""]	f
Risk	37	465	red	0.5	left	narrow	[""right""]	f
Risk	38	562	red	0.5	left	narrow	[""right""]	f
Risk	39	672	red	0.5	right	narrow	[""left""]	j
Risk	40	1780	blue	0.7	left	skew	[""right""]	f
Risk	41	1091	blue	0.7	left	skew	[""right""]	f
Risk	42	761	blue	0.6000000000000001	right	skew	[""left""]	j
Risk	43	702	blue	0.4	left	skew	[""right""]	f
Risk	44	571	blue	0.8	right	skew	[""right""]	j
Risk	45	757	blue	0.7	right	skew	[""left""]	j
Risk	46	436	blue	0.7	right	skew	[""left""]	j
Risk	47	803	blue	0.7	left	skew	[""right""]	f
Risk	48	1357	blue	0.7	left	skew	[""right""]	f
Risk	49	685	blue	0.6000000000000001	right	skew	[""left""]	j
Risk	50	715	blue	0.7	right	skew	[""left""]	j
Risk	51	797	blue	0.7	left	skew	[""right""]	f
Risk	52	470	blue	0.7	left	skew	[""right""]	f
Risk	53	727	blue	0.5	left	skew	[""right""]	f
Risk	54	1185	blue	0.8	left	skew	[""left""]	f
Risk	55	797	blue	0.7	left	skew	[""right""]	f
Risk	56	821	blue	0.8	right	skew	[""right""]	j
Risk	57	658	blue	0.8999999999999999	right	skew	[""right""]	j
Risk	58	688	blue	0.5	right	skew	[""left""]	j
Risk	59	NA	blue	0.6000000000000001	none	skew	[""left""]	
