Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	1725	blue	0.5	[0,1]	win	risk	norm	left	f
Learning	2	956	blue	0.39	[0,1]	win	risk	norm	left	f
Learning	3	1044	blue	0.24	[0,1]	win	Amb	norm	left	j
Learning	4	781	blue	0.34	[0,1]	win	Amb	norm	left	j
Learning	5	650	blue	0.43	[0,1]	win	Amb	norm	left	j
Learning	6	563	blue	0.62	[0,1]	win	risk	norm	right	j
Learning	7	725	blue	0.53	[0,1]	win	Amb	norm	left	j
Learning	8	670	blue	0.55	[0,1]	win	risk	norm	left	f
Learning	9	565	blue	0.51	[0,1]	win	risk	norm	right	j
Learning	10	575	blue	0.49	[0,1]	win	Amb	norm	left	j
Learning	11	731	blue	0.48	[0,1]	win	risk	norm	left	f
Learning	12	622	blue	0.46	[0,1]	win	risk	norm	left	f
Learning	13	513	blue	0.43	[0,1]	win	risk	norm	right	j
Learning	14	664	blue	0.41	[0,1]	win	risk	norm	right	j
Learning	15	809	blue	0.36	[0,1]	win	Amb	norm	left	j
Learning	1	783	green	0.5	[0,1]	lose	risk	norm	left	f
Learning	2	598	green	0.38	[0,1]	lose	Amb	norm	right	f
Learning	3	573	green	0.45	[0,1]	lose	risk	norm	right	j
Learning	4	557	green	0.41	[0,1]	lose	risk	norm	right	j
Learning	5	513	green	0.36	[0,1]	lose	risk	norm	right	j
Learning	6	498	green	0.3	[0,1]	lose	Amb	norm	right	f
Learning	7	851	green	0.34	[0,1]	lose	Amb	norm	left	j
Learning	8	659	green	0.38	[0,1]	lose	Amb	norm	right	f
Learning	9	698	green	0.41	[0,1]	lose	risk	norm	right	j
Learning	10	591	green	0.37	[0,1]	lose	Amb	norm	left	j
Learning	11	816	green	0.36	[0,1]	lose	risk	norm	right	j
Learning	12	548	green	0.34	[0,1]	lose	Amb	norm	right	f
Learning	13	889	green	0.35	[0,1]	lose	Amb	norm	left	j
Learning	14	615	green	0.38	[0,1]	lose	risk	norm	right	j
Learning	15	583	green	0.36	[0,1]	lose	Amb	norm	right	f
Learning	1	1046	green	0.5	[0,1]	win	risk	norm	right	j
Learning	2	842	green	0.38	[0,1]	win	Amb	norm	left	j
Learning	3	652	green	0.41	[0,1]	win	Amb	norm	right	f
Learning	4	940	green	0.48	[0,1]	win	Amb	norm	left	j
Learning	5	776	green	0.61	[0,1]	win	risk	norm	left	f
Learning	6	81	green	0.54	[0,1]	win	risk	norm	left	f
Learning	7	572	green	0.44	[0,1]	win	Amb	norm	left	j
Learning	8	923	green	0.48	[0,1]	win	Amb	norm	right	f
Learning	9	959	green	0.51	[0,1]	win	risk	norm	right	j
Learning	10	567	green	0.46	[0,1]	win	Amb	norm	left	j
Learning	11	732	green	0.45	[0,1]	win	Amb	norm	right	f
Learning	12	738	green	0.49	[0,1]	win	Amb	norm	left	j
Learning	13	511	green	0.51	[0,1]	win	risk	norm	left	f
Learning	14	589	green	0.48	[0,1]	win	Amb	norm	left	j
Learning	15	598	green	0.51	[0,1]	win	risk	norm	left	f
Learning	1	755	red	0.5	[0,1]	win	risk	norm	right	j
Learning	2	600	red	0.39	[0,1]	win	Amb	norm	left	j
Learning	3	548	red	0.43	[0,1]	win	Amb	norm	left	j
Learning	4	550	red	0.52	[0,1]	win	risk	norm	right	j
Learning	5	609	red	0.49	[0,1]	win	Amb	norm	left	j
Learning	6	660	red	0.5	[0,1]	win	risk	norm	left	f
Learning	7	677	red	0.5	[0,1]	win	risk	norm	left	f
Learning	8	1183	red	0.49	[0,1]	win	Amb	norm	right	f
Learning	9	940	red	0.52	[0,1]	win	Amb	norm	left	j
Learning	10	531	red	0.54	[0,1]	win	risk	norm	right	j
Learning	11	638	red	0.54	[0,1]	win	risk	norm	left	f
Learning	12	465	red	0.51	[0,1]	win	risk	norm	right	j
Learning	13	702	red	0.48	[0,1]	win	Amb	norm	left	j
Learning	14	799	red	0.51	[0,1]	win	risk	norm	right	j
Learning	15	572	red	0.51	[0,1]	win	risk	norm	left	f
Learning	1	1703	red	0.5	[0,1]	lose	risk	norm	left	f
Learning	2	970	red	0.38	[0,1]	lose	Amb	norm	left	j
Learning	3	639	red	0.45	[0,1]	lose	risk	norm	left	f
Learning	4	555	red	0.43	[0,1]	lose	Amb	norm	right	f
Learning	5	492	red	0.41	[0,1]	lose	Amb	norm	right	f
Learning	6	526	red	0.41	[0,1]	lose	Amb	norm	left	j
Learning	7	461	red	0.46	[0,1]	lose	risk	norm	right	j
Learning	8	474	red	0.46	[0,1]	lose	Amb	norm	right	f
Learning	9	487	red	0.44	[0,1]	lose	Amb	norm	left	j
Learning	10	522	red	0.45	[0,1]	lose	Amb	norm	left	j
