Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	2932	green	0.5	[0,1]	win	Amb	norm	right	f
Learning	2	2468	green	0.61	[0,1]	win	Amb	norm	left	j
Learning	3	965	green	0.75	[0,1]	win	Amb	norm	right	f
Learning	4	850	green	0.95	[0,1]	win	risk	norm	right	j
Learning	5	951	green	0.84	[0,1]	win	risk	norm	right	j
Learning	6	1429	green	0.68	[0,1]	win	risk	norm	left	f
Learning	7	1231	green	0.43	[0,1]	win	Amb	norm	right	f
Learning	8	1149	green	0.56	[0,1]	win	Amb	norm	right	f
Learning	9	1177	green	0.76	[0,1]	win	risk	norm	right	j
Learning	10	1214	green	0.68	[0,1]	win	Amb	norm	left	j
Learning	11	824	green	0.74	[0,1]	win	risk	norm	left	f
Learning	12	772	green	0.7	[0,1]	win	risk	norm	left	f
Learning	13	1069	green	0.64	[0,1]	win	risk	norm	right	j
Learning	14	1777	green	0.59	[0,1]	win	Amb	norm	right	f
Learning	15	1502	green	0.6	[0,1]	win	Amb	norm	left	j
Learning	1	1837	blue	0.5	[0,1]	win	Amb	norm	left	j
Learning	2	952	blue	0.58	[0,1]	win	risk	norm	right	j
Learning	3	1467	blue	0.51	[0,1]	win	Amb	norm	left	j
Learning	4	1067	blue	0.56	[0,1]	win	Amb	norm	left	j
Learning	5	853	blue	0.62	[0,1]	win	risk	norm	left	f
Learning	6	781	blue	0.61	[0,1]	win	risk	norm	right	j
Learning	7	1554	blue	0.58	[0,1]	win	risk	norm	left	f
Learning	8	815	blue	0.52	[0,1]	win	risk	norm	right	j
Learning	9	1311	blue	0.46	[0,1]	win	Amb	norm	right	f
Learning	10	908	blue	0.48	[0,1]	win	Amb	norm	left	j
Learning	11	1459	blue	0.52	[0,1]	win	Amb	norm	right	f
Learning	12	1581	blue	0.61	[0,1]	win	Amb	norm	left	j
Learning	13	981	blue	0.74	[0,1]	win	risk	norm	right	j
Learning	14	747	blue	0.7	[0,1]	win	risk	norm	right	j
Learning	15	1425	blue	0.61	[0,1]	win	risk	norm	left	f
Learning	1	NA	blue	0.5	[0,1]	lose	Amb	norm	left	
Learning	2	2469	blue	0.62	[0,1]	lose	risk	norm	left	f
Learning	3	1697	blue	0.55	[0,1]	lose	Amb	norm	right	f
Learning	4	1807	blue	0.56	[0,1]	lose	Amb	norm	left	j
Learning	5	1068	blue	0.6	[0,1]	lose	risk	norm	right	j
Learning	6	811	blue	0.57	[0,1]	lose	risk	norm	right	j
Learning	7	2095	blue	0.53	[0,1]	lose	risk	norm	left	f
Learning	8	993	blue	0.49	[0,1]	lose	risk	norm	left	f
Learning	9	953	blue	0.43	[0,1]	lose	Amb	norm	left	j
Learning	10	925	blue	0.45	[0,1]	lose	Amb	norm	left	j
Learning	11	1080	blue	0.5	[0,1]	lose	risk	norm	left	f
Learning	12	1593	blue	0.49	[0,1]	lose	Amb	norm	left	j
Learning	13	1374	blue	0.51	[0,1]	lose	risk	norm	right	j
Learning	14	830	blue	0.51	[0,1]	lose	risk	norm	right	j
Learning	15	1682	blue	0.48	[0,1]	lose	risk	norm	right	j
Learning	1	2438	green	0.5	[0,1]	lose	risk	norm	right	j
Learning	2	1138	green	0.39	[0,1]	lose	Amb	norm	right	f
Learning	3	1274	green	0.43	[0,1]	lose	Amb	norm	left	j
Learning	4	1352	green	0.48	[0,1]	lose	Amb	norm	right	f
Learning	5	743	green	0.6	[0,1]	lose	risk	norm	right	j
Learning	6	1927	green	0.52	[0,1]	lose	Amb	norm	left	j
Learning	7	1124	green	0.53	[0,1]	lose	risk	norm	right	j
Learning	8	886	green	0.51	[0,1]	lose	risk	norm	right	j
Learning	9	1251	green	0.48	[0,1]	lose	Amb	norm	right	f
Learning	10	917	green	0.46	[0,1]	lose	Amb	norm	right	f
Learning	11	869	green	0.46	[0,1]	lose	risk	norm	right	j
Learning	12	1021	green	0.44	[0,1]	lose	Amb	norm	left	j
Learning	13	821	green	0.45	[0,1]	lose	Amb	norm	left	j
Learning	14	1153	green	0.43	[0,1]	lose	risk	norm	right	j
Learning	15	988	green	0.43	[0,1]	lose	Amb	norm	right	f
Learning	1	2707	red	0.5	[0,1]	lose	Amb	norm	right	f
Learning	2	2658	red	0.59	[0,1]	lose	risk	norm	right	j
Learning	3	1633	red	0.54	[0,1]	lose	risk	norm	right	j
Learning	4	890	red	0.45	[0,1]	lose	risk	norm	left	f
Learning	5	1152	red	0.35	[0,1]	lose	Amb	norm	left	j
Learning	6	1359	red	0.38	[0,1]	lose	Amb	norm	right	f
Learning	7	1020	red	0.47	[0,1]	lose	Amb	norm	right	f
Learning	8	1942	red	0.57	[0,1]	lose	risk	norm	left	f
Learning	9	1322	red	0.49	[0,1]	lose	Amb	norm	left	j
Learning	10	1825	red	0.54	[0,1]	lose	risk	norm	right	j
Learning	11	1389	red	0.5	[0,1]	lose	risk	norm	right	j
Learning	12	1912	red	0.47	[0,1]	lose	Amb	norm	left	j
Learning	13	782	red	0.49	[0,1]	lose	Amb	norm	left	j
Learning	14	1057	red	0.51	[0,1]	lose	risk	norm	right	j
Learning	15	2166	red	0.48	[0,1]	lose	Amb	norm	right	f
Learning	1	2469	red	0.5	[0,1]	win	Amb	norm	left	j
Learning	2	872	red	0.58	[0,1]	win	risk	norm	right	j
