Blocktype	tnum	rt	color	winprob	Amb	choice	dist	side	response
Ambiguity	0	1539	green	0.5	[0.25,0.75]	risk	skew	left	f
Ambiguity	1	1641	green	0.39	[0.25,0.75]	risk	skew	left	f
Ambiguity	2	2109	green	0.25	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	3	1310	green	0.35	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	4	1268	green	0.43	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	5	1188	green	0.6	[0.25,0.75]	risk	skew	left	f
Ambiguity	6	1700	green	0.5	[0.25,0.75]	risk	skew	right	j
Ambiguity	7	768	green	0.37	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	8	249	green	0.44	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	9	305	green	0.52	[0.25,0.75]	risk	skew	left	f
Ambiguity	10	86	green	0.48	[0.25,0.75]	risk	skew	right	j
Ambiguity	11	2	green	0.39	[0.25,0.75]	risk	skew	left	f
Ambiguity	12	525	green	0.27	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	13	108	green	0.34	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	14	319	green	0.43	[0.25,0.75]	risk	skew	left	f
Ambiguity	15	150	green	0.5	[0,1]	Ambiguous	skew	left	j
Ambiguity	16	5	green	0.57	[0,1]	risk	skew	left	f
Ambiguity	17	138	green	0.5	[0,1]	risk	skew	right	j
Ambiguity	18	237	green	0.42	[0,1]	risk	skew	left	f
Ambiguity	19	190	green	0.31	[0,1]	risk	skew	left	f
Ambiguity	20	104	green	0.13	[0,1]	risk	skew	left	f
Ambiguity	21	14	green	0	[0,1]	Ambiguous	skew	right	f
Ambiguity	22	146	green	0.14	[0,1]	Ambiguous	skew	right	f
Ambiguity	23	217	green	0.31	[0,1]	Ambiguous	skew	right	f
Ambiguity	24	44	green	0.58	[0,1]	Ambiguous	skew	left	j
Ambiguity	25	88	green	0.98	[0,1]	risk	skew	right	j
Ambiguity	26	2	green	0.76	[0,1]	Ambiguous	skew	right	f
Ambiguity	27	0	green	0.86	[0,1]	risk	skew	right	j
Ambiguity	28	139	green	0.82	[0,1]	risk	skew	left	f
Ambiguity	29	54	green	0.72	[0,1]	Ambiguous	skew	right	f
Ambiguity	30	255	blue	0.5	[0.25,0.75]	risk	narrow	right	j
Ambiguity	31	0	blue	0.41	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	32	155	blue	0.47	[0.25,0.75]	risk	narrow	right	j
Ambiguity	33	0	blue	0.42	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	34	137	blue	0.4	[0.25,0.75]	risk	narrow	right	j
Ambiguity	35	3	blue	0.4	[0.25,0.75]	risk	narrow	right	j
Ambiguity	36	191	blue	0.37	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	37	67	blue	0.36	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	38	31	blue	0.39	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	39	1	blue	0.41	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	40	210	blue	0.42	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	41	174	blue	0.46	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	42	0	blue	0.48	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	43	37	blue	0.52	[0.25,0.75]	risk	narrow	left	f
Ambiguity	44	29	blue	0.49	[0.25,0.75]	risk	narrow	right	j
Ambiguity	45	179	blue	0.5	[0,1]	risk	narrow	left	f
Ambiguity	46	158	blue	0.39	[0,1]	Ambiguous	narrow	left	j
Ambiguity	47	213	blue	0.43	[0,1]	Ambiguous	narrow	right	f
Ambiguity	48	1	blue	0.53	[0,1]	Ambiguous	narrow	left	j
Ambiguity	49	194	blue	0.64	[0,1]	risk	narrow	left	f
Ambiguity	50	151	blue	0.57	[0,1]	Ambiguous	narrow	left	j
Ambiguity	51	144	blue	0.58	[0,1]	Ambiguous	narrow	left	j
Ambiguity	52	114	blue	0.64	[0,1]	risk	narrow	right	j
Ambiguity	53	60	blue	0.61	[0,1]	Ambiguous	narrow	right	f
Ambiguity	54	95	blue	0.63	[0,1]	risk	narrow	left	f
Ambiguity	55	0	blue	0.62	[0,1]	risk	narrow	right	j
Ambiguity	56	26	blue	0.62	[0,1]	risk	narrow	left	f
Ambiguity	57	32	blue	0.6	[0,1]	risk	narrow	right	j
Ambiguity	58	55	blue	0.58	[0,1]	Ambiguous	narrow	right	f
Ambiguity	59	12	blue	0.56	[0,1]	risk	narrow	right	j
Ambiguity	60	69	red	0.5	[0.25,0.75]	risk	wide	left	f
Ambiguity	61	0	red	0.38	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	62	29	red	0.42	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	63	52	red	0.51	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	64	0	red	0.64	[0.25,0.75]	risk	wide	left	f
Ambiguity	65	65	red	0.59	[0.25,0.75]	risk	wide	right	j
Ambiguity	66	45	red	0.52	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	67	134	red	0.55	[0.25,0.75]	risk	wide	right	j
Ambiguity	68	4	red	0.51	[0.25,0.75]	risk	wide	right	j
Ambiguity	69	33	red	0.47	[0.25,0.75]	risk	wide	right	j
Ambiguity	70	142	red	0.41	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	71	74	red	0.4	[0.25,0.75]	risk	wide	left	f
Ambiguity	72	28	red	0.37	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	73	18	red	0.38	[0.25,0.75]	risk	wide	right	j
Ambiguity	74	93	red	0.37	[0.25,0.75]	risk	wide	left	f
Ambiguity	75	90	red	0.5	[0,1]	Ambiguous	wide	left	j
Ambiguity	76	0	red	0.57	[0,1]	Ambiguous	wide	right	f
Ambiguity	77	43	red	0.71	[0,1]	Ambiguous	wide	left	j
Ambiguity	78	2	red	0.91	[0,1]	risk	wide	right	j
Ambiguity	79	52	red	0.8	[0,1]	Ambiguous	wide	left	j
Ambiguity	80	134	red	0.84	[0,1]	Ambiguous	wide	left	j
Ambiguity	81	79	red	0.92	[0,1]	Ambiguous	wide	right	f
Ambiguity	82	4	red	1	[0,1]	Ambiguous	wide	right	f
Ambiguity	83	4	red	1	[0,1]	risk	wide	right	j
Ambiguity	84	51	red	0.9	[0,1]	Ambiguous	wide	left	j
Ambiguity	85	0	red	0.92	[0,1]	risk	wide	left	f
Ambiguity	86	101	red	0.91	[0,1]	risk	wide	left	f
Ambiguity	87	54	red	0.86	[0,1]	Ambiguous	wide	right	f
Ambiguity	88	121	red	0.88	[0,1]	risk	wide	left	f
Ambiguity	89	2	red	0.85	[0,1]	risk	wide	left	f
