Lot_color	dist	percent	value	order
R	wide	0	10	3
R	wide	10	-13	3
R	wide	20	3	3
R	wide	30	3	3
R	wide	40	1	3
R	wide	50	1	3
R	wide	60	1	3
R	wide	70	3	3
R	wide	80	3	3
R	wide	90	3	3
R	wide	100	10	3
G	skew	0	0	1
G	skew	10	0	1
G	skew	20	0	1
G	skew	30	0	1
G	skew	40	2	1
G	skew	50	5	1
G	skew	60	6	1
G	skew	70	10	1
G	skew	80	10	1
G	skew	90	3	1
G	skew	100	0	1
B	narrow	0	0	2
B	narrow	10	0	2
B	narrow	20	2	2
B	narrow	30	4	2
B	narrow	40	6	2
B	narrow	50	6	2
B	narrow	60	4	2
B	narrow	70	4	2
B	narrow	80	2	2
B	narrow	90	0	2
B	narrow	100	0	2
