Lot_color	dist	percent	value	order
R	narrow	0	1	1
R	narrow	10	2	1
R	narrow	20	1	1
R	narrow	30	1	1
R	narrow	40	4	1
R	narrow	50	2	1
R	narrow	60	1	1
R	narrow	70	5	1
R	narrow	80	2	1
R	narrow	90	3	1
R	narrow	100	0	1
G	wide	0	2	2
G	wide	10	0	2
G	wide	20	0	2
G	wide	30	0	2
G	wide	40	2	2
G	wide	50	0	2
G	wide	60	2	2
G	wide	70	2	2
G	wide	80	3	2
G	wide	90	4	2
G	wide	100	4	2
B	skew	0	1	3
B	skew	10	0	3
B	skew	20	2	3
B	skew	30	2	3
B	skew	40	3	3
B	skew	50	2	3
B	skew	60	2	3
B	skew	70	5	3
B	skew	80	4	3
B	skew	90	2	3
B	skew	100	2	3
