Blocktype	tnum	rt	color	winprob	Amb	choice	dist	side	response
Ambiguity	0	1645	green	0.5	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	1	2069	green	0.62	[0.25,0.75]	risk	narrow	left	f
Ambiguity	2	1796	green	0.57	[0.25,0.75]	risk	narrow	left	f
Ambiguity	3	1765	green	0.5	[0.25,0.75]	risk	narrow	right	j
Ambiguity	4	2020	green	0.38	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	5	2153	green	0.45	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	6	2477	green	0.5	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	7	908	green	0.61	[0.25,0.75]	risk	narrow	right	j
Ambiguity	8	997	green	0.53	[0.25,0.75]	risk	narrow	right	j
Ambiguity	9	1173	green	0.43	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	10	2258	green	0.46	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	11	1674	green	0.53	[0.25,0.75]	risk	narrow	left	f
Ambiguity	12	1473	green	0.49	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	13	1222	green	0.48	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	14	1735	green	0.48	[0.25,0.75]	risk	narrow	right	j
Ambiguity	15	1442	green	0.5	[0,1]	risk	narrow	right	j
Ambiguity	16	1706	green	0.38	[0,1]	risk	narrow	right	j
Ambiguity	17	1208	green	0.24	[0,1]	risk	narrow	right	j
Ambiguity	18	664	green	0	[0,1]	risk	narrow	right	j
Ambiguity	19	1188	green	0	[0,1]	risk	narrow	left	f
Ambiguity	20	2023	green	0	[0,1]	risk	narrow	right	j
Ambiguity	21	606	green	0	[0,1]	Ambiguous	narrow	left	j
Ambiguity	22	567	green	0.37	[0,1]	Ambiguous	narrow	right	f
Ambiguity	23	1085	green	0.91	[0,1]	risk	narrow	right	j
Ambiguity	24	705	green	0.64	[0,1]	risk	narrow	right	j
Ambiguity	25	1067	green	0.21	[0,1]	Ambiguous	narrow	right	f
Ambiguity	26	1390	green	0.39	[0,1]	Ambiguous	narrow	right	f
Ambiguity	27	723	green	0.73	[0,1]	risk	narrow	right	j
Ambiguity	28	638	green	0.58	[0,1]	risk	narrow	left	f
Ambiguity	29	668	green	0.34	[0,1]	risk	narrow	left	f
Ambiguity	30	1790	blue	0.5	[0.25,0.75]	risk	wide	left	f
Ambiguity	31	1359	blue	0.41	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	32	1455	blue	0.43	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	33	1171	blue	0.49	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	34	1147	blue	0.58	[0.25,0.75]	risk	wide	left	f
Ambiguity	35	1286	blue	0.53	[0.25,0.75]	risk	wide	left	f
Ambiguity	36	1296	blue	0.43	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	37	1357	blue	0.45	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	38	1011	blue	0.5	[0.25,0.75]	risk	wide	right	j
Ambiguity	39	919	blue	0.48	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	40	1437	blue	0.52	[0.25,0.75]	risk	wide	left	f
Ambiguity	41	893	blue	0.52	[0.25,0.75]	risk	wide	right	j
Ambiguity	42	715	blue	0.49	[0.25,0.75]	risk	wide	right	j
Ambiguity	43	898	blue	0.48	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	44	889	blue	0.47	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	45	1023	blue	0.5	[0,1]	risk	wide	left	f
Ambiguity	46	696	blue	0.4	[0,1]	Ambiguous	wide	left	j
Ambiguity	47	694	blue	0.43	[0,1]	risk	wide	left	f
Ambiguity	48	746	blue	0.41	[0,1]	risk	wide	right	j
Ambiguity	49	620	blue	0.38	[0,1]	risk	wide	left	f
Ambiguity	50	557	blue	0.3	[0,1]	risk	wide	left	f
Ambiguity	51	812	blue	0.22	[0,1]	risk	wide	left	f
Ambiguity	52	1151	blue	0.1	[0,1]	risk	wide	left	f
Ambiguity	53	1797	blue	0	[0,1]	risk	wide	left	f
Ambiguity	54	1197	blue	0	[0,1]	Ambiguous	wide	right	f
Ambiguity	55	564	blue	0.16	[0,1]	Ambiguous	wide	right	f
Ambiguity	56	610	blue	0.37	[0,1]	risk	wide	left	f
Ambiguity	57	661	blue	0.26	[0,1]	risk	wide	left	f
Ambiguity	58	785	blue	0.09	[0,1]	risk	wide	left	f
Ambiguity	59	661	blue	0	[0,1]	Ambiguous	wide	right	f
Ambiguity	60	1778	red	0.5	[0.25,0.75]	risk	skew	left	f
Ambiguity	61	1120	red	0.38	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	62	775	red	0.42	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	63	733	red	0.46	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	64	1235	red	0.57	[0.25,0.75]	risk	skew	right	j
Ambiguity	65	942	red	0.52	[0.25,0.75]	risk	skew	right	j
Ambiguity	66	1062	red	0.42	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	67	1085	red	0.47	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	68	655	red	0.55	[0.25,0.75]	risk	skew	left	f
Ambiguity	69	653	red	0.51	[0.25,0.75]	risk	skew	left	f
Ambiguity	70	807	red	0.45	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	71	1188	red	0.45	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	72	1348	red	0.47	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	73	1368	red	0.49	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	74	1293	red	0.58	[0.25,0.75]	risk	skew	left	f
Ambiguity	75	751	red	0.5	[0,1]	Ambiguous	skew	left	j
Ambiguity	76	675	red	0.58	[0,1]	risk	skew	right	j
Ambiguity	77	506	red	0.54	[0,1]	risk	skew	right	j
Ambiguity	78	575	red	0.47	[0,1]	risk	skew	left	f
Ambiguity	79	542	red	0.35	[0,1]	risk	skew	left	f
Ambiguity	80	528	red	0.18	[0,1]	risk	skew	right	j
Ambiguity	81	672	red	0	[0,1]	risk	skew	right	j
Ambiguity	82	691	red	0	[0,1]	risk	skew	right	j
Ambiguity	83	844	red	0	[0,1]	risk	skew	right	j
Ambiguity	84	766	red	0	[0,1]	Ambiguous	skew	left	j
Ambiguity	85	523	red	0.42	[0,1]	Ambiguous	skew	right	f
Ambiguity	86	514	red	1	[0,1]	Ambiguous	skew	right	f
Ambiguity	87	669	red	1	[0,1]	risk	skew	left	f
Ambiguity	88	434	red	0.5	[0,1]	risk	skew	left	f
Ambiguity	89	948	red	0	[0,1]	Ambiguous	skew	right	f
