Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	2914	blue	0.5	left	narrow	[""right""]	f
Risk	1	1852	blue	0.6	right	narrow	[""right""]	j
Risk	2	1943	blue	0.5	right	narrow	[""right""]	j
Risk	3	1981	blue	0.5	left	narrow	[""left""]	f
Risk	4	2427	blue	0.5	right	narrow	[""right""]	j
Risk	5	2712	blue	0.3	right	narrow	[""right""]	j
Risk	6	2458	blue	0.3	right	narrow	[""right""]	j
Risk	7	2500	blue	0.6	right	narrow	[""left""]	j
Risk	8	1072	blue	0.5	left	narrow	[""right""]	f
Risk	9	1537	blue	0.5	left	narrow	[""left""]	f
Risk	10	2128	blue	0.7	left	narrow	[""left""]	f
Risk	11	1320	blue	0.2	right	narrow	[""left""]	j
Risk	12	1919	blue	0.5	left	narrow	[""left""]	f
Risk	13	2471	blue	0.5	right	narrow	[""right""]	j
Risk	14	1628	blue	0.5	left	narrow	[""left""]	f
Risk	15	2953	blue	0.4	right	narrow	[""right""]	j
Risk	16	1985	blue	0.5	right	narrow	[""right""]	j
Risk	17	1961	blue	0.4	right	narrow	[""left""]	j
Risk	18	2324	blue	0.4	right	narrow	[""left""]	j
Risk	19	1452	blue	0.6	left	narrow	[""left""]	f
Risk	20	2837	green	0.7	right	skew	[""right""]	j
Risk	21	1801	green	0.6000000000000001	left	skew	[""left""]	f
Risk	22	1378	green	0.6000000000000001	right	skew	[""right""]	j
Risk	23	1189	green	0.8999999999999999	right	skew	[""right""]	j
Risk	24	965	green	0.7	left	skew	[""left""]	f
Risk	25	1274	green	0.8	left	skew	[""left""]	f
Risk	26	1067	green	0.6000000000000001	right	skew	[""right""]	j
Risk	27	774	green	0.8	left	skew	[""left""]	f
Risk	28	1758	green	0.7	left	skew	[""left""]	f
Risk	29	519	green	0.7	left	skew	[""left""]	f
Risk	30	591	green	0.7	right	skew	[""right""]	j
Risk	31	929	green	0.7	left	skew	[""left""]	f
Risk	32	1733	green	0.5	left	skew	[""right""]	f
Risk	33	847	green	0.7	right	skew	[""right""]	j
Risk	34	1747	green	0.7	left	skew	[""left""]	f
Risk	35	795	green	0.7	left	skew	[""left""]	f
Risk	36	1267	green	0.4	right	skew	[""left""]	j
Risk	37	1085	green	0.5	left	skew	[""left""]	f
Risk	38	602	green	0.8	left	skew	[""left""]	f
Risk	39	705	green	0.7	left	skew	[""left""]	f
Risk	40	1503	red	0.8	left	wide	[""left""]	f
Risk	41	1195	red	1	left	wide	[""left""]	f
Risk	42	882	red	0.8	right	wide	[""right""]	j
Risk	43	991	red	1	left	wide	[""left""]	f
Risk	44	1591	red	0	left	wide	[""right""]	f
Risk	45	935	red	0	left	wide	[""right""]	f
Risk	46	1928	red	0.1	right	wide	[""left""]	j
Risk	47	1358	red	0.2	left	wide	[""right""]	f
Risk	48	1243	red	0	left	wide	[""right""]	f
Risk	49	1935	red	0	right	wide	[""left""]	j
Risk	50	1889	red	0.7	right	wide	[""right""]	j
Risk	51	893	red	0.9	right	wide	[""right""]	j
Risk	52	1813	red	0.2	right	wide	[""left""]	j
Risk	53	899	red	0.9	right	wide	[""right""]	j
Risk	54	505	red	1	left	wide	[""left""]	f
Risk	55	848	red	0	right	wide	[""left""]	j
Risk	56	1269	red	0.3	right	wide	[""left""]	j
Risk	57	599	red	0.9	left	wide	[""left""]	f
Risk	58	837	red	0.1	right	wide	[""left""]	j
Risk	59	1113	red	0.1	right	wide	[""left""]	j
