Lot_color	dist	percent	value	order
R	narrow	0	0	1
R	narrow	10	0	1
R	narrow	20	0	1
R	narrow	30	1	1
R	narrow	40	4	1
R	narrow	50	7	1
R	narrow	60	0	1
R	narrow	70	1	1
R	narrow	80	0	1
R	narrow	90	0	1
R	narrow	100	0	1
G	skew	0	0	2
G	skew	10	0	2
G	skew	20	0	2
G	skew	30	0	2
G	skew	40	0	2
G	skew	50	3	2
G	skew	60	2	2
G	skew	70	3	2
G	skew	80	3	2
G	skew	90	3	2
G	skew	100	3	2
B	wide	0	3	3
B	wide	10	1	3
B	wide	20	2	3
B	wide	30	0	3
B	wide	40	2	3
B	wide	50	0	3
B	wide	60	0	3
B	wide	70	2	3
B	wide	80	3	3
B	wide	90	3	3
B	wide	100	3	3
